Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus
320-U1334A-17H-4-W 60/60-NANNO,320,U1334,A,17,17-4,H,4,W,60/60-NANNO,0,0,155.8,155.8,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,C [320_Ns],,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-17H-6-W 60/60-NANNO,320,U1334,A,17,17-6,H,6,W,60/60-NANNO,0,0,158.51,158.51,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-17H-CC-PAL-NANNO,320,U1334,A,17,17-CC,H,CC,PAL,NANNO,0,0,158.96,158.96,"PB - predist., dist., cipero.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],R [320_Ns],C [320_Ns],C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,F [320_Ns],,,,,,,,,,,,C [320_Ns],,,,A [320_Ns],F [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-18H-CC-PAL-NANNO,320,U1334,A,18,18-CC,H,CC,PAL,NANNO,0,0,170.17,170.17,"PB - predist., dist., cipero.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],R [320_Ns],C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-19H-CC-PAL-NANNO,320,U1334,A,19,19-CC,H,CC,PAL,NANNO,0,0,178.49,178.49,"PB - predist., dist., cipero.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-20H-CC-PAL-NANNO,320,U1334,A,20,20-CC,H,CC,PAL,NANNO,0,0,188.63,188.63,TDJ - H. compacta,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,A [320_Ns],F [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,F [320_Ns],,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,
320-U1334A-21H-CC-PAL-NANNO,320,U1334,A,21,21-CC,H,CC,PAL,NANNO,0,0,198.48,198.48,TDJ - ,M [320_N],D [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-22H-2-W 70/70,320,U1334,A,22,22-2,H,2,W,70/70,0,0,200.4,200.4,TDJ - moriformis acme,M [320_N],D [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-22H-4-W 70/70,320,U1334,A,22,22-4,H,4,W,70/70,0,0,203.4,203.4,TDJ - ,M [320_N],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-22H-6-W 30/30,320,U1334,A,22,22-6,H,6,W,30/30,0,0,206,206,TDJ - ,M [320_N],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-22H-CC-PAL-NANNO,320,U1334,A,22,22-CC,H,CC,PAL,NANNO,0,0,206.86,206.86,TDJ - ,M [320_N],D [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-23X-CC-PAL-NANNO,320,U1334,A,23,23-CC,X,CC,PAL,NANNO,0,0,216.17,216.17,TDJ - top common bisectus?,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-24X-CC-PAL-NANNO,320,U1334,A,24,24-CC,X,CC,PAL,NANNO,0,0,224.22,224.22,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-25X-1-W 80/80-NANNO,320,U1334,A,25,25-1,X,1,W,80/80-NANNO,0,0,224.9,224.9,TDJ - umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-25X-2-W 80/80-NANNO,320,U1334,A,25,25-2,X,2,W,80/80-NANNO,0,0,226.4,226.4,PB - umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,F [320_Ns],,,,,A [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,
320-U1334A-25X-4-W 80/80-NANNO,320,U1334,A,25,25-4,X,4,W,80/80-NANNO,0,0,229.4,229.4,PB - umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-25X-6-W 80/80-NANNO,320,U1334,A,25,25-6,X,6,W,80/80-NANNO,0,0,232.4,232.4,PB - umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,,,R [320_Ns],C [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,F [320_Ns],,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-25X-CC-PAL-NANNO,320,U1334,A,25,25-CC,X,CC,PAL,NANNO,0,0,233.79,233.79,TDJ - fine micritic background,M [320_N],A [320_Ng],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,F [320_Ns],,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-26X-2-W 100/100-NANNO,320,U1334,A,26,26-2,X,2,W,100/100-NANNO,0,0,236.1,236.1,PB - umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,,,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,F [320_Ns],C [320_Ns],,,,A [320_Ns],C [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,R [320_Ns],,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-26X-3-W 100/100-NANNO,320,U1334,A,26,26-3,X,3,W,100/100-NANNO,0,0,237.6,237.6,TDJ - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-26X-4-W 100/100-NANNO,320,U1334,A,26,26-4,X,4,W,100/100-NANNO,0,0,239.1,239.1,PB - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,R [320_Ns],,,R [320_Ns],,,C [320_Ns],,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,R [320_Ns],C [320_Ns],,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,R [320_Ns],,C [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,F [320_Ns],,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-26X-6-W 100/100-NANNO,320,U1334,A,26,26-6,X,6,W,100/100-NANNO,0,0,242.1,242.1,PB - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,F [320_Ns],,,,,,,,,,,,C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,A [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-26X-CC-PAL-NANNO,320,U1334,A,26,26-CC,X,CC,PAL,NANNO,0,0,243.36,243.36,TDJ - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-27X-2-W 11/11,320,U1334,A,27,27-2,X,2,W,11/11,0,0,244.81,244.81,PB - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,R [320_Ns],,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,
320-U1334A-27X-2-W 150/150-NANNO,320,U1334,A,27,27-2,X,2,W,150/150-NANNO,0,0,246.2,246.2,PB - formosus,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,R [320_Ns],,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,C [320_Ns],,,,,,,,,,,,,,
320-U1334A-27X-2-W 77/77,320,U1334,A,27,27-2,X,2,W,77/77,0,0,245.47,245.47,PB - formosus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,
320-U1334A-27X-3-W 100/100-NANNO,320,U1334,A,27,27-3,X,3,W,100/100-NANNO,0,0,247.2,247.2,PB - formosus,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,R [320_Ns],,,,,C [320_Ns],,,F [320_Ns],,,,,,,,,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-27X-4-W 0/0-NANNO,320,U1334,A,27,27-4,X,4,W,0/0-NANNO,0,0,247.2,247.2,PB - formosus,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,R [320_Ns],,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,R [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,R [320_Ns],,,,,,,,,,,,,,
320-U1334A-27X-5-W 150/150-NANNO,320,U1334,A,27,27-5,X,5,W,150/150-NANNO,0,0,249.7,249.7,PB - formosus,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,F [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,R [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,
320-U1334A-27X-CC-PAL-NANNO,320,U1334,A,27,27-CC,X,CC,PAL,NANNO,0,0,250.74,250.74,PB - saipanensis,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,R [320_Ns],,,,F [320_Ns],C [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,
320-U1334A-28X-2-W 123/123,320,U1334,A,28,28-2,X,2,W,123/123,0,0,255.53,255.53,"PB - rads, 'dead zone'",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-28X-CC-PAL-NANNO,320,U1334,A,28,28-CC,X,CC,PAL,NANNO,0,0,262.62,262.62,"PB - saipanensis, barbad.",M [320_N],A [320_Ng],,,,,,,,,,,,,,R [320_Ns],,,,,,F [320_Ns],C [320_Ns],C [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,R [320_Ns],,,,
320-U1334A-29X-2-W 8/8,320,U1334,A,29,29-2,X,2,W,8/8,0,0,263.43,263.43,"PB - saipanensis, barbad.",M [320_N],A [320_Ng],,,,,,,,,,,,,,R [320_Ns],,,,,,C [320_Ns],C [320_Ns],C [320_Ns],,,F [320_Ns],,,,,,,,,,,,R [320_Ns],,C [320_Ns],,C [320_Ns],,,R [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,R [320_Ns],,,,
320-U1334A-29X-4-W 112/112,320,U1334,A,29,29-4,X,4,W,112/112,0,0,266.53,266.53,"PB - saipanensis, barbad.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,F [320_Ns],C [320_Ns],C [320_Ns],,,F [320_Ns],,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,R [320_Ns],,,,,,,,R [320_Ns],R [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,
320-U1334A-29X-6-W 36/36,320,U1334,A,29,29-6,X,6,W,36/36,0,0,268.77,268.77,"PB - saipanensis, barbad.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,F [320_Ns],C [320_Ns],C [320_Ns],,,C [320_Ns],,,,,,,,,,,,R [320_Ns],,R [320_Ns],,R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-29X-7-W 52/52,320,U1334,A,29,29-7,X,7,W,52/52,0,0,270.09,270.09,TDJ -  ,M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-29X-8-W 36/36,320,U1334,A,29,29-8,X,8,W,36/36,0,0,271.44,271.44,"PB - saipanensis, barbad.",P [320_N],A [320_Ng],,,,,,,,,,,,,,F [320_Ns],,,,,,F [320_Ns],C [320_Ns],C [320_Ns],,,F [320_Ns],,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
