Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Dinocysts,Terrestrial palynomorphs,Acritarchs,Foraminifer test linings,Black phytoclasts,Brown phytoclasts,Amorphous organic matter,Sporomorphs (reworked),Achilleodinium biformoides,Achomosphaera alcicornu,Achomosphaera crassipellis,Achomosphaera ramilunifera,Aiora fenestrata,Aireiana verrucosa,Alterbidinium aculatum,Alterbidinium distinctum,Amiculosphaera umbracula,Apectodinium homomorphum,Apectodinium spp. (pars),Apteodinium australiense,Apteodinium spiridoides,Arachnodinium antarcticum,Areoligera spp.,Areosphaeridium dictyoplokus,Batiacasphaera cassicula,Batiacasphaera cassiculus,Batiacasphaera spp.,Brigantedinium spp. psilate,Brigantedinium spp. regulate,Brigantedinium spp.,Caligodinium amiculum,Cannosphaeropsis spp. indet.,Cassidium filosum,Cassidium fragile,Cerebrocysta bartonensis,Cerebrocysta delicata,Cerebrocysta spp.,Cerebrocysta waipawensis,"Cerebrocysta ""large""",Cerodinium spp. (pars.),Charlesdowniea coleothrypta,Charlesdowniea edwardsii,Chiropteridium galea,Chiropteridium spp.,Cleistosphaeridium ancyrea,Cleistosphaeridium diversispinosum,Cleistosphaeridium placacanthum,Cooksonidinium capricornum,Cordosphaeridium fibrospinosum,Corrudinium incompositum,Corrudinium obscurum,Corrudinium regulare,Cribroperidinium spp.,Cryodinium spp.,Cymatiosphaera spp.,Damassadinium crassimuratum,Dapsilidinium spp.,Deflandrea antarctica,Deflandrea convexa,Deflandrea cygniformis,Deflandrea oebisfeldensis,Deflandrea phosphoritica,Deflandrea sp. A,Deflandrea spp. indet.,Dinogymnium spp.,Dinopterigium cladoides,Diphyes colligerum,Diphyes ficusoides (o),Distatodinium paradoxum,Dracodinium waipawaense,Echinidinium sp.,Ectosphaeropsis burdigalensis,Edwardsiella?,Eisenackia chilensis,Eisenackia circumtabulata,Eisenackia margarita,Eisenackia reticulata,Elytrocysta brevis,Enneadocysta dictyostila,Enneadocysta multicornuta,Enneadocysta pectinoformis,Enneadocysta sp. A,Eocladopyxis spp.,Eurydinium spp.,Exochosphaeridium bifidum,Filisphaera filifera,Florentinia mantellii,Forma T,Gelatia inflata,Glaphyrocysta delicata,Glaphyrocysta divaricata,Glaphyrocysta intricata,Glaphyrocysta ordinata,Glaphyrocysta pastielsii,Glaphyrocysta retiintexta,Glaphyrocysta semitecta,Habibacysta tectata,Hafniasphaera septata (o),Hemiplacophora semilunifera,Homotryblium floripes,Homotryblium tasmaniense,Homotryblium tenuispinosum,Hystrichokolpoma bullatum,Hystrichokolpoma cinctum,Hystrichokolpoma pseudooceanicum,Hystrichokolpoma pusillum,Hystrichokolpoma rigaudiae,Hystrichokolpoma spinosum,Hystrichokolpoma spp. (pars.),Hystrichokolpoma truncatum,Hystrichosphaeridium truswelliae,Hystrichosphaeridium tubiferum,Hystrichosphaeropsis spp.,Hystrichostrogylon membraniphorum,Impagidinium aculeatum,Impagidinium brown,Impagidinium cassiculum,Impagidinium dispertitum,Impagidinium maculatum,Impagidinium pallidum,Impagidinium parvireticulatum,Impagidinium patulum,Impagidinium paradoxum,Impagidinium sp.,Impagidinium sphaericum,Impagidinium velorum,Impagidinium victorianum,Impagidinium spp. indet.,Impletosphaeridium spp.,Invertocysta lacrymosa/tabulata,Islandinium minutum,Kenleiya spp.,Lejeunecysta hyalina,Lejeunecysta spp.,Lejeunecysta big,Lingulodinium machaerophorum,Lophocysta spp.,Manumiella spp.,Melitasphaeridium pseudorecurvatum,Membranophoridium aspinatum,Membranophoridium perforatum,Moria zachosii,Nematosphaeropsis labyrinthus,Octodinium askiniae,Oligosperidium spp.,Operculodinium centrocarpum,Operculodinium spp. indet.,Palaeocystodinium australinum,Palaeocystodinium golzowense,Palaeoperidinium pyrophorum,Palaeotetradinium minisculum,Paucisphaeridium boiae,Paucisphaeridium inversibuccinum,Paucisphaeridium spp.,Pentadinium laticinctum,Phelodinium kozlowskii,Phthanoperidinium amoenum,Phthanoperidinium Big cf. Cryodinium,Phthanoperidinium comatum,Phthanoperidinium crenulatum,Phthanoperidinium spp. indet.,Phthanoperidinium stockmansii,Phthanoperidnium sp. A houben 748,Polysphaeridium subtile,Pyxidinopsis spp.,Pyxidinopsis spiny,Reticulatosphaera actinocoronata,Rhombodinium rhomboideum,Rottnestia borussica,"""round browns"" indet., psilate","""round browns"" indet., rugulate",Samlandia delicata,Samlandia septata,Schematophora obscura,Schematophora speciosa,Selenopemphix armata,Selenopemphix cf. armaggedonesis,Selenopemphix cf. armata,Selenopemphix nephroides,Selenopemphix nephroides psilate,Selenopemphix thin-walled,Selenopemphix nephroides rugulate,Selenopemphix selenoides,Selenopemphix w. trabeculate processes,Senegalinium bicavatum,Senegalinium dilwynense,Senegalinium indet,Senoniasphaera inornata,Spinidinium colemanii,Spinidinium densispinatum,Spinidinium luciae,Spinidinium macmurdoense,Spinidinium schellenbergii,Spiniferella cornuta,Spinifierites spp. indet.,Spiniferites pseudofurcatus,Spiniferites ramosus,Spiniferites sp. A,Stoveracysta kakanuensis,Stoveracysta ornata,Stoveracysta sp.1,Svalbardella cooksoniae,Tanyosphaeridium spp.,Tectatodinium pellitum,Tectatodinium spp. indet.,Thalassiphora delicata,Thalassiphora pelagica,Trithyrodinium evittii,Turbiosphaera filosa,Vozzhennikovia apertura,Vozzhennikovia rohliae,Vozzhennikovia stickleyae,Vozzhennkovia netrona,Vozzhennikovia spp. indet.,Wetzeliella articulata,Wetzeliella astra,Wetzeliella gochtii/symmetrica,Wetzeliella samlandica,Wetaeliella spp. Indet.,Wilsonidinium echinosuturatum,Wilsonidinium ornatum,Tasmanites spp.,Algae sp. A
318-U1360A-1R-CC-PAL-PALY-PALYA,318,U1360,A,1,1-CC,R,CC,PAL,PALY-PALYA,0,0,0.49,0.49,G [Default],C [Default],C [Default],T [Default],A [Default],T [Default],T [Default],T [Default],,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
318-U1360A-3R-1-W 7/9-PALY-PALYA,318,U1360,A,3,3-1,R,1,W,7/9-PALY-PALYA,0,0,23.37,23.37,G [Default],C [Default],F [Default],B [Default],F [Default],T [Default],T [Default],T [Default],,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1360A-3R-CC-PAL-PALY-PALYA,318,U1360,A,3,3-CC,R,CC,PAL,PALY-PALYA,0,0,23.735,23.735,G [Default],C [Default],F [Default],T [Default],F [Default],T [Default],T [Default],T [Default],,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1360A-4R-CC-PAL-PALY-PALYA,318,U1360,A,4,4-CC,R,CC,PAL,PALY-PALYA,0,0,35.32,35.32,G [Default],F [Default],F [Default],B [Default],T [Default],T [Default],T [Default],T [Default],,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1360A-6R-1-PAL81     -PALY-PALYA,318,U1360,A,6,6-1,R,1,PAL81,PALY-PALYA,0,0,51.51,51.51,G [Default],F [Default],T [Default],B [Default],B [Default],T [Default],T [Default],B [Default],,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1360A-6R-CC-PAL-PALY-PALYA,318,U1360,A,6,6-CC,R,CC,PAL,PALY-PALYA,0,0,53.75,53.75,G [Default],F [Default],F [Default],B [Default],T [Default],T [Default],T [Default],T [Default],,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,
