Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Abundance,Preservation,Mixing,Diartus petterssoni,Cyrtocapsella japonica,Lithopera neotera,Calocycletta robusta,Stichocorys armata,Acrocubus octopylus,Didymocyrtis mammifera,Liriospyris parkerae,Calocycletta caepa,Eucyrtidium diaphanes,Didymocyrtis violina,Calocycletta costata,Calocycletta virginis,Carpocanopsis bramlettei,Didymocyrtis tubaria,Dorcadospyris dentata,Dorcadospyris forcipata,Liriospyris stauropora,Dorcadospyris alata,Carpocanopsis cingulata,Lychnocanoma elongata,Didymocyrtis prismatica,Didymocyrtis laticonus,Carpocanopsis cristata,Lithopera renzae,Dorcadospyris scambos n. sp.,Dorcadospyris ateuchus,Stichocorys wolffii,Dorcadospyris simplex s.s.,Dorcadospyris praeforcipata,Calocycletta serrata,Stichocorys delmontensis,Lophocyrtis pegetrum,Theocyrtis annosa,Lophocyrtis leptetrum,Eucyrtidium mitodes n. sp.,Cyrtocapsella cornuta,Cyrtocapsella tetrapera,Artophormis gracilis,Anthocyrtidium  marieae,Didymocyrtis bassanii,Dorcadospyris cyclacantha n. sp.,Dorcadospyris riedeli,Dorcadospyris circulus,Dorcadospyris papilio,Liriospyris longicornuta,Acrocubus octopylus ,Eucyrtidium plesiodiaphanes,Theocyrtis setanios,Theocorys puriri ,Lychnocanoma apodora,Comments,File data,Zone name
320-U1333B-1H-CC-PAL-RADS,320,U1333,B,1,1-CC,H,CC,PAL,RADS,0,0,7.68,7.68,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333B-2H-CC-PAL-RADS,320,U1333,B,2,2-CC,H,CC,PAL,RADS,0,0,17.6,17.6,RN1,C,M,,,,,F,,,,,,R,,,,,,,,,,R,R,R,,,,R,R,,,R,,,,R,,,C,R,,,,,,,,,,,,,,mixing,,
320-U1333B-3H-CC-PAL-RADS,320,U1333,B,3,3-CC,H,CC,PAL,RADS,0,0,27.18,27.18,RP22,C,M,,,,,F,,,,,,-,,,,,,,,,,,R,R,,,,,R,,,R,,,R,R,,R,,,R,,,,,,R,,,,,,,,,
320-U1333B-4H-CC-PAL-RADS,320,U1333,B,4,4-CC,H,CC,PAL,RADS,0,0,36.61,36.61,RP22,C,M,,,,,R,,,,,,,,,,,,,,,,,R,R,,,,,R,,,R,,,R,R,,R,,,R,,,,,,R,R,,,,,,,,
320-U1333B-5H-CC-PAL-RADS,320,U1333,B,5,5-CC,H,CC,PAL,RADS,0,0,45.85,45.85,RP21,C,M,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,R,,,R,,,R,R,,R,,,R,,,,,R,-,,,R,,,,,,
320-U1333B-6H-CC-PAL-RADS,320,U1333,B,6,6-CC,H,CC,PAL,RADS,0,0,55.55,55.55,RP21,A,M,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,R,,,,,,R,R,,R,,,R,,,,,R,-,,,R,,,,,,
320-U1333B-7H-CC-PAL-RADS,320,U1333,B,7,7-CC,H,CC,PAL,RADS,0,0,65.11,65.11,RP21,A,M,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,R,,R,,,R,,,,,R,,,,R,R,,,,,
320-U1333B-8H-CC-PAL-RADS,320,U1333,B,8,8-CC,H,CC,PAL,RADS,0,0,74.5,74.5,RP20,A,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,-,,,R,,,,,R,,,,R,R,,,,,
