Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Abundance,Preservation,Mixing,Theocyrtis perysinos n. sp.,Tristylospyris triceros,Theocyrtis annosa,Eucyrtidium mitodes n. sp.,Dorcadospyris ateuchus,Theocyrtis setanios n. sp.,Lophocyrtis milowi,Theocorys puriri,Didymocyrtis prismatica,Dorcadospyris circulus,Theocyrtis tuberosa,Lithocyclia crux,Dorcadospyris spinosa,Dorcadospyris quadripes,Eucyrtidium plesiodiaphanes,Lophocyrtis pegetrum,Dorcadospyris riedeli,Dorcadospyris pseudopapilio,Centrobotrys gravida,Centrobotrys petrushevskayae,Lychnodictyum audax,Theocyrtis careotuberosa n. sp.,Dictyoprora mongolfieri,Thyrsocyrtis triacantha,Lophocyrtis oberhaensliae,Lithocyclia ocellus gr.,Lithocyclia aristotelis gr.,Cryptocarpium ornatum,Calocyclas hispida,Calocycletta anekathen n. sp.,Lophocyrtis jacchia,Dictyoprora armadillo,Lychnocanoma babylonis,Lophocyrtis hadra,Lychnocanoma amphitrite,Lophocyrtis exitelus,Dorcadospyris copelata n. sp.,Thyrsocyrtis bromia,Zealithapium mitra,Artophormis barbadensis,Thyrsocyrtis lochites,Lithocyclia angusta,Thyrsocyrtis tetracantha,Dorcadospyris ombros n. sp. (upper),Calocyclas bandyca,Calocyclas turris,Eusyringium fistuligerum,Cryptocarpium azyx,Podocyrtis papalis,Spongatractus pachystylus,Podocyrtis goetheana,Thyrsocyrtis krooni,Lychnocanoma turgidum,Artophormis gracilis,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Comments,File data,Zone name
320-U1332C-6H-CC-PAL-RADS,320,U1332,C,6,6-CC,H,CC,PAL,RADS,0,0,53.04,53.04,,,,,R,,,,,R,,R,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,
320-U1332C-7H-CC-PAL-RADS,320,U1332,C,7,7-CC,H,CC,PAL,RADS,0,0,59.43,59.43,RP20,A,G,,,,,,,,R,,,,C,R,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1332C-8H-CC-PAL-RADS,320,U1332,C,8,8-CC,H,CC,PAL,RADS,0,0,68.19,68.19,RP20,A,G,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1332C-9H-CC-PAL-RADS,320,U1332,C,9,9-CC,H,CC,PAL,RADS,0,0,75.91,75.91,RP20,A,G,,,R,,,,,,,,,,,,,,,,,,,,R,,vR,,,,R,,R,R,R,,,,,,,,,R,R,vR,,,-,-,-,,,,,,,,,,,
320-U1332C-10H-CC-PAL-RADS,320,U1332,C,10,10-CC,H,CC,PAL,RADS,0,0,85.53,85.53,RP18,A,G,,,R,,,,,,,,,,,,,,,,,,,,R,,R,,,,R,,R,R,R,,R,R,,,R,,,R,,F,,R,R,R,R,,,,,R,-,,-,,,
320-U1332C-11H-CC-PAL-RADS,320,U1332,C,11,11-CC,H,CC,PAL,RADS,0,0,94.05,94.05,RP17,A,G,,,-,,,,,,,,,,,,,,,,,,,,R,,R,,,,R,,-,,R,,R,,,,R,,R,R,,F,,-,R,R,R,,,,,R,-,,R,,,
320-U1332C-12H-CC-PAL-RADS,320,U1332,C,12,12-CC,H,CC,PAL,RADS,0,0,103.2,103.2,RP16,A,G,,,,,,,,,,,,,,,,,,,,,,,-,,R,,,,R,,,,R,,,,,,-,,,,,F,,,-,R,-,,,,,R,,,R,,,
