Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Lychnocanoma turgidum,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Lophocyrtis jacchia,Podocyrtis papalis,Cryptocarpium azyx,Thyrsocyrtis lochites,Dorcadospyris copelata n. sp.,Spongatractus pachystylus,Anthocyrtoma spp.,Calocycloma ampulla,Thyrsocyrtis bromia,Thyrsocyrtis tetracantha,Zygocircus cimelium,Rhopalocanium ornatum,Theocyrtis careotuberosa n. sp.,Dorcadospyris ombros n. sp.,Tristylospyris triceros,Theocotyllissa ficus,Dorcadospyris anastasis n. sp.,Dictyophimus craticula,Calocyclas turris,Podocyrtis goetheana,Podocyrtis chalara,Botryocella sp. gr.,Podocyrtis apeza,Thyrsocyrtis krooni,Dictyoprora pirum,Lithochytris vespertilio,Dictyoprora armadillo,Sethochytris triconiscus,Lithocyclia aristotelis gr.,Podocyrtis mitra,Lophocyrtis biaurita,Podocyrtis trachodes,Artophormis barbadensis,Podocyrtis ampla,Zealithapium mitra,Zealithapium anoectum,Cryptocarpium ornatum,Eusyringium lagena,Podocyrtis fasciolata,Zealithapium plegmacantha,Podocyrtis sinuosa,Dictyoprora mongolfieri,Podocyrtis diamesa,Podocyrtis phyxis,Spongatractus balbis,Eusyringium fistuligerum,Thyrsocyrtis tensa,Theocotyle venezuelensis,Theocotyle conica,Lamptonium fab. constrictum,Lamptonium fab. fabaeforme,Theocotyle cryptocephala,Periphaena tripyramis triangula,Thyrsocyrtis robusta,Thyrsocyrtis hirsuta,Lamptonium fab. chaunothorax,Periphaena delta,Theocorys anaclasta,Calocycloma castum,Thyrsocyrtis triacantha,Dicty mongolferi,Comments,File data
320-U1332B-11H-CC-PAL-RADS,320,U1332,B,11,11-CC,H,CC,PAL,RADS,0,0 ,93.84,93.84,RP16,A,G,1,,R,R,,F,vR,,,,,R,,,,R,R,R,,,,,,,,,,R,,R,R,,R,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,F,,POSS LAB CONTAMIN,
320-U1332B-12H-CC-PAL-RADS,320,U1332,B,12,12-CC,H,CC,PAL,RADS,0,0 ,101.03,101.03,RP16,A,G,1,R,R,,,R,,,,R,,,,,R,R,R,R,,R,R,,,F,F,,R,R,,R,R,,,R,,,vR,,,,R,,,,,,,,,R,,,,,,,,vR,,,,,R,F,,,
320-U1332B-13H-CC-PAL-RADS,320,U1332,B,13,13-CC,H,CC,PAL,RADS,0,0 ,110.76,110.76,RP16,C,M,,,R,,,R,,,,R,,,,,R,R,R,R,,R,,,,,R,,R,,,R,,R,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,R,R,,,
320-U1332B-14X-CC-PAL-RADS,320,U1332,B,14,14-CC,X,CC,PAL,RADS,0,0 ,119.78,119.78,RP14,A,G,,R,,,,R,,,,R,,,,,R,,,,,,,R,,,,,,,,R,,R,,F,,R,,,R,,,,,,,,,,,R,,,,,,,,,,,,,R,R,,,
320-U1332B-15X-CC-PAL-RADS,320,U1332,B,15,15-CC,X,CC,PAL,RADS,0,0 ,125.77,125.77,RP14,A,G,,R,R,,,R,,,,R,R,,,,,,,,,R,,R,,,,,,,,R,,,,F,,F,,R,,,,R,R,,,,,,,R,,,,,,,,,,,,,R,R,,,
320-U1332B-16X-CC-PAL-RADS,320,U1332,B,16,16-CC,X,CC,PAL,RADS,0,0 ,125.34,125.34,RP14,A,G,,R,,,,R,,,,R,,,,,,R,,,,,,R,,,,,,,,R,,,,F,,F,,F,,,,R,R,R,R,R,,,,R,,,,,,,,,,,,,R,R,,,
320-U1332B-17X-CC-PAL-RADS,320,U1332,B,17,17-CC,X,CC,PAL,RADS,0,0 ,135.06,135.06,RP12,A,G,,,,,,R,,,,R,,,,,R,R,,,,R,,R,,,,,,,,R,,,,-,,-,,-,,,,F,-,R,R,-,R,,,-,,-,,,,,,,,,,,R,R,,,
320-U1332B-18X-CC-PAL-RADS,320,U1332,B,18,18-CC,X,CC,PAL,RADS,0,0 ,146.21,146.21,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
