Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,General comment,Beella digitata,Beella praedigitata,Catapsydrax parvulus,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina falconensis,Globigerina foliata,Globigerina sp.,Globigerinella aequilateralis,Globigerinella calida,Globigerinella radians,Globigerinita,Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides obliquus,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pyramidalis),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globigerinopsis obesa,Globoconella,Globoconella conomiozea,Globoconella inflata,Globoconella miotumida,Globoconella miotumida (DEX),Globoconella miotumida (SIN),Globoconella mons,Globoconella pliozea,Globoconella pseudospinosa,Globoconella puncticulata,Globoconella puncticuloides (compressed),Globoconella puncticuloides (vaulted),Globoconella sphericomiozea,Globoconella subconomiozea,Globoconella triangula,Globoconella triangula     (cf.),Globoquadrina dehiscens,Globoquadrina praedehiscens,Globorotalia lenguaensis,Globorotalia praescitula,Globorotalia tumida,Globorotaloides hexagonus,Globorotaloides turgidus,Hirsutella bermudezi,Hirsutella hirsuta,Hirsutella hirsuta (DEX),Hirsutella hirsuta (SIN),Hirsutella ichinosekiensis,Hirsutella margaritae (cf.),Hirsutella panda,Hirsutella scitula,Hirsutella scitula (cf.),Hirsutella scitula (DEX),Hirsutella scitula (SIN),Menardella limbata,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Orbulina,Orbulina bilobata,Orbulina universa,Orbulina universa (juvenile),Paragloborotalia continuosa,Paragloborotalia mayeri,Paragloborotalia nana,Pulleniatina obliquiloculata,Pulleniatina praecursor,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina angiporoides minima,Tenuitella,Tenuitella gemma,Truncorotalia cf. crassacarina,Truncorotalia crassacarinina,Truncorotalia crassacarinina (DEX),Truncorotalia crassacarinina (SIN),Truncorotalia crassaconica,Truncorotalia crassaconica     (cf.),Truncorotalia crassaconica     (cf.) (DEX),Truncorotalia crassaconica     (cf.) (SIN),Truncorotalia crassaconica (DEX),Truncorotalia crassaconica (SIN),Truncorotalia crassaformis,Truncorotalia crassaformis (DEX),Truncorotalia crassaformis (SIN),Truncorotalia crassula,Truncorotalia crassula     (cf.),Truncorotalia crassula     (cf.) (DEX),Truncorotalia crassula     (cf.) (SIN),Truncorotalia juanai,Truncorotalia tosaensis,Truncorotalia truncatulinoides,Truncorotalia truncatulinoides (DEX),Truncorotalia truncatulinoides (SIN),Turborotalita angustiumbilicata,Turborotalita quinqueloba,Zeaglobigerina,Zeaglobigerina apertura,Zeaglobigerina connecta,Zeaglobigerina druryi,Zeaglobigerina nepenthes,Zeaglobigerina rubescens,Zeaglobigerina sp.,Zeaglobigerina woodi,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name,Zone name (short)
375-U1526A-1R-CC-PAL-FORAM,0,5,0,0.05,VG,A,,,,,A,,,R,,,F,,,,R,,,,,R,R,R,,,R,,,A,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,R,A,R,,R,F,,,,,,,,R,,,,,,,,,F,1,9,,,,,,,,,,F,F,3,3,,,C,17,47,,R,,,,,,,,,,,,375,U1526,A,1,R,CC,PAL,FORAM,,
375-U1526A-2R-CC-PAL-FORAM,0,5,10.09,10.14,VG,D,,,,,A,,,R,,,F,,,,R,,,,,R,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,A,,,,F,,,,,R,,,R,,,,,,,,,F,0,9,,,,,,,,,,R,F,0,7,,,C,33,2,,,,,,,,,,,,,,375,U1526,A,2,R,CC,PAL,FORAM,,
375-U1526A-3R-1-W 45/47-PAL-FORAM,0,2,19.85,19.87,G,D,,,,,A,,,F,,,F,,,,F,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,,,,F,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,C,,,,,,F,,,,,,,,,,,,,,,,375,U1526,A,3,R,1,W,45/47-PAL-FORAM,,
375-U1526A-3R-1-W 54/56-PAL-FORAM,0,2,19.94,19.96,VG,D,,,,,C,,,F,,,R,,,,,,F,,R,R,,,,,,,,D,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,F,C,,,R,R,,,,,R,,,,,,,,,,,,F,0,12,,,,,,,,,,R,R,1,4,,,F,6,10,,,,,,,,,,,,,,375,U1526,A,3,R,1,W,54/56-PAL-FORAM,,
375-U1526A-3R-2-W 14/16-PAL-FORAM,0,2,20.46,20.48,G,D,,,,,C,,,R,,,,,,,,,,R,,,,,,,R,,C,,,,,F,A,,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,375,U1526,A,3,R,2,W,14/16-PAL-FORAM,,
375-U1526A-3R-CC-PAL-FORAM,0,5,21.04,21.09,G,D,,,,,C,,,R,,,,,,,R,,,F,,,,,,,,,A,,,,,X,C,,C,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,F,,,,375,U1526,A,3,R,CC,PAL,FORAM,,
