Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Silicoflagellates group abundance,Silicoflagellate preservation dissolution,Silicoflagellate preservation fragmentation,Corbisema apiculata,Corbisema flexuosa,Corbisema hastata,Corbisema regina,Corbisema sp.,Corbisema triacantha,Dictyocha deflandrei,Dictyocha fibula,Dictyocha frenguellii,Dictyocha hexacantha,Dictyocha pentagona,Distephanus boliviensis (binoculoid),Distephanus crux group,Distephanus pseudofibulua,Distephanus speculum,Mesocena diadon diadon,Naviculopsis constricta,Naviculopsis foliacea,Paradictyocha sp.,Septamesocena apiculata,Septamesocena pappii,Silicoflagellate species,Zone name,Zone name (short)
318-U1359A-2H-CC-PAL-DIAT3,318,U1359,A,2,2-CC,H,CC,PAL,DIAT3,0,5,9.49,9.54,X,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-16H-CC-PAL-DIAT4,318,U1359,A,16,16-CC,H,CC,PAL,DIAT4,0,0,135.745,135.745,X,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-18X-CC-PAL-DIAT1,318,U1359,A,18,18-CC,X,CC,PAL,DIAT1,0,5,153.915,153.965,X,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-18X-CC-PAL-DIAT4,318,U1359,A,18,18-CC,X,CC,PAL,DIAT4,0,5,153.915,153.965,X,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-19X-CC-PAL-DIAT3,318,U1359,A,19,19-CC,X,CC,PAL,DIAT3,0,5,161.835,161.885,F,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-21X-3-W 31/32-DIAT1,318,U1359,A,21,21-3,X,3,W,31/32-DIAT1,0,1,177.51,177.52,X,,,,,,,,,,,,,,,,,,,,,,,,,,
318-U1359A-22X-CC-PAL-DIAT2,318,U1359,A,22,22-CC,X,CC,PAL,DIAT2,0,5,190.205,190.255,F,,,,,,,,,,,,,,,,,F,,,,,,,,,
