Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Zone name,Zone name (short)
320-U1332A-11H-6-W 70/70-NANNO,320,U1332,A,11,11-6,H,6,W,70/70-NANNO,0,0,97.6,97.6,"TDJ - uNP17. Ch. grandis, D.bisecta present.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,F,,C,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,
320-U1332A-11H-CC-PAL-NANNO,320,U1332,A,11,11-CC,H,CC,PAL,NANNO,0,0,98.52,98.52,"TDJ - uNP17. Ch. grandis, D.bisecta present.",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,F,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,
320-U1332A-12H-2-W 100/100-NANNO,320,U1332,A,12,12-2,H,2,W,100/100-NANNO,0,0,101.4,101.4,"TDJ/PB - v. etched,  no bisecta",P [320_N],R [320_Ng],,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-12H-3-W 100/100-NANNO,320,U1332,A,12,12-3,H,3,W,100/100-NANNO,0,0,102.9,102.9,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-12H-4-W 100/100-NANNO,320,U1332,A,12,12-4,H,4,W,100/100-NANNO,0,0,104.4,104.4,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-12H-5-W 100/100-NANNO,320,U1332,A,12,12-5,H,5,W,100/100-NANNO,0,0,105.9,105.9,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-12H-6-W 100/100-NANNO,320,U1332,A,12,12-6,H,6,W,100/100-NANNO,0,0,107.4,107.4,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-12H-CC-PAL-NANNO,320,U1332,A,12,12-CC,H,CC,PAL,NANNO,0,0,108.45,108.45,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-13H-1-W 140/140-NANNO,320,U1332,A,13,13-1,H,1,W,140/140-NANNO,0,0,109.8,109.8,"TDJ - bifax, solitus, no D. bisectus",P [320_N],C [320_Ng],,,,,,,,,,,,,,,R,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-13H-2-W 140/140-NANNO,320,U1332,A,13,13-2,H,2,W,140/140-NANNO,0,0,111.3,111.3,"PB - bifax, solitus",M [320_N],A [320_Ng],,,,F,,,,,,,,F,,,R,,,,,A,F,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,,,,,,,,,,,,,,,,,
320-U1332A-13H-4-W 140/140-NANNO,320,U1332,A,13,13-4,H,4,W,140/140-NANNO,0,0,114.3,114.3,"PB - bifax, solitus",M [320_N],A [320_Ng],,,,F,,,,,,,,,,,F,,,F,,C,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,
320-U1332A-13H-6-W 140/140-NANNO,320,U1332,A,13,13-6,H,6,W,140/140-NANNO,0,0,117.3,117.3,"PB - solitus, umbilicus",M [320_N],A [320_Ng],,,,R,,,,,,,,R,,,R,,,R,,C,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-13H-CC-PAL-NANNO,320,U1332,A,13,13-CC,H,CC,PAL,NANNO,0,0,118.38,118.38,"TDJ - solitus, umbilicus",M [320_N],A [320_Ng],,,,,,,,,,,,R,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,R,,,,,,,,,,,,,,,,,,
320-U1332A-14H-2-W 40/40,320,U1332,A,14,14-2,H,2,W,40/40,0,0,119.8,119.8,TDJ - no umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-14H-4-A 40/40,320,U1332,A,14,14-4,H,4,A,40/40,0,0,122.8,122.8,"TDJ - no umbilicus, no nannotetrina",P [320_N],C [320_Ng],,,,,,,,,,,,R,,,,,,R,,C,F,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-14H-5-W 40/40,320,U1332,A,14,14-5,H,5,W,40/40,0,0,124.3,124.3,TDJ - etched and broken placoliths; no nannotetrina,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-14H-6-W 35/35,320,U1332,A,14,14-6,H,6,W,35/35,0,0,125.75,125.75,"TDJ/PB - bifax, Nannotetrina",M [320_N],A [320_Ng],,,,,,,,,R,,,,,,R,,,R,,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-14H-CC-PAL-NANNO,320,U1332,A,14,14-CC,H,CC,PAL,NANNO,0,0,126.28,126.28,"TDJ/PB - bifax, Nannotetrina",P [320_N],C [320_Ng],,,,,,,,,R,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-15X-1-W 113/113,320,U1332,A,15,15-1,X,1,W,113/113,0,0,127.03,127.03,"PB - bifax, Nannotetrina",P [320_N],C [320_Ng],,,,,,,,,,,,,,,C,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-15X-2-W 137/137,320,U1332,A,15,15-2,X,2,W,137/137,0,0,128.77,128.77,PB - fulgens,M [320_N],A [320_Ng],,,,R,,,,,R,R,,R,,,,,,R,,A,,C,,,,,,,,,,,,,,,F,,,,,,,R,R,,,,,,R,,,,,,,,,,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,R,,,,,,
320-U1332A-15X-3-W 66/66,320,U1332,A,15,15-3,X,3,W,66/66,0,0,129.56,129.56,PB - fulgens,M [320_N],A [320_Ng],,,,,,,,,,F,,F,,,C,,,R,,C,,C,,,,,,,,,,,,,,,A,,,,,,,R,,,,,,R,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,
320-U1332A-15X-5-W 37/37,320,U1332,A,15,15-5,X,5,W,37/37,0,0,132.27,132.27,PB - fulgens,P [320_N],C [320_Ng],,,,,,,,,,R,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-15X-CC-PAL-NANNO,320,U1332,A,15,15-CC,X,CC,PAL,NANNO,0,0,132.93,132.93,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-16X-1-W 80/80,320,U1332,A,16,16-1,X,1,W,80/80,0,0,136.3,136.3,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-16X-2-W 39/39,320,U1332,A,16,16-2,X,2,W,39/39,0,0,137.39,137.39,PB - fulgens,P [320_N],C [320_Ng],,,,,,,,,,R,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-16X-CC-PAL,320,U1332,A,16,16-CC,X,CC,PAL,,0,0,138.2,138.2,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-17X-1-W 81/81,320,U1332,A,17,17-1,X,1,W,81/81,0,0,145.31,145.31,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-17X-2-W 60/60,320,U1332,A,17,17-2,X,2,W,60/60,0,0,146.43,146.43,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-17X-3-W 18/18,320,U1332,A,17,17-3,X,3,W,18/18,0,0,147.43,147.43,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1332A-17X-CC,320,U1332,A,17,17-CC,X,CC,,,0,0.001400000005960460,148.12,148.12,PB - barren? With Oligo contam + 1 N. cristata,,B [320_Ng],,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
