Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Lychnocanoma turgidum,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Lophocyrtis jacchia,Podocyrtis papalis,Cryptocarpium azyx,Thyrsocyrtis lochites,Dorcadospyris copelata n. sp.,Spongatractus pachystylus,Anthocyrtoma spp.,Calocycloma ampulla,Thyrsocyrtis bromia,Thyrsocyrtis tetracantha,Zygocircus cimelium,Rhopalocanium ornatum,Theocyrtis careotuberosa n. sp.,Dorcadospyris ombros n. sp.,Tristylospyris triceros,Theocotyllissa ficus,Dorcadospyris anastasis n. sp.,Dictyophimus craticula,Calocyclas turris,Podocyrtis goetheana,Podocyrtis chalara,Botryocella sp. gr.,Podocyrtis apeza,Thyrsocyrtis krooni,Dictyoprora pirum,Lithochytris vespertilio,Dictyoprora armadillo,Sethochytris triconiscus,Lithocyclia aristotelis gr.,Podocyrtis mitra,Lophocyrtis biaurita,Podocyrtis trachodes,Artophormis barbadensis,Podocyrtis ampla,Zealithapium mitra,Zealithapium anoectum,Cryptocarpium ornatum,Eusyringium lagena,Podocyrtis fasciolata,Zealithapium plegmacantha,Podocyrtis sinuosa,Dictyoprora mongolfieri,Podocyrtis diamesa,Podocyrtis phyxis,Spongatractus balbis,Eusyringium fistuligerum,Thyrsocyrtis tensa,Theocotyle venezuelensis,Theocotyle conica,Lamptonium fab. constrictum,Lamptonium fab. fabaeforme,Theocotyle cryptocephala,Periphaena tripyramis triangula,Thyrsocyrtis robusta,Thyrsocyrtis hirsuta,Lamptonium fab. chaunothorax,Periphaena delta,Theocorys anaclasta,Calocycloma castum,Thyrsocyrtis triacantha,Comments,File data
320-U1333C-16H-CC-PAL-RADS,320,U1333,C,16,16-CC,H,CC,PAL,RADS,0,0,132.08,132.08,RP16,A,G,,R,R,R,,,,,,R,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,F,,,R,R,,,,,,,,,,,,,,F,,
320-U1333C-17H-CC-PAL-RADS,320,U1333,C,17,17-CC,H,CC,PAL,RADS,0,0,141.06,141.06,RP16,A,G,,,R,R,,,,,,R,,,,,R,R,,,,,R,,,,R,,,,,,R,,,,,,,,,,R,,,,,F,,,R,R,,,,,,,,,,,,,,F,,
320-U1333C-18H-CC-PAL-RADS,320,U1333,C,18,18-CC,H,CC,PAL,RADS,0,0,150.76,150.76,RP15,A,G,,,R,R,,,,,,R,,,,,R,R,,,,,,,,-,R,,R,,,,,R,,,,,,,,,R,,,,,R,,,R,R,,,,,,,,,,,,,,F,,
320-U1333C-19H-CC-PAL-RADS,320,U1333,C,19,19-CC,H,CC,PAL,RADS,0,0,155.09,155.09,RP14,A,G,,R,R,R,,,,,,R,vR,,,,R,R,,,,,,,,,vR,,,,,,,R,,R,,-,,,,,R,-,,,,R,,,R,R,,,,,,,,,,,,,,F,,
320-U1333C-20H-CC-PAL-RADS,320,U1333,C,20,20-CC,H,CC,PAL,RADS,0,0,163.19,163.19,RP14,A,G,,,R,R,,,,,,R,,,,,,,,,,,,,,,-,,,,,,,-,,R,,R,,,,,-,R,,,,R,,,R,R,,,,,,,,,,,,,,R,,
