leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
22,212,,5,1,71.0,72.0,60.00,60.72, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOA0486,Globorotalia scitula,RARE,  ,1,0c5723711a92e4580b60f8b18ade4603,22-212-5-1
22,212,,5,1,71.0,72.0,60.00,60.72, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FORBU0040,Orbulina universa,RARE,  ,1,0d1033fec130ba834acdb8f440aa7261,22-212-5-1
22,212,,7,1,60.0,62.0,107.50,108.11, 1,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,32ee33cb0b760f6b6507c41319993f3f,22-212-7-1
22,212,,10,1,68.0,70.0,164.50,165.19, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,60edbf9b65f0fb664ff109961f267de9,22-212-10-1
22,212,,10,1,68.0,70.0,164.50,165.19, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FSPHE0050,Sphaeroidinellopsis seminulina,RARE,  ,1,89c92db61505ab98725ce469d2a1dd58,22-212-10-1
22,212,,10,2,80.0,82.0,164.50,166.81, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,b60b1925d4110c26a5214754ecc0979f,22-212-10-2
22,212,,10,2,80.0,82.0,164.50,166.81, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0108,Globorotalia continuosa,RARE,  ,1,8704bb74d658cd8b1da57f89d0d693a8,22-212-10-2
22,212,,10,2,80.0,82.0,164.50,166.81, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,b371a4224f7e2ccb2f9778ceaafa3221,22-212-10-2
22,212,,10,2,80.0,82.0,164.50,166.81, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,1411bd399757be6a9c200db8019a6d61,22-212-10-2
22,212,,10,2,80.0,82.0,164.50,166.81, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FSPHE0050,Sphaeroidinellopsis seminulina,RARE,  ,1,d5f9b7dfedf26286f6d7e6faf623c526,22-212-10-2
22,212,,10,3,88.0,90.0,164.50,168.39, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,580a18c4b6b46b19fb5d75bed6b02ba9,22-212-10-3
22,212,,10,3,88.0,90.0,164.50,168.39, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0108,Globorotalia continuosa,RARE,  ,1,b5f8524aca6f58b0171f2e36c19afe68,22-212-10-3
22,212,,10,3,88.0,90.0,164.50,168.39, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,77570e42f9ed356a6ad60f63d5fc44cb,22-212-10-3
22,212,,10,3,88.0,90.0,164.50,168.39, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,e823292836d4d271c447e96712ce18a8,22-212-10-3
22,212,,10,3,88.0,90.0,164.50,168.39, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FSPHE0050,Sphaeroidinellopsis seminulina,RARE,  ,1,e01a5805f39bc157ff2dc4ee3dd63b74,22-212-10-3
22,212,,10,4,90.0,92.0,164.50,169.91, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,85a351c96edd10a987864600c7ebb4cf,22-212-10-4
22,212,,10,4,90.0,92.0,164.50,169.91, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0108,Globorotalia continuosa,RARE,  ,1,b86287aa43eb4a7689d006ea5746f24f,22-212-10-4
22,212,,10,4,90.0,92.0,164.50,169.91, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOG0470,Globigerina nepenthes,RARE,  ,1,ba768cf32b978c72e02d5a5be5790dac,22-212-10-4
22,212,,10,4,90.0,92.0,164.50,169.91, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,7d4b88068f1dba7347926665c747b755,22-212-10-4
22,212,,10,5,48.0,50.0,164.50,170.99, 3,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOG0470,Globigerina nepenthes,RARE,  ,1,f58c859f7a3f6027a1b4046e6d8b49cc,22-212-10-5
22,212,,10,5,48.0,50.0,164.50,170.99, 3,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,8cbe4f99e6b166aefb73fe781d9243e8,22-212-10-5
22,212,,10,5,48.0,50.0,164.50,170.99, 3,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,9036490b01ab4f5076ad62d87b31fb1a,22-212-10-5
22,212,,10,6,48.0,48.0,164.50,172.48, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,ff3b9959c51fe4730fe0862b35e21a03,22-212-10-6
22,212,,10,6,48.0,48.0,164.50,172.48, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,237416f88490c6d1abe4c101bb9b53cf,22-212-10-6
22,212,,10,6,48.0,48.0,164.50,172.48, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,8001cbb7a8d6474a04c72d5670b25cc3,22-212-10-6
22,212,,10,6,48.0,48.0,164.50,172.48, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FORBU0040,Orbulina universa,RARE,  ,1,14e1e5b5344d0027a4757f6c294c2479,22-212-10-6
22,212,,10,6,48.0,48.0,164.50,172.48, 5,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FSPHE0090,Sphaeroidinellopsis subdehiscens,RARE,  ,1,b52c0db638a8712663701b2a8a80f9f9,22-212-10-6
22,212,,11,2,80.0,82.0,193.00,195.31, 1,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FSPHE0090,Sphaeroidinellopsis subdehiscens,RARE,  ,1,4f841c62f211dbbd5ffd5a09d9e75b3f,22-212-11-2
22,212,,11,3,80.0,82.0,193.00,196.81, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOA0104,Globorotalia conoidea,RARE,  ,1,a934eac951742da7c6184de5551ca1dd,22-212-11-3
22,212,,11,3,80.0,82.0,193.00,196.81, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,0d543976554ab64459e0946c21082e41,22-212-11-3
22,212,,11,4,80.0,82.0,193.00,198.31, 1,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,RARE,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,1%,  ,1,e8b5a3f32be6de6139701776c91089b3,22-212-11-4
22,212,,12,2,86.0,88.0,221.50,223.87, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOA0418,Globorotalia praemenardi,RARE,  ,1,9140c2fedffb1793376497c2e7a7c327,22-212-12-2
22,212,,12,2,86.0,88.0,221.50,223.87, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOG0105,Globigerina bulloides,RARE,  ,1,cbd7f9dc0ab986290416fb32d052f0fb,22-212-12-2
22,212,,12,2,86.0,88.0,221.50,223.87, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,b35f2a80dde5f8c74350be3ac5f81a7b,22-212-12-2
22,212,,12,2,86.0,88.0,221.50,223.87, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,FEW,  ,1,544b9b3a92757d1df494ae63b4c17f05,22-212-12-2
22,212,,12,3,74.0,76.0,221.50,225.25, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,RARE,  ,1,ac502e1e950d9fb5cf42087c52db2c9b,22-212-12-3
22,212,,12,3,74.0,76.0,221.50,225.25, 2,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,638,FORBU0040,Orbulina universa,RARE,  ,1,505a6881582ad349c826f3d19849287e,22-212-12-3
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOA0386,Globorotalia peripheroronda,RARE,  ,1,e879c17e06240497dcd13c9d97ad3176,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOD0310,Globigerinoides quadrilobatus,RARE,  ,1,9d7940b3d8931353b31188d8c9e8ad3d,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOD0500,Globigerinoides sicanus,RARE,  ,1,2b12548480b278b9b5116fb70a99a281,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOG0045,Globigerina apertura,RARE,  ,1,4143f41287e1e801ea6617ad85717a57,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOG0230,Globigerina druryi,RARE,  ,1,33697d82e97a6a3c9e1f73c2dd7e4bab,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOG0470,Globigerina nepenthes,RARE,  ,1,16c93113bd0600410e91e891d26e2990,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FGLOT0100,Globigerinita glutinata,FEW,  ,1,5a42d7b3483d545e62e81697d2281c2a,22-212-12-4
22,212,,12,4,77.0,79.0,221.50,226.78, 8,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,COMMON,,,,NO AGE GIVEN,638,FORBU0040,Orbulina universa,RARE,  ,1,dcbf6306196f8abbeb47f5a998fbe5b7,22-212-12-4
22,212,,12,5,87.0,90.0,221.50,228.39, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,639,FGLOA0386,Globorotalia peripheroronda,RARE,  ,1,42abbad37891c1066600f0cfc0ef842f,22-212-12-5
22,212,,12,5,87.0,90.0,221.50,228.39, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,639,FGLOG0105,Globigerina bulloides,RARE,  ,1,01ef871af85820181a60ef2b4c69f8d4,22-212-12-5
22,212,,12,5,87.0,90.0,221.50,228.39, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,639,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,3de7fdd9fcb7176f115e0df0fe164128,22-212-12-5
22,212,,12,5,87.0,90.0,221.50,228.39, 4,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,FEW,,,,NO AGE GIVEN,639,FGLOT0100,Globigerinita glutinata,RARE,  ,1,0f3aaa85b60c6cfe7277440bd8a2bfc8,22-212-12-5
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0108,Globorotalia continuosa,COMMON,  ,1,d8fd584ee547991a3ed06f3a99d7e4b9,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0386,Globorotalia peripheroronda,FEW,  ,1,130b07caf80ec0cb30496041f9071344,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0424,Globorotalia praescitula,FEW,  ,1,c968e259135b3a41a0ed5a3a564108c6,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0045,Globigerina apertura,RARE,  ,1,17a322ff9ba785734ff28d1205982764,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0105,Globigerina bulloides,RARE,  ,1,96d38071dec92a13503441c65f963836,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOT0100,Globigerinita glutinata,PRESENT,  ,1,2140e8650946de6408eb5354372dfb73,22-212-13-2
22,212,,13,2,67.0,70.0,250.00,252.18, 7,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FORBU0030,Orbulina suturalis,RARE,  ,1,8cd1c7f929b932a9f63b63c3732121c7,22-212-13-2
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0104,Globorotalia conoidea,COMMON,  ,1,a7caf3900c55dd7d30cb7f83396c7314,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0108,Globorotalia continuosa,RARE,  ,1,65e36c13e099828366a09619ab2c5d6c,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0386,Globorotalia peripheroronda,FEW,  ,1,cdbc758d8c0bed091f552506c1f0cb4e,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0424,Globorotalia praescitula,FEW,  ,1,ee2e8396c62cf9ada74c4bedac910e48,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0498,Globorotalia siakensis,RARE,  ,1,f975cb771030fe18d066ff9d8dc105c7,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOD0590,Globigerinoides trilobus,COMMON,  ,1,6066f45d281395bf45d466110789ea78,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0045,Globigerina apertura,RARE,  ,1,56ce8b330dc78748d527b2d34304df4d,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0230,Globigerina druryi,RARE,  ,1,c5c4f40778581c219270e9c5db396843,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOQ0130,Globoquadrina dehiscens,RARE,  ,1,d6568fb4eb97d9f5f05d54f3f6fa287a,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOT0100,Globigerinita glutinata,DOMINANT,  ,1,e9687c7043272568470b3ea75c65b14c,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FORBU0030,Orbulina suturalis,COMMON,  ,2,be8dc55e54853262ed7f792129fede39,22-212-13-3
22,212,,13,3,77.0,79.0,250.00,253.78,12,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FSPHE0050,Sphaeroidinellopsis seminulina,RARE,  ,2,6bf066c61897256ce7b3786e4d7beb84,22-212-13-3
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0104,Globorotalia conoidea,COMMON,  ,1,67ba8a52da96f448f5a4eee123534bfc,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0386,Globorotalia peripheroronda,RARE,  ,1,864c5566ae51290c1dd7364563bf24ee,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0424,Globorotalia praescitula,RARE,  ,1,628af862021bfd1ef71e22d71b20ac97,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOA0498,Globorotalia siakensis,ABUNDANT,  ,1,083f2d9d137115869d158214bf71b654,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOD0590,Globigerinoides trilobus,ABUNDANT,  ,1,466b798dd7fe504e63b74875894cde6a,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0045,Globigerina apertura,COMMON,  ,1,1b01c8a4f922c71b1bc698f26fc41a40,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOG0230,Globigerina druryi,RARE,  ,1,81a0a1af338ff37834b493817988ee0a,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOQ0130,Globoquadrina dehiscens,FEW,  ,1,efc47b9079df12751c1d9c9388af35bb,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FGLOT0100,Globigerinita glutinata,DOMINANT,  ,1,d7d106c7a75d0f1df3f5022dee6f6519,22-212-13-4
22,212,,13,4,80.0,82.0,250.00,255.31,10,"BERGGREN,W.;LOHMANN,G.",02/1974,22,PLANKTONIC FORAMINIFERA,ABUNDANT,,,,NO AGE GIVEN,639,FORBU0030,Orbulina suturalis,ABUNDANT,  ,1,13fbb626dc87cdb5851659c8602bd42f,22-212-13-4
