leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
70,507,H,1,1,0.0,7.0,0.00,0.00,0.07,, FORAM-NANNO OOZE, GRAYISH BROWN,, GREATLY DISTURBED,  *,,,, SOUPY,,b1681a75802872e7c6d8882eb31f80d7
70,507,H,1,1,8.0,140.0,0.00,0.08,1.40,, NANNO-FORAM OOZE," GREENISH GRAY,OLIVE GRAY"," MOTTLING,BURROWS,BEDDING",,  *,,,, SOUPY,,c3058cb917e0edc38c7f0c9d6f1a97b5
70,507,H,1,2,0.0,141.0,0.00,1.50,2.91,, NANNO-FORAM OOZE," GREENISH GRAY,OLIVE GRAY", MOTTLING, SLIGHTLY DISTURBED,  *,,,, SOFT,,b3313d33c1975404f30df3622cbc07be
70,507,H,2,1,0.0,140.0,3.50,3.50,4.90,, NANNO-FORAM OOZE," GREENISH GRAY,OLIVE GRAY"," MOTTLING,BURROWS",,  *,,,, SOFT,,4a9dc22fc1d06d71ad69bd3741e52d6c
70,507,H,2,2,0.0,139.0,3.50,5.00,6.39,, NANNO OOZE," GREENISH GRAY,BLUISH GRAY"," BEDDING,BURROWS,MOTTLING",, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,75aee97962651bf4eb3c2f8c4a45f3f9
70,507,H,2,3,0.0,140.0,3.50,6.50,7.90,, NANNO FORAM OOZE," GREENISH GRAY,OLIVE"," MOTTLING,BURROWS",,  *,,,, SOFT,,282168fa6dbebd4f75ceb27f7daced88
70,507,H,2,CC,0.0,15.0,3.50,8.08,8.13,, NANNO OOZE, GREENISH GRAY, SLI U  *,,,,,, SOFT,,a02470c49e4832d9fba415a824ae3438
70,507,H,3,1,0.0,140.0,7.90,7.90,9.30,, FORAM-NANNO OOZE, GREENISH GRAY," MOTTLING,BURROWS",,  *,,,, SOFT,,8eb545fdd513ea8e7c46497f0edb0b79
70,507,H,3,2,10.0,140.0,7.90,9.50,10.80,, FORAM-NANNO OOZE," OLIVE GRAY,GREENISH GRAY,BLUISH GRAY", BURROWS,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,a2cd2ed21f3dc19962ab9d8c18aba9a6
70,507,H,3,CC,0.0,15.0,7.90,12.47,12.52,, FORAM-NANNO OOZE, GREENISH GRAY,, MODERATELY DISTURBED,  *,,,, SOFT,,9dffeaa9fa894b496ab2ba80772fdd34
70,507,H,4,1,0.0,140.0,12.30,12.30,13.70,, FORAM-NANNO OOZE, GREENISH GRAY," MOTTLING,BURROWS",,  *,,,, SOFT,,2360751d35dfabd9fb9e3b26d0f9ab16
70,507,H,4,2,0.0,140.0,12.30,13.80,15.20,, FORAM-NANNO OOZE, GREENISH GRAY, BURROWS,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,6ff3139893685ffe9406fc63b13a598a
70,507,H,4,3,0.0,139.0,12.30,15.30,16.69,, NANNO OOZE," GREENISH GRAY,OLIV GRAY"," BURROWS,BANDING",, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,ab9e5afa1368285c65370aeec60cfa58
70,507,H,4,CC,0.0,15.0,12.30,16.90,16.95,, NANNO OOZE, GREENISH GRAY,,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,658c45318396b42d7057293e203ce98b
70,507,H,5,1,0.0,140.0,16.70,16.70,18.10,, NANNO OOZE," GREENISH GRAY,BLUISH GRAY"," MOTTLING,BURROWS", GREATLY DISTURBED, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,f2c610d42c66de10339f5c80fd5cf0e7
70,507,H,5,2,0.0,138.0,16.70,18.20,19.58,, NANNO OOZE, GREENISH GRAY," BANDING,BURROWS",,  *, VOLCANIC ASH,,, SOFT,,2bc5acd19af6a842efc38fc7e50cb9ce
70,507,H,5,3,0.0,13.0,16.70,19.70,19.83,, NANNO OOZE, OLIVE GRAY," MOTTLING,BURROWS",,  *,,,, SOFT,,05e141591d2007d6f425c0195bb5d363
70,507,H,5,3,14.0,84.0,16.70,19.84,20.54,, CLAY AND ASH, GREENISH GRAY, MOTTLING,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,7a3f18c8729db547c0fa1d60ccc4c033
70,507,H,5,3,85.0,120.0,16.70,20.55,20.90,, NANNO OOZE, OLIVE GRAY," MOTTLING,BURROWS",,  *,,,, SOFT,,f479988b6eb3c989ae9dfba306daf1da
70,507,H,5,3,121.0,140.0,16.70,20.91,21.10,, CLAY AND ASH, GREENISH GRAY, MOTTLING,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,831992d8497837266b063e708aa4344d
70,507,H,5,CC,0.0,19.0,16.70,21.30,21.39,, NANNO OOZE, GREENISH GRAY,,, VOLCANOGENIC DEPOSITS*, VOLCANIC ASH,,, SOFT,,4890336f8e14706a68d89b2d8960d682
70,507,H,6,1,0.0,110.0,21.10,21.10,22.20,, PELAGIC OOZE," GREENISH GRAY,BLUE GREEN,GRAYISH BLACK,OLIVE GRAY, GRAY"," LAMINAE,MOTTLING,BURROWS",,  *,,,, SOFT,,814043443e5605be76ee42b216779dea
70,507,H,6,2,0.0,140.0,21.10,22.60,24.00,, PELAGIC OOZE," GREENISH GRAY,BLUE GREEN,GRAYISH BLACK,OLIVE GRAY, GRAY"," BEDDING,BURROWS,MOTTLING",, VOLCANOGENIC DEPOSITS*," VOLCANIC GLASS, VOLCANIC ASH",,, SOFT,,8823efab7b3fcb82d54b5e1574c37223
70,507,H,6,3,0.0,132.0,21.10,24.10,25.42,, PELAGIC OOZE," BLUE GREEN,GRAYISH BLACK,OLIVE GRAY,GRAY", BURROWS,,  *,,,, SOFT,,184950e468684b9e46f2d00c5e3ec981
70,507,H,7,1,0.0,139.0,25.50,25.50,26.89,, NANNO OOZE," GREENISH GRAY,GREEN,GRAYISH BLACK,OLIVE GRAY",,,  *,,,, SOFT,,148151f71bef012a4da473024c946b5c
70,507,H,7,2,0.0,138.0,25.50,27.00,28.38,, NANNO OOZE," GREENISH GRAY,GREEN,GRAYISH BLACK,GRAY", BURROWS,,  *,,,, SOFT,,9b3dfffba817619103dd75196b401281
70,507,H,7,3,0.0,127.0,25.50,28.50,29.77,, PELAGIC OOZE," GREENISH GRAY,BLUISH GREEN,GRAYISH BLACK,OLIVE GRAY,GRAY", BURROWS,, VOLCANOGENIC DEPOSITS (?)*, VOLCANIC GLASS(?),,, SOFT,,cf93db0e24b69a217b755e13b33f63b3
70,507,H,8,1,0.0,150.0,29.90,29.90,31.40,, PELAGIC OOZE," GREENISH GRAY,BLUE GREEN,GRAYISH BLACK,OLIVE GRAY,GRAY"," BEDDING,BURROWS,LAMINAE",, VOLCANOGENIC DEPOSITS*, VOLCANIC GLASS,,, SOFT,,c4198520111d26da624ece7b148742d9
70,507,H,8,2,0.0,150.0,29.90,31.40,32.90,, NANNO OOZE," GREENISH GRAY,BLUE GREEN,GRAYISH BLACK,OLIVE GRAY,GRAY"," LAMINAE,BURROWS",,  *,,,, SOFT,,d683ebc098b95b9b5594f0ce83ef2f8b
