Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys wolffii,Lithopera thornburgi,Lithopera renzae,Diartus petterssoni,Cyrtocapsella japonica,Cyrtocapsella cornuta,Carpocanopsis cristata,Botryostrobus miralestensis,Stichocorys delmontensis,Siphostichartus corona,Phormostichoartus doliolum,Diartus hughesi,Calocycletta caepa,Stichocorys johnsoni,Solenosphaera omnitubus omnitubus,Didymocyrtis penultima,Stichocorys peregrina,Lychnodictyum audax,Theocorythium vetulum,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus fistula,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Theocalyptra davisiana,Anthocyrtidium angulare,Pterocorys minythorax,Lamprocyrtis nigriniae,Theocorythium trachelium trachelium,Collosphaera tuberosa,Comment
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 846,B, 10,H, 3, 115.00,     87.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,F                    ,R                     ,R                ,R                     ,                         ,R                          ,-                       ,                         ,R                      ,R                    ,R                     ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 846,B, 10,H, 5, 113.00,     90.1300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,F                    ,R                     ,-                ,R                     ,                         ,R                          ,-                       ,                         ,R                      ,R                    ,R                     ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 846,B, 10,H,CC,  26.00,     93.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,-                    ,                   ,F                    ,R                     ,-                ,R                     ,                         ,R                          ,R                       ,                         ,R                      ,R                    ,R                     ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 11,H, 3, 114.00,     96.6400,Moore    ,Radiolarians                                 ,C/A            ,P                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,R                    ,                   ,F                    ,R                     ,-                ,-                     ,                         ,-                          ,-                       ,                         ,R                      ,R                    ,-                     ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 11,H, 4,  30.00,     97.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,R                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,R                          ,-                       ,                         ,R                      ,R                    ,-                     ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Few; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 11,H, 5, 111.00,     99.6100,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,F                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,R                          ,-                       ,                         ,R                      ,R                    ,-                     ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 11,H,CC,   7.00,    102.2300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,R                          ,R                       ,                         ,F                      ,R                    ,-                     ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 12,H, 3, 110.00,    106.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,R                          ,-                       ,                         ,F                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 12,H, 5, 110.00,    109.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,-                        ,F                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 12,H,CC,  28.00,    111.7700,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,-                        ,F                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H, 2, 100.00,    114.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,                         ,-                          ,R                       ,R                        ,R                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Common; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H, 3, 115.00,    115.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,-                ,R                     ,                         ,R                          ,R                       ,-                        ,R                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H, 4, 100.00,    117.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,R                        ,R                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Few; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H, 5, 115.00,    118.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,F                    ,                   ,R                    ,R                     ,R                ,R                     ,                         ,R                          ,-                       ,R                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H, 6, 100.00,    120.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,R                        ,F                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Common; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 13,H,CC,  33.00,    121.6200,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,-                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 14,H, 3, 115.00,    125.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,                         ,-                          ,-                       ,-                        ,R                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 14,H, 5, 115.00,    128.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,-                        ,R                          ,-                       ,-                        ,R                      ,R                    ,                      ,                       ,                     ,                      ,                                   ,                     ,uncertain identity of L. neoheteroporos; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 14,H,CC,  31.00,    130.7400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,-                        ,-                          ,-                       ,R                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 15,H, 3, 115.00,    134.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,F                    ,R                     ,R                ,R                     ,-                        ,R                          ,-                       ,R                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,uncertain identity of L. neoheteroporos; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 15,H, 4, 100.00,    136.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,                   ,R                    ,R                     ,R                ,R                     ,-                        ,-                          ,-                       ,R                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 846,B, 15,H, 5, 115.00,    137.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,-                  ,R                    ,R                     ,R                ,R                     ,R                        ,-                          ,R                       ,R                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P doliolum(RN10M95,              ,138, 846,B, 15,H,CC,  27.00,    140.5900,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,C                    ,R                  ,R                    ,R                     ,-                ,R                     ,-                        ,-                          ,R                       ,F                        ,R                      ,-                    ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 16,H, 2,  10.00,    141.6000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,-                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 16,H, 3, 115.00,    144.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,-                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 16,H, 4, 100.00,    145.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,-                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,-                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 16,H, 5, 115.00,    147.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 16,H,CC,  21.00,    149.7900,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 17,H, 3, 115.00,    153.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,-                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 17,H, 5, 115.00,    156.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 17,H,CC,  26.00,    159.6200,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 18,H, 1, 130.00,    160.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 18,H, 2, 130.00,    161.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,-                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 18,H, 3, 115.00,    163.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 18,H, 5, 115.00,    166.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 18,H,CC,  30.00,    169.1400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 19,H, 3, 115.00,    172.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 19,H, 5, 115.00,    175.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 19,H,CC,  22.00,    178.6100,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 20,H, 3, 115.00,    182.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 20,H, 5, 115.00,    185.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,                                 ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 20,H,CC,  16.00,    187.8200,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,-                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 21,H, 1, 100.00,    188.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,                      ,R                         ,               ,                  ,                    ,R                                ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 21,H, 2, 100.00,    190.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,-                     ,R                         ,               ,                  ,                    ,R                                ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
