Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
120, 747,B,Post Moratorium          ,       0.100,    0.620000,LO; A. ingens
,,,,,,
120, 747,B,Post Moratorium          ,       0.500,    0.650000,LO; A. elliptiporus
,,,,,,
120, 747,B,Post Moratorium          ,       2.435,    1.250000,LO; N. barronii
,,,,,,
120, 747,B,Post Moratorium          ,       2.575,    1.850000,FO; T. antarctica
,,,,,,
120, 747,B,Post Moratorium          ,       2.576,    2.500000,FO; C. davisiana
,,,,,,
120, 747,B,Post Moratorium          ,       2.900,    1.880000,LO; T. kolbei
,,,,,,
120, 747,B,Post Moratorium          ,       2.910,    2.220000,LO; T. vulnifica
,,,,,,
120, 747,B,Post Moratorium          ,       2.920,    2.500000,LO; T. inura
,,,,,,
120, 747,B,Post Moratorium          ,       2.930,    2.400000,LO; R. diploneides
,,,,,,
120, 747,B,Post Moratorium          ,       2.940,    2.600000,LO; N. interfrigidaria
,,,,,,
120, 747,B,Post Moratorium          ,       3.215,    2.900000,FO; N. kerguelensis
,,,,,,
120, 747,B,Post Moratorium          ,       3.250,    2.470000,Chron  TC2A
,,,,,,
120, 747,B,Post Moratorium          ,       3.435,    2.900000,LO; T. complicata
,,,,,,
120, 747,B,Post Moratorium          ,       3.436,    2.900000,LO; N. weaveri
,,,,,,
120, 747,B,Post Moratorium          ,       3.840,    1.730000,LO; C. pliocenica
,,,,,,
120, 747,B,Post Moratorium          ,       3.850,    1.850000,LO; E. calvertense
,,,,,,
120, 747,B,Post Moratorium          ,       3.860,    2.320000,LO; H. vema
,,,,,,
120, 747,B,Post Moratorium          ,       3.870,    2.340000,LO; D. spongiosa
,,,,,,
120, 747,B,Post Moratorium          ,       4.300,    3.000000,FO; A. actinochilus
,,,,,,
120, 747,B,Post Moratorium          ,       4.310,    3.100000,FO; T. vulnifica
,,,,,,
120, 747,B,Post Moratorium          ,       6.600,    3.300000,LO; N.praeinterfrigidaria
,,,,,,
120, 747,B,Post Moratorium          ,       6.950,    3.400000,Chron  BC2A
,,,,,,
120, 747,B,Post Moratorium          ,       7.300,    3.500000,LO; L. coronata
,,,,,,
120, 747,B,Post Moratorium          ,       7.750,    3.500000,LO; N. wisei
,,,,,,
120, 747,B,Post Moratorium          ,       7.790,    3.800000,LO; R. gelida
,,,,,,
120, 747,B,Post Moratorium          ,       8.200,    3.600000,FO; N. interfrigidaria
,,,,,,
120, 747,B,Post Moratorium          ,       8.210,    3.600000,FO; R. diploneides
,,,,,,
120, 747,B,Post Moratorium          ,       8.825,    3.700000,LO; P. titan
,,,,,,
120, 747,B,Post Moratorium          ,       9.200,    3.800000,FO; N. wisei
,,,,,,
120, 747,B,Post Moratorium          ,       9.740,    3.900000,FO; T. kolberi
,,,,,,
120, 747,B,Post Moratorium          ,       9.741,    3.900000,LO; R. heteropolara var. A
,,,,,,
120, 747,B,Post Moratorium          ,       9.742,    3.900000,FO; R. heteropolara
,,,,,,
120, 747,B,Post Moratorium          ,       9.985,    3.900000,FO; T. lentiginosa
,,,,,,
120, 747,B,Post Moratorium          ,      10.155,    4.100000,FO; N. barronii
,,,,,,
