leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
43,387,,QUATERNARY,,31.8,41.3,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
43,387,,MIDDLE OLIGOCENE,LOWER OLIGOCENE,98.4,108.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   29, 37.5,33.25,DSDP INITIAL REPORTS
43,387,,UPPER EOCENE,,136.6,146.1,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
43,387,,MIDDLE EOCENE,,146.1,260.1,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
43,387,,MIDDLE EOCENE,LOWER EOCENE,260.1,279.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
43,387,,LOWER EOCENE,,288.7,383.8,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
43,387,,LOWER PALEOCENE,,393.3,421.7,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
43,387,,UPPER CRETACEOUS,,443.8,517.1,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
43,387,,UPPER CRETACEOUS,LOWER CRETACEOUS,517.1,536.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,  135,  100,DSDP INITIAL REPORTS
43,387,,LOWER CRETACEOUS,,536.2,791.9,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
