Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trochamminoides grzybowskii	Skolithos taxa	Recurvoidella lamella	Haplophragmoides walteri	Haplophragmoides sp. 2	Haplophragmoides suborbicularis	Bathysiphon  annulatus	Nothia latissima	Karrerulina conversa	Bathysiphon sp. 1	Haplophragmoides porrectus	Nothia excelsa	Ammodiscus tenuissima	Spiroplectammina spectabilis	Saccammina placenta	Rhabdammina sp.	Hyperammina elongata	Trochamminopsis sp.	Nothia robusta	Reticulophragmium sp.	Reophax difflugiformis	Cribrostomoides sp.	Nubecularia lucifuga	Trochammina deformis	Ammolagena clavata	Rhabdammina abyssorum	Paratrochamminoides heteromorphus	Bathysiphon capillaris	Recurvoides sp. 1	Hyperammina rugosa	Reophax nodulosa	Cribrostomoides subglobosus	Rhizammina? indivisa	Psammosphaera fusca	Haplophragmoides cf. kirki	Reticulophragmium amplectens	Haplophragmoides horridus	Conotrochammina sp.	Ammodiscus incertus	Haplophragmoides sp. 1	Paratrochammina challengeri	Reophax elongatus	Praecystammina sp.	Saccammina sphaerica	Bathysiphon filiformis	Comment

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 4	   8.00	    600.3400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	R             	                     	                            	                   	               	R                   	                   	              	                     	                      	R                  	                    	                    	R                 	R                    	                                 	R                     	                 	R                 	F               	R                          	R                   	                   	                          	R                           	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 4	  61.00	    600.8700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	                      	                 	R                 	                	                           	                    	                   	                          	R                           	R                        	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 5	   8.00	    601.8400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	F                	                          	R             	                     	                            	                   	               	R                   	                   	              	F                    	                      	R                  	                    	                    	R                 	R                    	                                 	F                     	                 	F                 	                	R                          	R                   	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 5	  61.00	    602.3700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	R              	                    	                   	              	R                    	                      	                   	                    	                    	F                 	R                    	                                 	R                     	                 	R                 	R               	                           	F                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 6	   8.00	    603.3400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	C                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	R                   	                   	              	R                    	                      	                   	                    	                    	F                 	                     	                                 	R                     	                 	R                 	R               	                           	F                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 6	  61.00	    603.8700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	F                 	R                    	                                 	R                     	                 	                  	R               	R                          	                    	R                  	                          	                            	                         	                   	R                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	 6	 139.00	    604.6500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	R                          	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 38	R	CC	   0.00	    604.7600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	R                    	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	C                    	                      	                   	                    	                    	R                 	                     	                                 	R                     	                 	                  	                	C                          	F                   	R                  	                          	                            	                         	                   	F                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 1	  12.00	    606.5200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	                  	R                    	                                 	R                     	                 	                  	                	                           	R                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 1	  60.00	    607.0000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	R             	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	R               	                           	                    	F                  	R                         	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 2	  12.00	    608.0200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	R             	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 2	  60.00	    608.5000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	R             	                     	                      	                   	                    	                    	                  	R                    	                                 	R                     	R                	R                 	                	                           	                    	R                  	                          	                            	                         	                   	                   	R                     	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 3	  12.00	    609.5400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	F                    	                      	                   	                    	                    	                  	R                    	                                 	R                     	                 	                  	                	R                          	                    	                   	                          	                            	R                        	                   	R                  	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 3	  60.00	    610.0200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	F                 	F                    	                                 	                      	R                	F                 	                	                           	F                   	R                  	                          	                            	R                        	R                  	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 3	  80.00	    610.2200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	R             	                     	                            	                   	               	R                   	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	R                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 4	  12.00	    611.0400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 5	  60.00	    613.0200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	R                   	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	R                     	                 	                  	R               	                           	                    	                   	R                         	R                           	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	 6	  60.00	    614.5200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	R                     	                 	                  	                	                           	R                   	                   	                          	R                           	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 39	R	CC	   0.00	    615.4200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	R             	                     	                            	                   	R              	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	R                     	                 	F                 	                	F                          	F                   	R                  	                          	R                           	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 1	  11.00	    616.1100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	R                    	                        	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	R                 	F                    	                                 	R                     	                 	F                 	                	F                          	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 1	  60.00	    616.6000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	R               	                    	R                	                          	R             	                     	                            	                   	               	R                   	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	R                     	                 	C                 	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 2	  11.00	    617.6100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	F                 	                	F                          	                    	F                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 2	  58.00	    618.0800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 3	  11.00	    619.1100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 3	  58.00	    619.5800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	F                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	R                     	                 	F                 	                	F                          	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 4	  12.00	    620.6300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	C                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	R                   	                   	              	                     	                      	                   	                    	                    	R                 	F                    	                                 	R                     	                 	                  	                	R                          	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 4	  60.00	    621.1100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	A                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	R                     	                 	                  	                	R                          	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 5	  11.00	    622.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	F                	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	R                 	F                    	                                 	R                     	                 	                  	                	R                          	                    	                   	R                         	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 5	  57.00	    622.5800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	R                         	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	R                 	F                    	                                 	R                     	                 	                  	                	                           	R                   	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 6	  11.00	    623.6500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	F                    	                      	                   	                    	                    	R                 	R                    	                                 	F                     	R                	                  	R               	R                          	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 6	  57.00	    624.1100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	R                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 7	  11.00	    625.1500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 7	  60.00	    625.6400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	C                       	                      	                               	R                     	R               	R                   	                 	                          	              	                     	                            	R                  	               	R                   	                   	              	F                    	                      	                   	                    	                    	R                 	                     	                                 	R                     	                 	F                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 40	R	 7	  92.00	    625.9600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	R             	R                    	                      	                   	                    	                    	R                 	R                    	                                 	                      	                 	R                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 41	R	 1	  58.00	    626.2800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	R                              	                      	                	                    	                 	R                         	              	                     	                            	                   	               	                    	                   	              	C                    	                      	                   	                    	                    	                  	R                    	                                 	F                     	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 41	R	 2	  11.00	    626.5600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	low. R. abyssorum 	              	151	 913	B	 41	R	 2	  58.00	    627.0300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	C                              	R                     	                	                    	                 	                          	              	                     	                            	                   	R              	                    	                   	              	F                    	                      	                   	                    	                    	                  	C                    	                                 	                      	R                	R                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179
