taxon_name,taxon_group
Discoaster barbadiensis,nannofossils
Uvigerina mediterranea,benthic_forams
Fragilariopsis kerguelensis,diatoms
Trichotoxon reinboldii,diatoms
"Globanomalina chapmani (Parr, 1938)",planktic_forams
Aiora fenestrata,dinoflagellates
Zeaglobigerina apertura,planktic_forams
Globoconella sphericomiozea,planktic_forams
Vaginulinopsis zeacarinata,benthic_forams
Globigerina falconensis,planktic_forams
Neogloboquadrina dutertrei,planktic_forams
Globorotalia margaritae _T and B_ _PL3_,planktic_forams
Achnanthes sp.,diatoms
"Cassigerinelloita amekiensis Stolk, 1965",planktic_forams
Fragilariopsis donahuensis,diatoms
Theocotyle venezuelensis,radiolarians
Synedropsis sp. C,diatoms
Calcidiscus leptoporus,nannofossils
Cladococcus abietinus,radiolarians
Vaginulinopsis interrupta,benthic_forams
Selenopemphix thin-walled,dinoflagellates
Chiloguembelina subtriangularis,planktic_forams
Globorotalia lenguaensis,planktic_forams
Cavitatus jouseanus early form,diatoms
"Morozovella occlusa (Loeblich & Tappan), 1957",planktic_forams
"Hantkenina primitiva Cushman & Jarvis, 1929",planktic_forams
Kisseleviella tricoronata,diatoms
Hughesius gizoensis,nannofossils
Homotryblium tenuispinosum,dinoflagellates
Rhizosolenia hebetata f. hebetata,diatoms
"Globanomalina ovalis Haque, 1956",planktic_forams
Globorotalia juanai _B_,planktic_forams
Black phytoclasts,dinoflagellates
Martinottiella weymouthi,benthic_forams
Scyphosphaera cylindrica,nannofossils
Coccolithus miopelagicus,nannofossils
Roperia tesselata,diatoms
Globorotalia tosaensis _T and B_ _Pt1b,planktic_forams
Selenopemphix cf. armata,dinoflagellates
Lychnocanoma babylonis,radiolarians
Acarinina punctocarinata,planktic_forams
Elphidium hampdenense,benthic_forams
Turborotalita quinqueloba,planktic_forams
Rouxia constricta,diatoms
Cleistosphaeridium diversispinosum,dinoflagellates
Enneadocysta multicornuta,dinoflagellates
Fragilariopsis arcula,diatoms
Discoaster bellus,nannofossils
Globoquadrina dehiscens _B and T,planktic_forams
Plectofrondicularia whaingaroica,benthic_forams
Thalassiosira spp.,diatoms
Stictodiscus kittonianus,diatoms
"Acarinina collactea (Finlay, 1939)",planktic_forams
Zeuavigerina lodoensis,planktic_forams
Rhizosolenia fidicularis,diatoms
Globoconella miotumida (SIN),planktic_forams
Helicosphaera stalis,nannofossils
Diploneis spp.,diatoms
Anomalinoides globulosus,benthic_forams
Catapsydrax africanus,planktic_forams
Spiroloculina novozealandica,benthic_forams
Cerebrocysta waipawensis,dinoflagellates
"Igorina anapetes (Blow, 1979)",planktic_forams
Truncorotalia crassula,planktic_forams
Dentalina sp.,benthic_forams
"Subbotina patagonica Todd & Knicker, 1952",planktic_forams
Rhizosolenia spp.,diatoms
Guembelitrioides nuttalli,planktic_forams
Catinaster coalitus,nannofossils
Hovassebria ampulla,ebridians
Cerodinium spp. (pars.),dinoflagellates
Cryodinium spp.,dinoflagellates
Globorotalia crassaformis _B,planktic_forams
"Guembelitria cretacea Cushman, 1933",planktic_forams
"Subbotina jacksonensis (Bandy, 1949)",planktic_forams
Lenticulina foliata,benthic_forams
Bulimina marginata,benthic_forams
Sphaeroidinellopsis seminulina _T_ _PL4,planktic_forams
Micrantholithus attenuatus,nannofossils
Thalassiosira lentiginosa var. obovatus,diatoms
Wilsonidinium ornatum,dinoflagellates
Hystrichokolpoma cinctum,dinoflagellates
Actinocyclus spp.,diatoms
"""Globigerina"" ciperoensis _T",planktic_forams
Thalassiosira gravida,diatoms
Planulina renzi,benthic_forams
Impagidinium brown,dinoflagellates
Siphouvigerina sp.,benthic_forams
Acarinina strabocella,planktic_forams
Thalassiosira praefraga,diatoms
Planulina catilla,benthic_forams
Umbellosphaera tenuis,nannofossils
Reticulofenestra haqii,nannofossils
Lophocyrtis pegetrum,radiolarians
Bolivina subcompacta,benthic_forams
Dorcadospyris spinosa,radiolarians
Rouxia californica,diatoms
Lamptonium fab. constrictum,radiolarians
Selenopemphix nephroides,dinoflagellates
Rouxia heteropolara,diatoms
Thyrsocyrtis triacantha,radiolarians
Operculodinium spp. indet.,dinoflagellates
"Globigerina binaiensis (Koch, 1935)",planktic_forams
Lenticulina sp.,benthic_forams
Dorothia scabra,benthic_forams
Bulbobaculites problematicus,benthic_forams
Plectofrondicularia pellucida,benthic_forams
Rhizosolenia hebetata f. semispina,diatoms
Xanthiopyxis sp.,diatoms
Cleistosphaeridium ancyrea,dinoflagellates
Rocella vigilans var. A,diatoms
Bolivina robusta,benthic_forams
Damassadinium crassimuratum,dinoflagellates
Corscinospora arietina,benthic_forams
Theocorythium trachelium,radiolarians
Cavitatus jouseanus,diatoms
"Globorotaloides variabilis Bolli, 1957 p.117, pl.27, figs.15a-20c",planktic_forams
Morozovella acuta,planktic_forams
Deflandrea cygniformis,dinoflagellates
"Globigerinatheka barri Bronnimann, 1952 p.27, text-fig.3a-c",planktic_forams
Impagidinium maculatum,dinoflagellates
Globoconella miotumida (cf.),planktic_forams
Reticulofenestra asanoi,nannofossils
Hyperammina spp.,benthic_forams
Grammatophora spp.,diatoms
Cassigerinella chipolensis _T_,planktic_forams
"Globigerinatheka korotkovi (Keller, 1946)",planktic_forams
Globoturborotalita tenella,planktic_forams
Cribrorotalia ornatissima,benthic_forams
"Acarinina alticonica (Fleisher, 1974)",planktic_forams
Globorotalia tosaensis _T and B_ _Pt1b_,planktic_forams
Coscinodiscus radiatus,diatoms
"Turborotalita praequinqueloba Hemleben and Olsson, 2006",planktic_forams
Subbotina angiporoides,planktic_forams
"Globigerina ciperoensis angulisuturalis (Bolli, 1957)",planktic_forams
Anthocyrtidium pliocenica,radiolarians
Selenopemphix armata,dinoflagellates
"Globigerina ciperoensis ciperoensis Bolli, 1954",planktic_forams
Moria zachosii,dinoflagellates
Impagidinium sphaericum,dinoflagellates
"Globigerinatheka semiinvoluta (Keijzer), 1945",planktic_forams
Globanomalina chapmani,planktic_forams
Globoturborotalita rubescens,planktic_forams
Morozovelloides bandyi,planktic_forams
"Subbotina angiporoides (Hornibrook), 1965 p 834-838 figs 1-2 as Globigerina; Jenkins, 1971",planktic_forams
Bogorovia veniamini,diatoms
Lophocyrtis milowi,radiolarians
Hemiaulus subacutus,diatoms
Hedbergella holmdelensis,planktic_forams
Pedinocyclus larvalis,nannofossils
Hirsutella ichinosekiensis,planktic_forams
Discoaster musicus,nannofossils
Stichocorys delmontensis,radiolarians
Manumiella spp.,dinoflagellates
Phthanoperidinium Big cf. Cryodinium,dinoflagellates
Morozovella marginodentata,planktic_forams
Chiloguembelina midwayensis,planktic_forams
Phormostichoartus fistula,radiolarians
"Praemurica inconstans (Subbotina, 1953)",planktic_forams
Pyrgo lucernula,benthic_forams
Globigerinatheka subconglobata,planktic_forams
"Hantkenina singanoae Pearson and Coxall, 2006",planktic_forams
Bogorovia gombosii,diatoms
Textularia pseudogramen,benthic_forams
Shionodiscus tetraoestrupii var. reimeri,diatoms
Hirsutella hirsuta (DEX),planktic_forams
"Acarinina strabocella (Loeblich & Tappan, 1957)",planktic_forams
Pseudotriceratium radiosoreticulatum,diatoms
"Tenuitella praegemma (Li, 1987)",planktic_forams
Haynesina depressula,benthic_forams
"Subbotina hagni (Gohrbandt, 1967)",planktic_forams
Hughesius tasmaniae,nannofossils
Chiropteridium spp.,dinoflagellates
Euuvigerina miozea (group) >100 m,benthic_forams
Thalassiosira elliptipora,diatoms
Fohsella robusta _B_ _M9b,planktic_forams
Hantkenina mexicana,planktic_forams
Truncorotalia crassaconica     (cf.),planktic_forams
Thalassiosira antarctica,diatoms
Globoconella conomiozea,planktic_forams
Wetzeliella astra,dinoflagellates
Denticulopsis  cf. katayamae,diatoms
Discoaster spp. (five-rayed),nannofossils
Vozzhennikovia stickleyae,dinoflagellates
Brigantedinium spp. regulate,dinoflagellates
"Globigerina praebulloides Blow, 1959 p.180-181, pl.8, figs.47a-c; pl.9, fig.48",planktic_forams
Sphaeroidina bulloides,benthic_forams
Gaudryina whangaia,benthic_forams
Triquetrorhabdulus extensus,nannofossils
Wetzeliella samlandica,dinoflagellates
Discoaster quinqueramus,nannofossils
Rhizosolenia antarctica,diatoms
Aulacoseira spp.,diatoms
Cibicides vortex,benthic_forams
Acarinina angulosa,planktic_forams
Dorcadospyris ateuchus,radiolarians
Morozovella crater,planktic_forams
Jenkinsina columbiana,planktic_forams
Uvigerina rodleyi,benthic_forams
Notorotalia kingmai,benthic_forams
Cymatosira palpebraforma,diatoms
"Streptochilus martini (Pipjers, 1933)",planktic_forams
Dextral:Sinistral _P. finalis_,planktic_forams
Amphicoryna scalaris,benthic_forams
Theocotylissa fimbria,radiolarians
Truncorotalia juanai,planktic_forams
Chiasmolithus solitus,nannofossils
Dictyococcites bisectus,nannofossils
Acrobotrys tritubus,radiolarians
Ellipsolithus macellus,nannofossils
Chaetoceros spp. (resting spores),diatoms
Arkhangelskiella cymbiformis,nannofossils
Sigmoilopsis compressa,benthic_forams
Helicosphaera recta,nannofossils
Membranophoridium aspinatum,dinoflagellates
Bolivina alata,benthic_forams
Kisselviella magnaareolata,diatoms
Cassidium filosum,dinoflagellates
Gaudryina reliqua,benthic_forams
Porosira glacialis,diatoms
Globigerinoides sp. cf. ruber _white_,planktic_forams
Buccella lotella,benthic_forams
Cyclammina incisa,benthic_forams
Discoaster lodoensis,nannofossils
Pterocanium prismatium,radiolarians
Dentoglobigerina rohri,planktic_forams
Ehrenbergina marwicki,benthic_forams
Corbisema regina,silicoflagellates
Fragilariopsis matuyamae,diatoms
"Globigerina sellii (Borsetti, 1959 p.209, pl.1, figs.3a-d as Globoquadrina)",planktic_forams
Orthorhabdus striatus,nannofossils
Pulleniatina obliquiloculata,planktic_forams
Paragloborotalia semivera,planktic_forams
Phthanoperidnium sp. A houben 748,dinoflagellates
Fragilariopsis rhombica,diatoms
Pontosphaera pulchra,nannofossils
Notorotalia uttleyi,benthic_forams
Plectofrondicularia pohana,benthic_forams
Liebusella soldanii,benthic_forams
Acarinina mckannai,planktic_forams
Subbotina tecta,planktic_forams
"Planoglobanomalina pseudoalgeriana Olsson and Hemleben, 2006",planktic_forams
Stephanonycites variegatus,diatoms
Thyrsocyrtis krooni,radiolarians
Sigmoilopsis neocelata,benthic_forams
Globigerinella adamsi,planktic_forams
Praeorbulina circularis _B_,planktic_forams
Fohsella paralenguaensis,planktic_forams
Morozovella allisonensis,planktic_forams
Distephanus pseudofibulua,silicoflagellates
Gephyrocapsa (> 5.5 μm),nannofossils
Chiloguembelina trinitatensis,planktic_forams
Bolivina affliata,benthic_forams
Globoturborotalita gnaucki,planktic_forams
Catinaster calyculus,nannofossils
Hirsutella hirsuta,planktic_forams
Candeina praenitida,planktic_forams
Lophocyrtis jacchia,radiolarians
Globigerinatella sp. ,planktic_forams
Exochosphaeridium bifidum,dinoflagellates
Paragloborotalia opima,planktic_forams
Globigerinoides extremus _T and B,planktic_forams
Tenuitella,planktic_forams
Bulimina aculeata,benthic_forams
Reticulofenestra umbilicus (> 14 μm),nannofossils
Turborotalia cocoaensis,planktic_forams
Acarinina esnaensis,planktic_forams
Odontella spp.,diatoms
Discoaster delicatus,nannofossils
Fragilariopsis pseudonana,diatoms
Parasubbotina inaequispira,planktic_forams
"Turborotalia pomeroli (Toumarkine & Bolli), 1970",planktic_forams
Thalassiosira oliverana,diatoms
Zealithapium anoectum,radiolarians
Cribrorotalia okokoensis,benthic_forams
Dentoglobigerina altispira _T_ _PL5_,planktic_forams
Rhomboaster calcitrapa,nannofossils
Bolivinita pliozea,benthic_forams
Pyramidulina spp.,benthic_forams
Pterocodon ampla,radiolarians
Podocyrtis apeza,radiolarians
Cannosphaeropsis spp. indet.,dinoflagellates
Pemma papillatum,nannofossils
Sigmoilopsis zeaserus,benthic_forams
Globoquadrina praedehiscens,planktic_forams
Senegalinium dilwynense,dinoflagellates
Globgerinatella insueta _B and T_,planktic_forams
Azpeitia sp.,diatoms
Reticulofenestra dictyoda  (10-14 μm),nannofossils
Eubuliminella exilis,benthic_forams
Dorothia minima,benthic_forams
Pulleniatina praespectabilis,planktic_forams
Ceratocancris clifdenensis,benthic_forams
Elphidium advenum,benthic_forams
Globorotalia pertenuis _T and B_,planktic_forams
Morozovella apanthesma,planktic_forams
Thalassiosira mahoodii,diatoms
Virgulopsis pustulata,benthic_forams
"Parasubbotina aff. pseudobulloides (Plummer), 1926;",planktic_forams
"Catapsydrax africanus (Blow and Banner), 1962 p 105-106 pl XV FIGS A-C as Globigerinita",planktic_forams
Parvularugoglobigerina extensa,planktic_forams
Sphenolithus runus,nannofossils
Siphogenerina columellaris,benthic_forams
Helicosphaera inversa,nannofossils
Denticulopsis praedimorpha v. minor,diatoms
Notorotalia stachei,benthic_forams
Subbotina utilsindex,planktic_forams
Bulimina subbortonica,benthic_forams
Hayaster perplexus,nannofossils
Asteromphalus oligocenicus,diatoms
Karreriella cushmani,benthic_forams
Globigerinoides conglobatus _B,planktic_forams
Gyroidinoides allani,benthic_forams
Fragilariopsis cylindrus,diatoms
"Globigerinatheka luterbacheri Bolli, 1972",planktic_forams
Azpeitia nodulifera,diatoms
Eucampia antarctica,diatoms
Wilsonidinium echinosuturatum,dinoflagellates
Helicosphaera pavimentum,nannofossils
Discoaster altus,nannofossils
Ebridulina paradoxa,ebridians
Saccate pollen,palynology
Globoturborotalita woodi _T,planktic_forams
Globanomalina planocompressa,planktic_forams
Fissurina spp.,benthic_forams
Rhizosolenia hebetata,diatoms
Cibicides verrucosus,benthic_forams
Virgulopsis turris,benthic_forams
"Eoglobigerina edita (Subbotina, 1953)",planktic_forams
Morozovella velascoensis,planktic_forams
Hirsutella hirsuta (cf.),planktic_forams
Lamptonium fab. chaunothorax,radiolarians
Rhabdosphaera poculii,nannofossils
"Parvularugoglobigerina alabamensis (Liu & Olsson), 1992",planktic_forams
Micromarsupium anceps,ebridians
Thalassiosira lentiginosa,diatoms
Turborotalita cristata,planktic_forams
Hedbergella monmouthensis,planktic_forams
"Turborotalia cerroazulensis (Toumarkine & Bolli, 1970)",planktic_forams
Pseudammodochium lingii,ebridians
Dactylacanthis proxima,diatoms
Diatoms,nannofossils
Thalassiosira sp.,diatoms
Dipsidripella danvillensis,planktic_forams
Toweius occultatus,nannofossils
Pontosphaera plana,nannofossils
Amaurolithus amplificus,nannofossils
Azpeitia tabularis,diatoms
Bolivina watti,benthic_forams
Impagidinium paradoxum,dinoflagellates
Zealithapium mitra,radiolarians
Bolivina spp.,benthic_forams
Calocyclas hispida,radiolarians
Liradiscus ovalis,diatoms
Discoaster salisburgensis,nannofossils
"Parasubbotina pseudowilsoni Olsson and Pearson, 2006",planktic_forams
Brigantedinium spp.,dinoflagellates
Dextral:Sinistral _P. obliquiloculata_,planktic_forams
"Hantkenina dumblei (Weinzierl & Applin), 1929",planktic_forams
Fragilariopsis spp.,diatoms
Pseudoglandulina glanduliformis,benthic_forams
Gaudryina proreussi,benthic_forams
Hirsutella hirsuta (SIN),planktic_forams
Eucyrtidium diaphanes,radiolarians
"Praemurica? lozanoi  (Colom, 1954)",planktic_forams
Gephyrocapsa (>4 μm),nannofossils
"Hedbergella holmdelensis Olsson, 1964 p.160, pl.1, figs.2a-c",planktic_forams
Anomalinoides parvumbilia,benthic_forams
Dorcadospyris scambos n. sp.,radiolarians
Acarinina nitida,planktic_forams
Cryptocarpium ornatum,radiolarians
Orbulina suturalis _B_ _M6_,planktic_forams
Spinidinium schellenbergii,dinoflagellates
Anomalina visenda,benthic_forams
Wetaeliella spp. Indet.,dinoflagellates
Asteromphalus spp.,diatoms
Solenosphaera omnitubus,radiolarians
Globoturborotalita bassriverensis,planktic_forams
Acarinina bullbrooki,planktic_forams
Micrantholithus flos,nannofossils
"Parvularugoglobigerina extensa (Blow, 1979)",planktic_forams
Planoglobanomalina pseudoalgeriana,planktic_forams
Aulacodiscus brownei,diatoms
Nephrospyris renilla,radiolarians
Hemiaulus polymorphus var. morsianus,diatoms
Chiloguembelina crinita,planktic_forams
Archaeoglobigerina sp.,planktic_forams
Poroeponides lateralis,benthic_forams
Unnamed: 84,radiolarians
Amphisorus hemprichii,benthic_forams
Cancris lateralis,benthic_forams
Stylatractus universus,radiolarians
Truncorotalia crassula     (cf.) (DEX),planktic_forams
Loxostomum limonense,benthic_forams
Neogloboquadrina nympha,planktic_forams
Textulariella barrettii,benthic_forams
Siphotextularia wairoana,benthic_forams
Palaeocystodinium golzowense,dinoflagellates
"Acarinina esnaensis (Le Roy, 1953)",planktic_forams
Operculina complanata,benthic_forams
Triquetrorhabdulus sp. (long),nannofossils
Fragilariopsis claviceps,diatoms
Dextral:Sinistral _P. praespectabilis_,planktic_forams
Dicty mongolferi,radiolarians
Vaginulinopsis waipaerensis,benthic_forams
Helicosphaera waltrans,nannofossils
Truncorotalia crassaconica (SIN),planktic_forams
Hemiaulus inequilaterus,diatoms
Fragilariopsis barronii/kerguelensis transtitional form,diatoms
Lenticulina pseudomamilligera,benthic_forams
Cibicides perforatus,benthic_forams
"Rectoguembelina cretacea Cushman, 1932",planktic_forams
Thalassiothrix longissima,diatoms
Distephanus boliviensis (binoculoid),silicoflagellates
Dentalina spp.,benthic_forams
Cibicidoides bradyi,benthic_forams
Whiteinella baltica,planktic_forams
Nodosaria spp.,benthic_forams
Bolivinita finlayi,benthic_forams
Discoaster druggii,nannofossils
Globigerinoides altiapertura,planktic_forams
Nitzschia spp.,diatoms
Plectofrondicularia parri,benthic_forams
Reticulofenestra pseudoumbilicus (> 7 μm),nannofossils
Fragilariopsis maleinterpretaria,diatoms
Turborotalita angulisuturalis,planktic_forams
Cooksonidinium capricornum,dinoflagellates
"""Globigerina"" angulisuturalis _T",planktic_forams
Bolivinella lilliei,benthic_forams
Membranophoridium perforatum,dinoflagellates
Cibcides sp.,benthic_forams
Astrorotalia palmerae,planktic_forams
Procerolagena gracilis,benthic_forams
Morozovelloides lehneri,planktic_forams
Thalassiosira poroseriata,diatoms
Euuvigerina wanzea,benthic_forams
"Hantkenina lehneri Cushman and Jarvis, 1929",planktic_forams
Lenticulina loculosa,benthic_forams
Dicladia sp.,diatoms
Turborotalia ampliapertura,planktic_forams
Shionodiscus gracilis var. gracilis,diatoms
"Eoglobigerina spiralis (Bolli), 1957",planktic_forams
Cibicides semiperforatus,benthic_forams
Spiroloculina rotunda,benthic_forams
Guembelitria cretacea,planktic_forams
Globorotalia plesiotumida _B_ _M13b_,planktic_forams
Bolivina albatrossi,benthic_forams
Emiliania huxleyi,nannofossils
"Parasubbotina griffinae (Blow, 1979)",planktic_forams
Acarinina alticonica,planktic_forams
Senegalinium indet,dinoflagellates
Hantkenina mexicana Cushman1925,planktic_forams
Truncorotalia crassula     (cf.),planktic_forams
Fohsella peripheroronda _T,planktic_forams
Globoconella triangula     (cf.),planktic_forams
Apteodinium australiense,dinoflagellates
Calcidiscus macintyrei,nannofossils
Sphenolithus arthurii,nannofossils
"Chiloguembelina wilcoxensis (Cushman & Ponton), 1932",planktic_forams
Hystrichokolpoma pseudooceanicum,dinoflagellates
"Globigerinatheka curryi (Proto Decima and Bolli, 1970)",planktic_forams
Ehrenbergina pacifica,benthic_forams
Podocyrtis phyxis,radiolarians
Discoaster challengeri,nannofossils
Dactyliosolen antarcticus,diatoms
"Paragloborotalia opima opima (Bolli, 1957), (Bolli)1957",planktic_forams
Fissurina sp.,benthic_forams
Spongatractus balbis,radiolarians
Praemurica taurica (Morozova) 1961,planktic_forams
Paragloborotalia siakensis,planktic_forams
Bolivina barnwelli,benthic_forams
Acarinina sp.,planktic_forams
Pulleniatina finalis _B,planktic_forams
Cestodiscus reticulatus,diatoms
"Turborotalia altispiroides Bermudez, 1961",planktic_forams
Halkyardia bartrumi,benthic_forams
Globigerina ouachitensis,planktic_forams
Thalassiosira lineata,diatoms
Bulimina serratospina,benthic_forams
Phelodinium kozlowskii,dinoflagellates
Bulimina truncanella,benthic_forams
Acarinina wilcoxensis,planktic_forams
Discoaster calcaris,nannofossils
Gephyrocapsa muellerae,nannofossils
Haeuslerella hectori,benthic_forams
Theocyrtis perysinos n. sp.,radiolarians
Zygocircus cimelium,radiolarians
Turborotalia frontosa,planktic_forams
Umbilicosphaera bramlettei,nannofossils
Turborotalia possagnoensis,planktic_forams
Helicosphaera carteri,nannofossils
"Acarinina coalingensis (Cushman & Hanra, 1922)",planktic_forams
"Globorotaloides quadrocameratus Olsson, Pearson and Huber, 2006",planktic_forams
Globigerinatheka mexicana,planktic_forams
Nitzschia sp. 17,diatoms
Pyxidinopsis spp.,dinoflagellates
Theocorys anaclasta,radiolarians
Dactylacanthis invalida,diatoms
Proboscia sp,diatoms
Cibicides collinsi,benthic_forams
Turborotalita carcoselleensis,planktic_forams
Trochosira coronata,diatoms
Alveus marinus,diatoms
Gephyrocapsa lumina,nannofossils
Denticulopsos lauta s.l.,diatoms
Chiloguembelina morsei,planktic_forams
"Globigerina ciperoensis angustiumbilicata (Bolli, 1957)",planktic_forams
Selenopemphix nephroides psilate,dinoflagellates
"Paragloborotalia pseudokugleri (Blow, 1969 p.391, pl.10, figs.4-6; pl.39, figs.5-6 as Globorotalia)",planktic_forams
Cribrorotalia dorreeni,benthic_forams
"Hantkenina compressa Parr, 1947",planktic_forams
"Cribrohantkenina inflata (Howe, 1928 p.14, pl.14, fig.2 as Hantkenina)",planktic_forams
Globobulimina pacifica,benthic_forams
Brightwellia hyperborea,diatoms
Anomalinoides vitrinodus,benthic_forams
Pontosphaera discopora,nannofossils
Hemiaulus rectus var. twista,diatoms
Globorotalia pseudomiocenica _T_ _PL6,planktic_forams
Woodringina hornerstownensis,planktic_forams
Haeuslerella decepta,benthic_forams
Neogloboquadrina humerosa _B,planktic_forams
Siphouvigerina notohispida,benthic_forams
Rhaphoneis amphiceros,diatoms
Dentoglobigerina tripartita (Koch) 1926 p 746 text-figs 21a-b; as Globigerina bulloidesm va r. tripartita,planktic_forams
Glaphyrocysta ordinata,dinoflagellates
Paralia sulcata,diatoms
Lamptonium fab. fabaeforme,radiolarians
Azpeitia gombosi,diatoms
Cestodiscus reticulatus_robustus cpx,diatoms
Ammonia beccarii,benthic_forams
Globoturborotalita decoraperta _T and B,planktic_forams
Actinocyclus ingens,diatoms
Hanzawaia scopos,benthic_forams
"Globanomalina ehrenbergi (Bolli, 1957)",planktic_forams
Helicosphaera euphratis,nannofossils
Globanomalina planoconica,planktic_forams
Calcidiscus premacintyrei,nannofossils
Gaudryina quadrazea,benthic_forams
Trinacria cornuta,diatoms
Calocyclas bandyca,radiolarians
Notorotalia taranakia,benthic_forams
"Woodringina claytonensis Loeblich & Tappan, 1957",planktic_forams
Globoquadrina dehiscens,planktic_forams
Cryptocarpium azyx,radiolarians
"Parasubbotina pseudobulloides (Plummer), 1926",planktic_forams
Amphirhopalum ypsilon,radiolarians
Sceptroneis pesplanus,diatoms
Globanomalina luxorensis,planktic_forams
Globorotalia cibaoensis _T and B_ _PL1b_,planktic_forams
"Morozovelloides crassatus (Cushman, 1925)",planktic_forams
Calciosolenia murrayi,nannofossils
Globigerinoides quadrilobatus,planktic_forams
Reticulofenestra minuta,nannofossils
Cycloclypeus sp.,benthic_forams
Turborotalita humilis,planktic_forams
"Parvularugoglobigerina eugubina (Luterbacher & Premoli Silva, 1964)",planktic_forams
Spinidinium colemanii,dinoflagellates
Biantholithus sparsus,nannofossils
Marginulina obesa,benthic_forams
"Paragloborotalia nana (Bolli, 1957 p.118, pl.28, figs.3a-c as Globorotalia)",planktic_forams
Dendrospyris fragoides,radiolarians
Rocella gelida,diatoms
Bolivinita compressa,benthic_forams
Amaurolithus delicatus,nannofossils
Amphora sp.,diatoms
Dentoglobigerina larmeui,planktic_forams
Globoconella mons,planktic_forams
Clausicoccus subdistichus,nannofossils
Artophormis barbadensis,radiolarians
Hercotheca sp.,diatoms
Calocycletta costata,radiolarians
"Globigerinoides primordius Blow & Banner, 1962 p.15, pl.ix, figs.Dd-Ff",planktic_forams
Euuvigerina cf. peregrina,benthic_forams
Spongaster tetras,radiolarians
Charlesdowniea coleothrypta,dinoflagellates
Phthanoperidinium stockmansii,dinoflagellates
Triceratium pulvinar,diatoms
"Parasubbotina varianta (Subbotina, 1953)",planktic_forams
other pollen,palynology
Catapsydrax dissimilis _T_ _M4a_,planktic_forams
Textularia agglutinans,benthic_forams
Diartus petterssoni,radiolarians
Pyxilla prolongata,diatoms
Stephanonycites coronis,diatoms
Spinidinium densispinatum,dinoflagellates
Asterolampra tela,diatoms
Globorotalia praescitula _T and B_,planktic_forams
Quinqueloculina spp.,benthic_forams
Ceratolithus armatus,nannofossils
Thalassiosira insigna/inura trans.,diatoms
Sphenolithus calyculus,nannofossils
Rocella gelida  var. schraderi,diatoms
Globigerinoides mitra,planktic_forams
Discoaster signus,nannofossils
Alterbidinium distinctum,dinoflagellates
Dipsidripella liqianyui,planktic_forams
Enneadocysta sp. A,dinoflagellates
Sphaeroidinella dehiscens sensu lato _B_,planktic_forams
Zeaflorilus stachei,benthic_forams
Navicula wisei,diatoms
Syracosphaera pulchra,nannofossils
Discoaster braarudii,nannofossils
Skeletonema penicillus,diatoms
Dextral:Sinistral _N. acostaensis_,planktic_forams
Collosphaera tuberosa,radiolarians
"Globigerinatheka index (Finlay, 1939 p.125, pl.14, figs.85-88 as Globigerinoides)",planktic_forams
Morozovella subbotinae,planktic_forams
Globorotalia multicamerata _T,planktic_forams
Neogloboquadrina cf. pachyderma,planktic_forams
"Turborotalita carcoselleensis (Tourmakine and Bolli, 1975)",planktic_forams
Haeuslerella pukeuriensis,benthic_forams
Denticulopsis ovata,diatoms
Fohsella birnageae,planktic_forams
Stephanonycites tabularis,diatoms
Parasubbotina eoclava,planktic_forams
Globigerinoides subquadratus _T_,planktic_forams
Phormocyrtis striata striata,radiolarians
Subbotina trivialis,planktic_forams
"Pseudohastigerina micra (Cole, 1927 p.22, pl.5, fig.12 as Nonion)",planktic_forams
Impagidinium sp.,dinoflagellates
"Acarinina cuneicamerata (Blow), 1979",planktic_forams
Actinocyclus mahoodii,diatoms
Quinqueloculina sp.,benthic_forams
Asterigerina cyclops,benthic_forams
Stoveracysta sp.1,dinoflagellates
Denticulopsis katayamae,diatoms
Liriospyris stauropora,radiolarians
Scyphosphaera tubifera,nannofossils
Rhizosolenia antennata var. semispina,diatoms
Thalassiosira teres,diatoms
Subbotina eocaena,planktic_forams
"Morozovella angulata (White, 1928)",planktic_forams
Glaphyrocysta divaricata,dinoflagellates
Jakubowskia leoniae,nannofossils
Helicosphaera sellii,nannofossils
Globigerinoides sacculifer,planktic_forams
"Acarinina interposita Subbotina, 1953",planktic_forams
Globorotaloides turgidus,planktic_forams
Zygodiscus plectopons,nannofossils
Anomalinoides semiteres,benthic_forams
Morozovella praeangulata,planktic_forams
Umbilicosphaera hulburtiana,nannofossils
Helicosphaera reticulata,nannofossils
Zeaglobigerina decoraperta,planktic_forams
Blackites perlongus,nannofossils
Stylosphaera sp. C,radiolarians
Denticula norwegica,diatoms
"Subbotina triloculinoides (Plummer, 1926)",planktic_forams
Igorina anapetes,planktic_forams
Discoaster bergenii,nannofossils
Pulleniatina finalis _B_,planktic_forams
Homotryblium floripes,dinoflagellates
Dictyoprora pirum,radiolarians
Helicosphaera wilcoxonii,nannofossils
Cocconeis spp.,diatoms
"Globigerina venezuelana (Hedberg, 1937)",planktic_forams
Dorothia goesi,benthic_forams
Silicoflagellate species,silicoflagellates
Dentoglobigerina tripartita,planktic_forams
Actinocyclus actinochilus,diatoms
Helicosphaera granulata,nannofossils
Fragilariopsis januaria,diatoms
Rhizosolenia sp. B,diatoms
Textularia awazea,benthic_forams
Cocconeis costata,diatoms
Reticulofenestra bisecta,nannofossils
Fohsella robusta _B_ _M9b_,planktic_forams
Gephyrocapsa ericsonii,nannofossils
