Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
159, 959,A,Initial Reports          ,       9.700,    0.260000,FO E. huxleyi
,,,,,,
159, 959,A,Initial Reports          ,       9.710,    1.600000,LO C. macintyrei
,,,,,,
159, 959,A,Initial Reports          ,      17.200,    1.670000,FO G. caribbeanica
,,,,,,
159, 959,A,Initial Reports          ,      17.210,    1.950000,LO D. brouweri
,,,,,,
159, 959,A,Initial Reports          ,      22.700,    1.700000,LO G. fistulosus
,,,,,,
159, 959,A,Initial Reports          ,      26.900,    2.440000,LO D. pentaradiatus
,,,,,,
159, 959,A,Initial Reports          ,      29.900,    2.610000,LO D. surculus
,,,,,,
159, 959,A,Initial Reports          ,      32.900,    2.760000,LO D. tamalis
,,,,,,
159, 959,A,Initial Reports          ,      36.900,    3.000000,LO G. altispira
,,,,,,
159, 959,A,Initial Reports          ,      36.910,    3.000000,LO G. multicamarata
,,,,,,
159, 959,A,Initial Reports          ,      45.100,    3.100000,LO S. seminulina
,,,,,,
159, 959,A,Initial Reports          ,      48.900,    3.620000,LO Sphenolithus
,,,,,,
159, 959,A,Initial Reports          ,      51.900,    3.770000,LO R. pseudoumbilica
,,,,,,
159, 959,A,Initial Reports          ,      52.700,    4.010000,FO D. tamalis
,,,,,,
159, 959,A,Initial Reports          ,      56.900,    4.390000,LO Amaurolithus
,,,,,,
159, 959,A,Initial Reports          ,      61.400,    4.790000,FO D. asymmetricus
,,,,,,
159, 959,A,Initial Reports          ,      64.100,    4.300000,LO G. nepenthes
,,,,,,
159, 959,A,Initial Reports          ,      66.800,    5.000000,LO G. ciaboensis
,,,,,,
159, 959,A,Initial Reports          ,      67.900,    5.040000,FO C. rugosus
,,,,,,
159, 959,A,Initial Reports          ,      80.400,    5.340000,FO C. acutus
,,,,,,
159, 959,A,Initial Reports          ,      81.300,    5.600000,FO S. dehiscens
,,,,,,
159, 959,A,Initial Reports          ,      83.100,    5.900000,FO G. tumida
,,,,,,
159, 959,A,Initial Reports          ,      85.400,    5.560000,LO D. quinqueramus
,,,,,,
159, 959,A,Initial Reports          ,      93.350,    5.880000,LO A. amplificus
,,,,,,
159, 959,A,Initial Reports          ,      93.400,    6.200000,FO G. margaritae
,,,,,,
159, 959,A,Initial Reports          ,     104.400,    6.500000,FO A. amplificus
,,,,,,
159, 959,A,Initial Reports          ,     107.400,    7.300000,FO A. primus
,,,,,,
159, 959,A,Initial Reports          ,     123.400,    7.800000,FCO D. surculus
,,,,,,
159, 959,A,Initial Reports          ,     123.750,    8.000000,FO G. extremus
,,,,,,
159, 959,A,Initial Reports          ,     123.800,    8.200000,FO G. pleisiotumida
,,,,,,
159, 959,A,Initial Reports          ,     134.400,    8.400000,FO D. quinqueramus
,,,,,,
159, 959,A,Initial Reports          ,     137.400,    8.800000,FO D. loeblichii
,,,,,,
159, 959,A,Initial Reports          ,     144.600,    9.360000,LO C. calyculus
,,,,,,
159, 959,A,Initial Reports          ,     144.610,    9.400000,LO D. hamatus
,,,,,,
159, 959,A,Initial Reports          ,     146.200,   10.000000,FO N. acostaensis
,,,,,,
159, 959,A,Initial Reports          ,     147.800,    9.600000,FO D. neohamatus
,,,,,,
159, 959,A,Initial Reports          ,     151.900,   10.400000,FO D. hamatus
,,,,,,
159, 959,A,Initial Reports          ,     155.700,   10.800000,FO G. nepenthes
,,,,,,
159, 959,A,Initial Reports          ,     156.400,   10.700000,FO C. coalitus
,,,,,,
159, 959,A,Initial Reports          ,     157.500,   10.800000,LO C. miopelagicus
,,,,,,
159, 959,A,Initial Reports          ,     167.000,   12.100000,LO C. nitescens
,,,,,,
159, 959,A,Initial Reports          ,     167.100,   12.200000,FO D. kugleri
,,,,,,
159, 959,A,Initial Reports          ,     174.600,   13.600000,LO S. heteromorphus
,,,,,,
159, 959,A,Initial Reports          ,     193.900,   15.100000,FO O. suturalis
,,,,,,
159, 959,A,Initial Reports          ,     221.100,   18.100000,FO S. heteromorphus
,,,,,,
159, 959,A,Initial Reports          ,     221.200,   16.400000,FO G. sicana
,,,,,,
159, 959,A,Initial Reports          ,     221.210,   18.400000,LO S. belemnos
,,,,,,
159, 959,A,Initial Reports          ,     230.600,   21.600000,LO G. kugleri
,,,,,,
159, 959,A,Initial Reports          ,     250.000,   19.700001,FO S. belemnos
,,,,,,
