Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina triloculinoides,Praemurica taurica,Parasubbotina varianta,Parasubbotina pseudobulloides,Globanomalina compressa,Eoglobigerina eobulloides,Eoglobigerina edita,Chiloguembelina midwayensis,Praemurica inconstans,Globoconusa daubjergensis,Eoglobigerina spiralis,Praemurica uncinata,Morozovella praeangulata,Morozovella conicotruncata,Globanomalina chapmani,Morozovella angulata,Subbotina velascoensis,Morozovella velascoensis,Subbotina hornibrooki,Globanomalina pseudomenardii,Acarinina subsphaerica,Subbotina triangularis,Morozovella occlusa,Morozovella acuta,Morozovella subbotinae,Acarinina soldadoensis,Acarinina primitiva,Subbotina patagonica,Morozovella gracilis,Chiloguembelina wilcoxensis,Acarinina coalingensis,Acarinina soldadoensis angulosa,Acarinina quetra,Subbotina linaperta,Morozovella marginodentata,Acarinina nitida,Acarinina broedermanni,Morozovella lensiformis,Morozovella formosa,Morozovella aequa,Pseudohastigerina micra,Morozovella aragonensis,Acarinina cuneicamerata,Acarinina pentacamerata,Turborotalia lozanoi,Globigerinatheka senni,Morozovella caucasica,Globigerinatheka subconglobata,Turborotalia griffinae,Subbotina inaequispira,Planorotalites pseudoscitulus,Acarinina bullbrooki,Globigerinatheka mexicana,Subbotina cryptomphala,Globigerinatheka kugleri,Acarinina spinuloinflata,Subbotina eocaena,Truncorotaloides topilensis,Turborotalia possagnoensis,Globigerina venezuelana,Truncorotaloides rohri,Subbotina hagni,Morozovella spinulosa,Guembelitrioides higginsi,Chiloguembelina cubensis,Subbotina frontosa,Morozovella lehneri,Hantkenina dumblei,Globigerinatheka index,Acarinina densa,Turborotalia pseudomayeri,Subbotina praeturritilina,Catapsydrax dissimilis,Turborotalia pomeroli,Globigerina corpulenta,Subbotina venezuelana,Turborotalia cerroazulensis,Globigerinatheka beckmanni,Comment
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 24,X,CC,  17.00,    225.4300,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,P                      ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,R                     ,F                            ,F                   ,R                        ,                      ,                        ,                        ,                 ,F                          ,                          ,R                      ,F                     ,               ,F                    ,                         ,F                       ,                  ,R                  ,F                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,Overlap of M. aragonensis and M. lehneri
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 25,X,CC,  32.00,    235.2500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,F                     ,R                            ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,A                     ,               ,                     ,R                        ,F                       ,                  ,R                  ,F                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 26,X,CC,  46.00,    244.6300,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,R                      ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,                      ,F                            ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,F                         ,                       ,A                     ,               ,F                    ,                         ,F                       ,R                 ,P                  ,R                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 27,X,CC,  36.00,    254.4700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,R                      ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,F                     ,F                            ,F                   ,R                        ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,F                     ,               ,R                    ,                         ,R                       ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 28,X,CC,  27.00,    263.9800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,R                      ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,R                     ,F                            ,F                   ,                         ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,F                     ,               ,F                    ,                         ,R                       ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 29,X,CC,  22.00,    273.4200,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,R                      ,                       ,                       ,                    ,F                     ,                     ,R                             ,                      ,R                     ,F                            ,A                   ,R                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,                      ,               ,F                    ,F                        ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 30,X,CC,  20.00,    280.4500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,R                       ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,P                      ,                    ,                      ,                     ,                              ,                      ,R                     ,F                            ,F                   ,R                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,F                     ,               ,R                    ,F                        ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 31,X,CC,  37.00,    292.8000,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,R                     ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,R                     ,F                            ,F                   ,                         ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,                      ,               ,F                    ,F                        ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 32,X,CC,  35.00,    300.4100,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,R                      ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,F                     ,                             ,F                   ,R                        ,                      ,                        ,                        ,F                ,P                          ,P                         ,P                      ,R                     ,F              ,R                    ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,A, 33,X,CC,  13.00,    307.7400,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,F                     ,                             ,F                   ,                         ,                      ,R                       ,F                       ,                 ,P                          ,R                         ,P                      ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 34,X,CC,  62.00,    321.7100,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,F                      ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,F                     ,                             ,F                   ,F                        ,                      ,                        ,R                       ,                 ,P                          ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 35,X,CC,  33.00,    330.5000,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,R                      ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,R                     ,                             ,F                   ,R                        ,P                     ,                        ,R                       ,R                ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 36,X,CC,  34.00,    340.8900,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,F                      ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,                      ,                             ,F                   ,R                        ,R                     ,                        ,R                       ,R                ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 37,X,CC,  13.00,    347.0600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,R                      ,F                      ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,F                   ,R                        ,R                     ,R                       ,F                       ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 38,X,CC,  26.00,    359.8100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,A                     ,                   ,                    ,                    ,                           ,                      ,                               ,P               ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,F                      ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,P                        ,P                     ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 39,X,CC,  35.00,    369.7200,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,F                     ,                   ,                    ,                    ,                           ,                      ,                               ,A               ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,F                      ,                       ,                       ,                    ,                      ,P                    ,                              ,                      ,F                     ,                             ,                    ,P                        ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 40,X,CC,  38.00,    377.1800,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,R                     ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,R                      ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,R                   ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,Globigerina venezuelana contam.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 41,X,CC,  16.00,    380.5800,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,F                     ,                       ,                   ,                 ,R                      ,R                      ,R                      ,A                      ,F                   ,R                     ,R                    ,R                             ,F                     ,R                     ,R                            ,F                   ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,G. venezuelana contaminant
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,A, 42,X,CC,  38.00,    399.7900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,F                      ,                       ,A                      ,F                   ,                      ,F                    ,R                             ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,A, 43,X,CC,  47.00,    409.4600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,R                     ,F                     ,R                  ,                    ,R                   ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,F                  ,                 ,                       ,R                      ,R                      ,R                      ,R                   ,A                     ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,P8 on Bolli's zonal scheme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,A, 44,X,CC,  42.00,    418.9700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,F                     ,                   ,                    ,R                   ,P                          ,                      ,                               ,F               ,                   ,                          ,                ,                      ,                       ,F                  ,                 ,                       ,F                      ,                       ,c                      ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,Reworking? Downhole contamination?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1051,A, 45,X,CC,  41.00,    428.5800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,                        ,                     ,                            ,R                     ,                      ,                   ,                 ,F                     ,F                     ,                   ,                    ,R                   ,R                          ,                      ,                               ,F               ,F                  ,A                         ,                ,                      ,F                      ,F                  ,                 ,                       ,R                      ,R                      ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 46,X,CC,  33.00,    438.1600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,R                     ,F                     ,R                  ,                    ,F                   ,P                          ,                      ,                               ,                ,F                  ,R                         ,                ,                      ,R                      ,R                  ,R                ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 47,X,CC,  52.00,    447.7600,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,R                     ,F                     ,                   ,                    ,F                   ,                           ,                      ,                               ,R               ,F                  ,R                         ,                ,                      ,R                      ,                   ,R                ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 48,X,CC,  52.00,    457.3000,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,R                     ,F                     ,R                  ,                    ,F                   ,P                          ,                      ,                               ,                ,F                  ,R                         ,                ,R                     ,R                      ,F                  ,F                ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
