leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
8,73,,1,1,0.0,150.0,0.00,0.00,1.50,, SILICEOUS FORAM NANNO OOZE," 10YR7/2-LIGHT GRAY,10 YR6/3-PALE BROWN,5Y8/1-YELLOWISH GRAY,5Y8/1-WHITE,10 YR7/3-VERY PALE BROWN",, DISTURBED,,,, NOT MOTTLED, SO UPY, 11110000.1210.1221.2210
8,73,,1,2,0.0,150.0,0.00,1.50,3.00,, SILICEOUS FORAM NANNO OOZE," 10YR8/2-VERY PALE ORA NGE,2.5Y7/2-LIGHT GRAY",, DISTURBED,,,, NOT MOTTLED, S OUPY, 11110000.1210.1221.2210
8,73,,2,1,0.0,75.0,3.00,3.00,3.75,, SILICEOUS FORAM NANNO OOZE, 10YR7/2-LIGHT GRAY, BEDDED, SLIGHTLY DISTURBED,,,, NOT MOTTLED, SOFT, 00000000
8,73,,2,1,75.0,150.0,3.00,3.75,4.50,, SILICEOUS FORAM NANNO OOZE AND CALCEROUS RADS OOZE , 10YR7/2-LIGHT GRAY, BEDDED, SLIGHTLY DISTURBED,,,, NOT MOTTLED, SOFT, 00000000
8,73,,2,2,0.0,150.0,3.00,4.50,6.00,, SILICEOUS FORAM NANNO OOZE," -WHITE,-DARK PURPLE,- PALE PURPLE,-WHITE,-GREENISH GRAY,-PURPLE,-LIGHT GRE ENISH GRAY,-BLUISH WHITE", BEDDED, SLIGHTLY DISTURB ED,,,," NOT BEDDED,WHITE 0-52 AND 65-84 CM,DARK PURPLE TO PALE PURPLE 52-65 CM,PALE PURPLE 84-93 CM,GREENIS H GRAY AND PURPLE 93-98 CM,LIGHT GREENISH GRAY 99-10 5 CM,BLUISH WHITE 105-110 CM,PALE PURPLE TO BLUISH WHITE 110-150 CM",, 21110000.2210.2220.1210
8,73,,2,3,0.0,150.0,3.00,6.00,7.50,, SILICEOUS FORAM NANNO OOZE," -WHITE,-PALE PURPLE", BEDDED, SLIGHTLY DISTURBED,,,," NOT MOTTLED,ALTERNAT ING WHITE AND PALE PURPLE,PALE PURPLE LAYERS GENERAL LY ARE DARKER AT TOP AND PALER AT BOTTOM"," SOFT,PLAS TIC", 00000000
8,73,,2,4,0.0,150.0,3.00,7.50,9.00,, SILICEOUS FORAM NANNO OOZE," -WHITE,-PALE PURPLE,- LIGHT GREENISH GRAY,-DARK GREENISH GRAY", BEDDED, S LIGHTLY DISTURBED,,,," NOT MOTTLED,ALTERNATING WHITE AND PALE PURPLE"," SOFT,PLASTIC", 00000000
8,73,,2,5,7.0,150.0,3.00,9.07,10.50,, SILICEOUS FORAM NANNO OOZE, 5B9/1-BLUISH WHITE, MODERATELY DISTURBED,,,,," ONE BED,NOT MOTTLED"," SOFT,PL ASTIC", 00000000
8,73,,3,1,56.0,82.0,12.00,12.56,12.82,, CALCEROUS RADS OOZE," -PALE PURPLE,-GREENISH GRAY, -LIGHT GREENISH GRAY,-LIGHTER PURPLE,-DARKER PURPLE", BEDDED, SLIGHTLY TO MODERATELY DISTURBED,,,, NOT MOTTLED," SOFT,PLASTIC", 00000000
8,73,,3,1,85.0,150.0,12.00,12.85,13.50,, SILICEOUS FORAM NANNO OOZE," -BLUSIH WHITE,-PALE P URPLE", BEDDED," SLIGHTLY TO MODERATELY DISTURBED,MO RE DISTURBED 20-150 CM",,,, NOT MOTTLED," SOFT,PLASTIC", 00000000
8,73,,3,2,0.0,150.0,12.00,13.50,15.00,, SILICEOUS FORAM NANNO OOZE," 5Y8/1-YELLOWISH GRAY, 5B9/1-BLUISH WHITE,5B7/1-LIGHT BLUISH GRAY,-PALE PUR PLE", BEDDED, SLIGHTLY DISTURBED,,,," NOT MOTTLED,ALTE RNATING BLUISH WHITE AND PALE PURPLE 0-95 CM AND 100 -110 CM,5Y8/1 95-100 CM AND 110-128 CM,5B9/1 TO 5B7/ 1 128-150 CM"," SOFT,PLASTIC", 00000000
8,73,,3,3,0.0,150.0,12.00,15.00,16.50,, SILICEOUS FORAM NANNO OOZE," 5GY6/1-GREENISH GRAY, -PALE PURPLE,-BLUISH WHITE,-LIGHT GREENISH GRAY",,,,,," PA LE PURPLE 0-8 CM,BLUISH WHITE 8-14 CM 66-96 CM 112-1 26 CM AND 135-150 CM,LIGHT GREENISH GRAY 14-30 CM AN D 124-135 CM,BLUISH WHITE WITH STREAKS OF PURPLE 30- 68 CM",, 00000000
8,73,,3,4,0.0,150.0,12.00,16.50,18.00,, SILICEOUS FORAM NANNO OOZE," 5B9/1-BLUISH WHITE,5B 7/1-LIGHT BLUISH GRAY,5GY6/1-GREENISH GRAY,5Y8/1-YEL LOWISH GRAY", BEDDED, SLIGHTLY DISTURBED,,,," NOT MOTT LED,5B9/1 0-32 CM 50-78 CM AND 88-110 CM,5B7/1 32-50 CM AND 78-88 CM,5GY6/1 110-120 CM,5Y8/1 TO BLUISH WHITE 120-150 CM"," SOFT,PLASTIC", 00000000
8,73,,3,5,0.0,150.0,12.00,18.00,19.50,, SILICEOUS FORAM NANNO OOZE," 5B7/1-LIGHT BLUISH GRAY,-BLUISH WHITE,-PALE PURPLE",,,,,," LIGHT BLUISH GRAY 0-35 CM,BLUISH WHITE O5-55 CM AND 97-125 CM,LIGHT BL UISH GRAY TO BLUISH WHITE 55-78 CM AND 125-150 CM,BL UISH WHITE TO PALE PURPLE 78-99 CM",, 00000000
8,73,,3,6,0.0,150.0,12.00,19.50,21.00,, SILICEOUS FORAM NANNO OOZE," 5B9/1-BLUISH WHITE,5G Y6/1-GREENISH GRAY,-LIGHT BLUISH GRAY,-PALE PURPLE"," BEDDED,SLIGHTLY MOTTLED", SLIGHTLY TO MODERATELY DI STURBED,,,," BLUISH WHITE 0-20 CM AND 42-65 CM,GREENISH GRAY 20-42 CM,BLUISH WHITE AND LIGHT GREENISH GRAY 65-115 CM,PALE PURPLE 112-121 CM,BLUISH WHITE TO LIG HT BLUISH GRAY 121-150 CM"," SOFT,PLASTIC", 00000000
