taxon_group,verbatim_name,genus name,species name,subspecies name,species modifier,non-taxa descriptor,subspecies modifier,genus modifier
benthic_forams,Agglutinated Foram. gen. et sp. indet.,Agglutinated,Foram.,gen.,,,,
benthic_forams,Agglutinated indet.,Agglutinated,indet.,,,,,
benthic_forams,Alabaminella weddelensis,Alabaminella,weddelensis,,,,,
benthic_forams,Alabammina sp.,Alabammina,sp.,,,,,
benthic_forams,Alabamminella weddelensis,Alabamminella,weddelensis,,,,,
benthic_forams,Ammodiscus latus,Ammodiscus,latus,,,,,
benthic_forams,Ammonia parkinsoniana f. aoteana,Ammonia,parkinsoniana,aoteana,,,f.,
benthic_forams,Amphicoryna,Amphicoryna,,,,,,
benthic_forams,Anomalina spherica,Anomalina,spherica,,,,,
benthic_forams,Anomalinoides cf. globulosus,Anomalinoides,globulosus,,cf.,,,
benthic_forams,Anomalinoides parvumbilia,Anomalinoides,parvumbilia,,,,,
benthic_forams,Anomalinoides parvumbilianus,Anomalinoides,parvumbilianus,,,,,
benthic_forams,Anomalinoides parvumbilius,Anomalinoides,parvumbilius,,,,,
benthic_forams,Anomalinoides sp. A,Anomalinoides,sp.,A,,,,
benthic_forams,Anomalinoides sp. B,Anomalinoides,sp.,B,,,,
benthic_forams,Anomalinoides sp. indet.,Anomalinoides,sp.,indet.,,,,
benthic_forams,Anomalinoides sp.A,Anomalinoides,sp.A,,,,,
benthic_forams,Anomalinoides sphericus,Anomalinoides,sphericus,,,,,
benthic_forams,Anomalinoides subnonionoides,Anomalinoides,subnonionoides,,,,,
benthic_forams,Anomalinoides? sp.,Anomalinoides?,sp.,,,,,
benthic_forams,Astorononion spp.,Astorononion,spp.,,,,,
benthic_forams,Astrononion kickinskii,Astrononion,kickinskii,,,,,
benthic_forams,Astrononion sp. indet.,Astrononion,sp.,indet.,,,,
benthic_forams,Astrorhiza sp.?,Astrorhiza,sp.?,,,,,
benthic_forams,Awhea tosta,Awhea,tosta,,,,,
benthic_forams,Bathymetry,Bathymetry,,,,,,
benthic_forams,Bolivina,Bolivina,,,,,,
benthic_forams,Bolivina affiliata,Bolivina,affiliata,,,,,
benthic_forams,Bolivina sp. 1,Bolivina,sp.,1,,,,
benthic_forams,Bolivina sp. A,Bolivina,sp.,A,,,,
benthic_forams,Bolivinita cf. pliozea,Bolivinita,pliozea,,cf.,,,
