genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,kingdom_taxon_id,kingdom_taxon_name
Agglutinated,,,,,,,,,,,,,,,
Alabaminella,423746,Alabaminella,genus,241423,Eponididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Alabammina,,,,,,,,,,,,,,,
Alabamminella,,,,,,,,,,,,,,,
Ammodiscus,818,Ammodiscus,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Ammonia,823,Ammonia,genus,103768,Rotaliidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Amphicoryna,835,Amphicoryna,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Anomalina,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Anomalinoides,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Anomalinoides?,,,,,,,,,,,,,,,
Astorononion,,,,,,,,,,,,,,,
Astrononion,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Astrorhiza,912,Astrorhiza,genus,147614,Astrorhizidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Awhea,928,Awhea,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Bathymetry,,,,,,,,,,,,,,,
Bolivina,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Bolivinita,998,Bolivinita,genus,155884,Bolivinitidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Botellina,247314,Botellina,genus,155937,Hippocrepinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Brizalina,1017,Brizalina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Bulimina,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Calc.,3603,Calcarea,class,,,,,,,2894,Porifera,,,325038,Animalia
Cancris,1051,Cancris,genus,241044,Bagginidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Cassidulina,168467,Cassidulina,suborder,,,33187,Cassiduloida,32733,Echinoidea,30739,Echinodermata,,,325038,Animalia
Cassidulina?,,,,,,,,,,,,,,,
Caudamina,,,,,,,,,,,,,,,
Chrysalogonium,1103,Chrysalogonium,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Cibicides,1107,Cibicides,genus,82208,Cibicididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Cibicidoides,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Cornuspira,1161,Cornuspira,genus,112295,Cornuspiridae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Cyclammina,1218,Cyclammina,genus,103760,Lituolidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Discorbinella,1284,Discorbinella,genus,241473,Discorbinellidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Dorothia,1296,Dorothia,genus,103762,Valvulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Dyocibicides,1312,Dyocibicides,genus,82208,Cibicididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Eggerella,1324,Eggerella,genus,103762,Valvulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Eherenbergina,,,,,,,,,,,,,,,
Ehrenbergina,1327,Ehrenbergina,genus,103771,Cassidulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Elphidium,1342,Elphidium,genus,82206,Elphidiidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Epistominella,1395,Epistominella,genus,82203,Discorbidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Euuvigerina,1408,Euuvigerina,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Evolvecassidulina,,,,,,,,,,,,,,,
Evolvocassidulina,1414,Evolvocassidulina,genus,103771,Cassidulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Fissurina,1439,Fissurina,genus,155901,Ellipsolagenidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Fistulose?,,,,,,,,,,,,,,,
Fursenkoina,1460,Fursenkoina,genus,241030,Fursenkoinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Gaudryina,1476,Gaudryina,genus,112277,Verneuilinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Gavelinopsis,1481,Gavelinopsis,genus,241432,Rosalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Globocassidulina,1513,Globocassidulina,genus,103771,Cassidulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Glomospira,1535,Glomospira,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Gyroidina,1566,Gyroidina,genus,103768,Rotaliidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Gyroidinoides,1568,Gyroidinoides,genus,103768,Rotaliidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Haeuslella,,,,,,,,,,,,,,,
Haeuslerella,1572,Haeuslerella,genus,82194,Textulariidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Haeuslerlella,,,,,,,,,,,,,,,
Haplophragmoides,1586,Haplophragmoides,genus,103761,Haplophragmoiidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Haynesina,1594,Haynesina,genus,432128,Haynesinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Hormosinella,1644,Hormosinella,genus,112270,Hormosinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Islandiella,1679,Islandiella,genus,158932,Islandiellidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Laevigata,,,,,,,,,,,,,,,
Lagena,1739,Lagena,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Laticarinina,1757,Laticarinina,genus,241473,Discorbinellidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Loxostmum,,,,,,,,,,,,,,,
Marginulina,1810,Marginulina,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Marginulinopsis,1812,Marginulinopsis,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Martinottiella,1817,Martinottiella,genus,103762,Valvulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Mattinotiella,,,,,,,,,,,,,,,
Melonis,1836,Melonis,genus,82211,Nonionidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Myllostonella,,,,,,,,,,,,,,,
Neugeborina,,,,,,,,,,,,,,,
Nodosalia,,,,,,,,,,,,,,,
Nodosaria,1952,Nodosaria,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Nonion,1955,Nonion,genus,82211,Nonionidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Nothia,1960,Nothia,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Notorotalia,1963,Notorotalia,genus,82211,Nonionidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Oolina,1984,Oolina,genus,155901,Ellipsolagenidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Pandaglandulina,2046,Pandaglandulina,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Paracassidulina,2049,Paracassidulina,genus,103771,Cassidulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Paratrochammina,,,,,,,,,,,,,,,
Paratrochamminoides,2081,Paratrochamminoides,genus,154152,Lituotubidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Patellinella,2093,Patellinella,genus,279578,Placentulinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Pileolina,430632,Pileolina,genus,147613,Glabratellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Planulina,2149,Planulina,genus,112321,Planulidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Planulina?,,,,,,,,,,,,,,,
Plectofrondicularia,2154,Plectofrondicularia,genus,430617,Plectofrondiculariidae,429590,Polymorphinida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Procerolagena,2216,Procerolagena,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Proxifrons,2227,Proxifrons,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Pseudonodosaria,2277,Pseudonodosaria,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Pseudoparrella,2282,Pseudoparrella,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Pseudopleurostomella,,,,,,,,,,,,,,,
Pullenia,2324,Pullenia,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Pygmaeseistron,,,,,,,,,,,,,,,
Pyrgo,2334,Pyrgo,genus,81704,Miliolidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Quadrimorphina?,,,,,,,,,,,,,,,
Quinqueloculina,2355,Quinqueloculina,genus,81704,Miliolidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Rectobolivina,2371,Rectobolivina,genus,241017,Siphogenerinoididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Rectouvigerina,,,,,,,,,,,,,,,
Rectuvigerina,2388,Rectuvigerina,genus,241017,Siphogenerinoididae,,,,,288974,Foraminifera,,,212476,Rhizaria
Reophax,2400,Reophax,genus,112270,Hormosinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Reticulophragmium,2406,Reticulophragmium,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Saracenaria,2471,Saracenaria,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Sigmoilopsis,2525,Sigmoilopsis,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Siphonaperta,2542,Siphonaperta,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Siphonodosaria,2547,Siphonodosaria,genus,155931,Stilostomellidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Siphotextularia,2550,Siphotextularia,genus,82194,Textulariidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Siphotexturalia,,,,,,,,,,,,,,,
Siphouvigerina,2551,Siphouvigerina,genus,82201,Uvigerinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Spheroidina,,,,,,,,,,,,,,,
Spiroloculina,2589,Spiroloculina,genus,240117,Spiroloculinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Spiroplectammina,2592,Spiroplectammina,genus,154153,Spiroplectamminidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Spirosigmoillina,,,,,,,,,,,,,,,
Spirosigmoilopsis,,,,,,,,,,,,,,,
Stainforthia,2606,Stainforthia,genus,429343,Stainforthiidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,,,212476,Rhizaria
Stilostomella,2616,Stilostomella,genus,155931,Stilostomellidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Subreophax,247340,Subreophax,genus,112270,Hormosinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Takayanagia,2643,Takayanagia,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Textularia,2661,Textularia,genus,82194,Textulariidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Texturalia,,,,,,,,,,,,,,,
Trifarina,2708,Trifarina,genus,82201,Uvigerinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Triloculina,2709,Triloculina,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,,,212476,Rhizaria
Trochamminas?,,,,,,,,,,,,,,,
Trochamminoides?,,,,,,,,,,,,,,,
Tube-shaped,,,,,,,,,,,,,,,
Turrilina,2743,Turrilina,genus,241013,Turrilinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Undifferentiated,,,,,,,,,,,,,,,
Uvigerina,2758,Uvigerina,genus,82201,Uvigerinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Vaginulina,2762,Vaginulina,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Vaginulinopsis,2763,Vaginulinopsis,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,,,212476,Rhizaria
Valvalammina,,,,,,,,,,,,,,,
Valvulina,2769,Valvulina,genus,103762,Valvulinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Velereninoides,,,,,,,,,,,,,,,
Veleronoides,,,,,,,,,,,,,,,
Virgulopsis,2802,Virgulopsis,genus,155884,Bolivinitidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Vulvulina,2810,Vulvulina,genus,82194,Textulariidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Achnanthes,83624,Achnanthes,genus,71198,Achnanthaceae,427118,Achnanthales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Actinocyclus,82146,Actinocyclus,genus,71207,Hemidiscaceae,426780,Coscinodiscales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Actinocycluscurvatulus,,,,,,,,,,,,,,,
Actinocylus,,,,,,,,,,,,,,,
Actinoptycus,,,,,,,,,,,,,,,
Amphora,387135,Amphora,genus,432978,Catenulaceae,426798,Thalassiophysales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Asteromphalus,82148,Asteromphalus,genus,71208,Asterolampraceae,426697,Asterolamprales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Astromphalus,,,,,,,,,,,,,,,
Azpeitia,432282,Azpeitia,genus,71207,Hemidiscaceae,426780,Coscinodiscales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Chaetoceros,82150,Chaetoceros,genus,431966,Chaetocerotaceae,,,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Cocconeis,387121,Cocconeis,genus,432644,Cocconeidaceae,427118,Achnanthales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Coscinodiscus,71292,Coscinodiscus,genus,71206,Coscinodiscaceae,426780,Coscinodiscales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Delphineis,82157,Delphineis,genus,433369,Rhaphoneidaceae,426791,Rhaphoneidales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Delpineis,,,,,,,,,,,,,,,
Diatom,,,,,,,,,,,,,,,
Diploneis,82159,Diploneis,genus,433092,Diploneidaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Encyonema,,,,,,,,,,,,,,,
Eunotia,433419,Eunotia,genus,71197,Eunotiaceae,427119,Eunotiales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Fragilaria,83626,Fragilaria,genus,387103,Fragilariaceae,427120,Fragilariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Fragilariopsis,432807,Fragilariopsis,genus,432671,Bacillariaceae,427869,Bacillariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Fraglariopsis,,,,,,,,,,,,,,,
Frgilariopsis,,,,,,,,,,,,,,,
Gen.,52776,Genasauria,unranked clade,,,,,36322,Reptilia,,,,,,
Gomphonema,433679,Gomphonema,genus,433678,Gomphonemataceae,426782,Cymbellales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Gonphonema,,,,,,,,,,,,,,,
Grammatophora,339276,Grammatophora,genus,433471,Striatellaceae,426797,Striatellales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Hemidiscus,1606,Hemidiscus,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Hyalochaete,,,,,,,,,,,,,,,
Kisseleviella,434081,Kisseleviella,genus,433229,Cymatosiraceae,426781,Cymatosirales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Marine,,,,,,,,,,,,,,,
Mediarina,,,,,,,,,,,,,,,
Melosira,71289,Melosira,genus,71205,Melosiraceae,426788,Melosirales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Meridion,441556,Meridion,genus,387103,Fragilariaceae,427120,Fragilariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Navicula,61324,Navicula,genus,59188,Arcidae,244029,Arcida,16005,Bivalvia,7805,Mollusca,,,325038,Animalia
Neodenticula,432811,Neodenticula,genus,432671,Bacillariaceae,427869,Bacillariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Nitzschia,82165,Nitzschia,genus,432671,Bacillariaceae,427869,Bacillariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Nitzschia?,,,,,,,,,,,,,,,
Opephora,441637,Opephora,genus,387103,Fragilariaceae,427120,Fragilariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Palaria,,,,,,,,,,,,,,,
Parali,,,,,,,,,,,,,,,
Paralia,71263,Paralia,genus,427318,Paraliaceae,426789,Paraliales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Pinnularia,387127,Pinnularia,genus,433094,Pinnulariaceae,,,,,,,,,,
Pinularia,,,,,,,,,,,,,,,
Porosira,432624,Porosira,genus,71204,Thalassiosiraceae,432628,Thalassiosirales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Proboscia,71265,Proboscia,genus,71211,Rhizosoleniaceae,427159,Rhizosoleniales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Psuedopodsira,,,,,,,,,,,,,,,
Pysidicula,,,,,,,,,,,,,,,
Pyxidicula,71269,Pyxidicula,genus,71206,Coscinodiscaceae,426780,Coscinodiscales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Pyxidiculla,,,,,,,,,,,,,,,
Pyxilla,82169,Pyxilla,genus,71210,Pyxillaceae,427159,Rhizosoleniales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Raphoneis,71221,Raphoneis,genus,,,69589,Pennales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Resting,,,,,,,,,,,,,,,
Rhabdonema,433617,Rhabdonema,genus,433616,Rhabdonemataceae,426790,Rhabdonematales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Rhizosolenia,71270,Rhizosolenia,genus,71211,Rhizosoleniaceae,427159,Rhizosoleniales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Rhopalodia,433415,Rhopalodia,genus,434230,Rhopalodiaceae,426792,Rhopalodiales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Stauroneis,442332,Stauroneis,genus,442333,Stauroneidaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Synedra,82175,Synedra,genus,387103,Fragilariaceae,427120,Fragilariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Tetracyclus,442339,Tetracyclus,genus,442337,Tabellariaceae,442338,Tabellariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Thalassionema,82176,Thalassionema,genus,427317,Thalassionemataceae,426802,Thalassionematales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
