pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,genus_taxon_name,genus_taxon_id,family_taxon_name,family_taxon_id,order_taxon_name,order_taxon_id,class_taxon_name,class_taxon_id,phylum_taxon_name,phylum_taxon_id,kingdom_taxon_name,kingdom_taxon_id,version,pbdb_name_count
82093,Trachyleberididae,family,Trachyleberididae,82093,,,Podocopida,23837,Ostracoda,22826,Arthropoda,18891,Animalia,325038,updated,2
112265,Trochamminidae,family,,,Trochamminidae,112265,,,,,Foraminifera,288974,Rhizaria,212476,old,2
112265,Trochamminidae,family,Trochamminidae,112265,,,,,,,Foraminifera,288974,Rhizaria,212476,updated,2
34108,Tunicata,subphylum,,,,,,,,,Chordata,33815,Animalia,325038,old,2
34108,Tunicata,subphylum,Tunicata,34108,,,,,,,Chordata,33815,Animalia,325038,updated,2
252000,Typha,genus,Typha,252000,Typhaceae,55817,Poales,182987,,,Angiospermae,54885,Plantae,54311,old,2
252000,Typha,genus,Typha,252000,Typhaceae,55817,Poales,182987,Angiospermae,452804,Spermatophyta,55350,Plantae,54311,updated,2
55984,Ulmus,genus,Ulmus,55984,Ulmaceae,54598,Rosales,54921,Magnoliopsida,55217,Spermatophyta,55350,Plantae,54311,old,2
55984,Ulmus,genus,Ulmus,55984,Ulmaceae,54598,Rosales,54921,Angiospermae,452804,Spermatophyta,55350,Plantae,54311,updated,2
82201,Uvigerinidae,family,,,Uvigerinidae,82201,,,,,Foraminifera,288974,Rhizaria,212476,old,2
82201,Uvigerinidae,family,Uvigerinidae,82201,,,,,,,Foraminifera,288974,Rhizaria,212476,updated,2
112281,Vaginulinidae,family,,,Vaginulinidae,112281,Vaginulinida,428878,Nodosariata,428875,Foraminifera,288974,Rhizaria,212476,old,2
112281,Vaginulinidae,family,Vaginulinidae,112281,,,Vaginulinida,428878,Nodosariata,428875,Foraminifera,288974,Rhizaria,212476,updated,2
55786,Valerianaceae,family,,,Valerianaceae,55786,Dipsacales,54945,Magnoliopsida,55217,Spermatophyta,55350,Plantae,54311,old,2
55786,Valerianaceae,family,Valerianaceae,55786,,,Dipsacales,54945,Angiospermae,452804,Spermatophyta,55350,Plantae,54311,updated,2
445382,Votadinium,genus,Votadinium,445382,Protoperidiniaceae,323951,Peridiniales,277919,Dinophyceae,321578,,,,,old,2
445382,Votadinium,genus,Votadinium,445382,Peridiniaceae,277915,Peridiniales,277919,Dinophyceae,321578,,,,,updated,2
