leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,583,F,6,1,0.0,135.0,198.70,198.70,200.05,AJS, SILTY MUD,,,,,,,, FIRM, 00000000,50b94902af4e397da3a85dc86d21b951
87,583,F,6,2,0.0,135.0,198.70,200.20,201.55,AJS, SANDY MUD,,,,,,,, FIRM, 00000000,cb3834f9723e5b301a601cf5d363576b
87,583,F,6,3,0.0,28.0,198.70,201.70,201.98,AJS, MUD,,,,,,,, FIRM, 00000000,4369db6c130c228ee145ad56bc75fe47
87,583,F,6,CC,0.0,20.0,198.70,202.08,202.18,AJS, MUD,,,,,,,, FIRM, 00000000,b76def56e4703d2376154d5d17e375f8
87,583,F,7,CC,0.0,30.0,208.20,208.30,208.50,AJS, SILTY MUD,,,,,,,, FIRM, 00000000,3af6604754693cd66ee70bda7728cf22
87,583,F,8,1,0.0,39.0,217.70,217.70,218.09,JC, MUD,,,,,,,, FIRM, 00000000,34a13063661880c8a25bddbea9e96948
87,583,F,11,1,0.0,150.0,246.60,246.60,248.10,JC," MUD,SAND",,,,,,,, FIRM, 00000000,53956486c3b44ade74c3f5d9995627c1
87,583,F,12,1,0.0,140.0,256.30,256.30,257.70,JC," MUD,SILT",,,,,,,, FIRM, 00000000,b23c06081fa3488f1f8549c2b8806a0b
87,583,F,12,2,0.0,132.0,256.30,257.80,259.12,JC," TURBIDITE,MUD",,,,,,,, FIRM, 00000000,d670cbeac2533714e608110e05d2494b
87,583,F,12,3,0.0,51.0,256.30,259.30,259.81,JC, MUD,,,,,,,, FIRM, 00000000,bdb0ab94174cd87ae4418a8379374d4d
87,583,F,12,CC,0.0,16.0,256.30,259.93,259.99,JC, MUD,,,,,,,, FIRM, 00000000,4c0c00efe24e95986426941cc2a36f0a
87,583,F,13,1,0.0,57.0,266.00,266.00,266.57,JC, MUD,,,,,,,, FIRM, 00000000,375a212d771cb20972bd10e91e63c11e
87,583,F,13,CC,0.0,12.0,266.00,266.67,266.69,JC, MUD,,,,,,,, FIRM, 00000000,0a9dc39667e4f4637ac8a65d857aa4e9
87,583,F,14,1,0.0,135.0,275.70,275.70,277.05,JC, MUD,,,,,,,, FIRM, 00000000,62c4af504817cee0b302f5264cd1cc3a
87,583,F,14,2,0.0,139.0,275.70,277.20,278.59,JC," MUD,SILT",,,,,,,, FIRM, 00000000,a52705b5c22b3cfb367fd555ac069afa
