path,field
Micropal_CSV_3/342_nannofossils_U1406B_1.csv,Umbilicosphaera jafari
Micropal_CSV_3/342_benthic_forams_U1409A_2.csv,File Data
Micropal_CSV_3/341_benthic_forams_U1417B.csv,Type
