path,field
Micropal_CSV_3/342_nannofossils_U1406B_1.csv,Umbilicosphaera jafari
Micropal_CSV_3/342_planktic_forams_U1406A_2.csv,Zone name (short)
Micropal_CSV_3/341_benthic_forams_U1417B.csv,Type
Micropal_CSV_3/342_planktic_forams_U1408A_2.csv,Zone name (short)
Micropal_CSV_3/342_planktic_forams_U1407A_2.csv,Zone name (short)
Micropal_CSV_3/342_planktic_forams_U1407A_2.csv,Zone name
