Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 661,A,Post Moratorium          ,       6.900,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 661,A,Post Moratorium          ,      22.150,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 661,A,Post Moratorium          ,      28.300,    1.890000,LO Discoaster brouweri
,,,,,,
108, 661,A,Post Moratorium          ,      30.450,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 661,A,Post Moratorium          ,      34.650,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 661,A,Post Moratorium          ,      36.150,    2.450000,LO Discoaster surculus
,,,,,,
108, 661,A,Post Moratorium          ,      41.050,    2.650000,LO Discoaster tamalis
,,,,,,
108, 661,A,Post Moratorium          ,      51.950,    3.450000,LO Sphenolithus spp.
,,,,,,
108, 661,A,Post Moratorium          ,      53.750,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
108, 661,A,Post Moratorium          ,      55.300,    3.700000,LO Amaurolithus spp.
,,,,,,
108, 661,A,Post Moratorium          ,      66.050,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 661,A,Post Moratorium          ,      68.000,    5.000000,FO Ceratolithus acutus
,,,,,,
108, 661,A,Post Moratorium          ,      70.300,    5.600000,LO Amaurolithus amplificus
,,,,,,
108, 661,A,Post Moratorium          ,      72.350,    5.900000,FO Amaurolithus amplificus
,,,,,,
108, 661,A,Post Moratorium          ,      75.350,    6.500000,FO Amaurolithus primus
,,,,,,
108, 661,A,Post Moratorium          ,      78.500,    8.200000,FO Discoaster quinqueramus
,,,,,,
108, 661,A,Post Moratorium          ,      82.000,    8.900000,LO Discoaster hamatus
,,,,,,
108, 661,A,Post Moratorium          ,      82.600,   10.000000,FO Catinaster calyculus
,,,,,,
108, 661,A,Post Moratorium          ,     107.300,   66.599998,FO Micula prinsii
,,,,,,
108, 661,A,Post Moratorium          ,     115.050,   68.699997,FO Micula murus
,,,,,,
108, 661,A,Post Moratorium          ,     124.450,   72.300003,LO Quadrum trifidum
,,,,,,
