leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
81,552,A,PLEISTOCENE,,0.0,34.3,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
81,552,A,UPPER PLIOCENE,,34.3,62.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
81,552,A,LOWER PLIOCENE,,62.0,106.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
81,552,A,UPPER MIOCENE,,106.0,158.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
81,552,A,UPPER MIOCENE,MIDDLE MIOCENE,158.5,163.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
81,552,A,MIDDLE MIOCENE,,163.5,172.9,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
81,552,A,UPPER OLIGOCENE,,172.9,173.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
81,552,A,LOWER OLIGOCENE,,173.5,173.8,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
81,552,A,UPPER EOCENE,,173.8,174.3,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
81,552,A,MIDDLE EOCENE,LOWER EOCENE,174.3,178.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
81,552,A,MIDDLE EOCENE,,178.5,183.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
