Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalita quinqueloba,Neogloboquadrina atlantica (sinistral),Globigerinita juvenilis,Globigerinita glutinata,Globigerina bulloides,Neogloboquadrina spp.,Neogloboquadrina pachyderma (sinistral),Globorotalia scitula,Globigerina venezuelana,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Tenuitellinata sp.,Globigerinella obesa,Tenuitella sp.,Neogloboquadrina dutertrei,Globigerinita uvula,Globorotalia inflata,Globigerina falconensis,Neogloboquadrina atlantica (dextral),Globoturborotalita rubescens,Globigerina sp. A,Streptochilus globigerum,Neogloboquadrina pachyderma (dextral),Tenuitella minutissima,Globoquadrina conglomerata,Neogloboquadrina praehumerosa,Globorotalia theyeri,Globigerinoides ruber,Tenuitella iota,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 1, 120.00,     31.5000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 2,  14.00,     31.9400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,cf             ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 2,  69.00,     32.4900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 2, 120.00,     33.0000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,R                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 3,  14.00,     33.4400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,R                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 3,  69.00,     33.9900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 3, 120.00,     34.5000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                                     ,-                      ,-                      ,VR                   ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 4,  14.00,     34.9400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 4,  69.00,     35.4900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,T                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 4, 120.00,     36.0000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 5,  14.00,     36.4400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,C                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,T                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 5,  69.00,     36.9900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,R                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 5, 120.00,     37.5000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,R                    ,-                    ,T                                      ,-                   ,-                      ,R                        ,R                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 6,  14.00,     37.9400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                                     ,T                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 6,  69.00,     38.4900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A,  5,H, 6, 120.00,     39.0000,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  5,H, 7,  14.00,     39.4400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 1,  54.00,     40.3400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 2, 118.00,     42.4800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,C                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,C                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 3, 109.00,     43.8900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 4,   2.00,     44.3200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,T                      ,T                    ,-                    ,T                                      ,T                   ,-                      ,T                        ,T                           ,-                 ,T                   ,-             ,T                         ,T                  ,T                   ,-                      ,-                                   ,-                           ,-                ,-                       ,C                                    ,T                     ,cf                        ,-                            ,-                   ,T                    ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 5, 145.00,     47.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,T                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 6,  21.00,     47.5100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,cf                  ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,R                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  6,H, 7,  34.00,     49.1400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,VR                   ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 1,  48.00,     49.7800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,T                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,T                         ,T                  ,T                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 2, 113.00,     51.9300,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,R                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,T                     ,T                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 3,  79.00,     53.0900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 4, 106.00,     54.8600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,C                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,T                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 5,  59.00,     55.8900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 6, 126.00,     58.0600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  7,H, 7,  12.00,     58.4200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,VR                      ,R                                    ,T                     ,-                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 1, 144.00,     60.2400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,R                   ,-             ,T                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,T                     ,-                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 2,  82.00,     61.1200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 3,   4.00,     61.8400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 4,  40.00,     63.7000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 5, 111.00,     65.9100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,VR                                   ,T                     ,-                         ,T                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 6,  47.00,     66.7700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,-                     ,-                         ,-                            ,-                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  8,H, 7,  45.00,     68.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,-                    ,T                                      ,T                   ,-                      ,T                        ,T                           ,-                 ,-                   ,-             ,T                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,VR                                   ,T                     ,-                         ,-                            ,R                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  9,H, 2, 133.00,     71.1300,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,R                   ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  9,H, 3, 141.00,     72.7100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  9,H, 4,  59.00,     73.3900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A,  9,H, 5, 121.00,     75.5100,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  9,H, 6,  72.00,     76.5200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,VR                     ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  9,H, 7,  48.00,     77.7800,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
