Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
161, 977,A,Initial Reports          ,       6.540,    0.085000,Base E. huxleyi acme
,,,,,,
161, 977,A,Initial Reports          ,      49.500,    0.260000,FO E. huxleyi
,,,,,,
161, 977,A,Initial Reports          ,      63.240,    0.460000,LO P. lacunosa
,,,,,,
161, 977,A,Initial Reports          ,     143.000,    0.930000,LO R. asanoi
,,,,,,
161, 977,A,Initial Reports          ,     160.360,    1.020000,FO G. omega > 4.0 microns
,,,,,,
161, 977,A,Initial Reports          ,     170.240,    1.100000,FO R. asanoi
,,,,,,
161, 977,A,Initial Reports          ,     195.610,    1.240000,LO Gephyrocapsa spp. > 5.5 microns
,,,,,,
161, 977,A,Initial Reports          ,     201.190,    1.270000,LO H. sellii
,,,,,,
161, 977,A,Initial Reports          ,     240.410,    1.440000,FO Gephyrocapsa spp. > 5.5 microns
,,,,,,
161, 977,A,Initial Reports          ,     251.680,    1.580000,LO C. macintyrei > 11 microns
,,,,,,
161, 977,A,Initial Reports          ,     263.200,    1.750000,FO G. caribbeanica > 4.0 microns
,,,,,,
161, 977,A,Initial Reports          ,     309.830,    1.960000,LO D. brouweri
,,,,,,
161, 977,A,Initial Reports          ,     338.940,    2.130000,FO G. inflata
,,,,,,
161, 977,A,Initial Reports          ,     363.490,    2.450000,LO G. bononiensis
,,,,,,
161, 977,A,Initial Reports          ,     373.580,    2.520000,LO D. pentaradiatus
,,,,,,
161, 977,A,Initial Reports          ,     376.250,    2.630000,LO D. surculus
,,,,,,
161, 977,A,Initial Reports          ,     415.810,    2.780000,LO D. tamalis
,,,,,,
161, 977,A,Initial Reports          ,     426.810,    3.220000,LO Sphaeroidinellopsis spp.
,,,,,,
161, 977,A,Initial Reports          ,     439.860,    3.430000,LO R. pseudoumbilicus > 7 microns
,,,,,,
161, 977,A,Initial Reports          ,     447.510,    3.570000,LO G. puncticulata 
,,,,,,
161, 977,A,Initial Reports          ,     462.510,    3.660000,LO S. abies
,,,,,,
161, 977,A,Initial Reports          ,     475.740,    3.940000,LCO G. margaritae/LCO R. pseudoumb. > 7 microns
,,,,,,
161, 977,A,Initial Reports          ,     490.610,    4.130000,FCO D. asymmetricus
,,,,,,
161, 977,A,Initial Reports          ,     507.450,    5.070000,LcO H. intermedia
,,,,,,
161, 977,A,Initial Reports          ,     531.270,    5.100000,FCO G. margaritae
,,,,,,
