leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DACIN0060,Actinoptychus senarius,FEW,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DACIN0110,Actinoptychus vulgaris monicae,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DASTR0020,Asteromphalus arachne,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DASTR0090,Asteromphalus heptactis,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DASTR0130,Asteromphalus imbricatus,ABUNDANT,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCHAE0010,Chaetoceros sp.,FEW,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0030,Coscinodiscus africanus,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0080,Coscinodiscus asteromphalus,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0280,Coscinodiscus excentricus,FEW,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0360,Coscinodiscus gigas diorama,RARE,  ,1
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0470,Coscinodiscus lineatus,RARE,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0580,Coscinodiscus nodulifer,ABUNDANT,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DETHM0010,Ethmodiscus rex,COMMON,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DHEMD0010,Hemidiscus cuneiformis,FEW,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DROPE0020,Roperia tesselata,COMMON,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DSTIC0080,Stichodiscus trigonus,RARE,  ,2
16,157,A,1,2,8.0,10.0,0.00,1.59,17,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DTHAS0005,Thalassiothrix sp.,ABUNDANT,  ,2
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DACIN0060,Actinoptychus senarius,RARE,  ,1
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DASTR0040,Asteromphalus brookei,RARE,  ,1
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DASTR0130,Asteromphalus imbricatus,COMMON,  ,1
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCHAE0010,Chaetoceros sp.,RARE,  ,1
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0030,Coscinodiscus africanus,RARE,  ,1
16,157,A,1,4,8.0,10.0,0.00,4.59,15,"BUKRY,D.;FOSTER,J.",04/1973,16,DIATOMS,,,,,NO AGE GIVEN,829,DCOSC0080,Coscinodiscus asteromphalus,RARE,  ,1
