Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
124, 769,B,Initial Reports          ,      61.800,    0.730000,base of Bruhnes Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,      79.500,    0.910000,top of Jaramillo Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,      84.500,    0.980000,base of Jaramillo Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,      93.600,    1.660000,top of Olduvai Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     102.300,    1.880000,base of Olduvai magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     104.300,    2.010000,top of Reunion 2 Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     104.700,    2.040000,base of Reunion 2 Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     114.500,    2.470000,base of Matuyama Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     117.000,    2.920000,Top of Kaena Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     132.600,    3.970000,Base of Cochiti Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     135.200,    4.100000,Top opf Nunivak Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     138.300,    4.240000,Base of Nunivak Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     141.600,    4.400000,Top of Sidufjall Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     143.400,    4.470000,Base of Sidufjall Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     145.500,    4.570000,Top of Thvera Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     150.300,    4.770000,Base of Thvera Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     164.200,    5.350000,Base of Gilbert Magnetochron
,,,,,,
124, 769,B,Initial Reports          ,     168.500,    5.530000,Top of Chron 5  R-subchron
,,,,,,
124, 769,B,Initial Reports          ,     170.100,    5.680000,Base of Chron 5  R-subchron
,,,,,,
124, 769,B,Initial Reports          ,     180.600,    6.370000,Top of Chron 6  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     181.500,    6.500000,Base of Chron 6  N-subchron 
,,,,,,
124, 769,B,Initial Reports          ,     182.100,    6.700000,Top of Chron 6  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     183.800,    6.780000,Base of Chron 6  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     184.800,    6.850000,Base of Chron 6
,,,,,,
124, 769,B,Initial Reports          ,     191.500,    7.280000,Base of Chron 7
,,,,,,
124, 769,B,Initial Reports          ,     193.350,    7.350000,Top of Chron 8  N-subcrhon
,,,,,,
124, 769,B,Initial Reports          ,     194.500,    7.410000,Base of Chron 8  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     199.700,    7.900000,Base of Chron 8
,,,,,,
124, 769,B,Initial Reports          ,     204.900,    8.210000,Base of Chron 9
,,,,,,
124, 769,B,Initial Reports          ,     207.200,    8.410000,top of Chron 10  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     209.200,    8.500000,Base of Chron 10  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     211.300,    8.710000,Top of Chron 10  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     212.800,    8.800000,Base of Chron 10  N-subchron
,,,,,,
124, 769,B,Initial Reports          ,     213.500,    8.920000,Base of Chron 10
,,,,,,
