leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
78,542,A,1,1,0.0,150.0,173.50,173.50,175.00,NAT, MARLY NANNOFOSSIL OOZE," OLIVE GRAY,BLACK",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,af36db0a25d559b853862cf7d5194db7
78,542,A,1,2,0.0,150.0,173.50,175.00,176.50,NAT, MARLY NANNOFOSSIL OOZE, OLIVE GRAY," BURROWS,MOTTLING,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,5ab1f853be8e96fc799c94fa036d5f27
78,542,A,1,3,0.0,120.0,173.50,176.50,177.70,NAT, MARLY NANNOFOSSIL OOZE," OLIVE GRAY,GRAY"," BURROWS,MOTTLING,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,63c684ca55bb47b365d67064e8778486
78,542,A,1,4,0.0,150.0,173.50,178.00,179.50,NAT, MARLY NANNOFOSSIL OOZE," OLIVE GRAY,GRAY"," BURROWS,MOTTLING,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,55ff441dc29cb27d1e25409be6669f58
78,542,A,1,5,0.0,110.0,173.50,179.50,180.60,NAT, MARLY NANNOFOSSIL OOZE," OLIVE GRAY,GRAY,GREENISH GRAY"," BURROWS,MOTTLING,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,0d57bae7ba7210d2ed0489aa3cae78dc
78,542,A,1,CC,0.0,20.0,173.50,180.70,180.80,NAT, MARLY NANNOFOSSIL OOZE," OLIVE GRAY,GRAY,GREENISH GRAY",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12211210,c391bba820835bf50e75b909d1160aa9
78,542,A,2,1,0.0,150.0,240.00,240.00,241.50,AUD, CLAY, GREENISH GRAY, MOTTLING, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,5c66b4de17ba803f6087ffa386bfb1e5
78,542,A,2,2,0.0,150.0,240.00,241.50,243.00,AUD, CLAY," GREENISH GRAY,DARK GRAY"," MOTTLING,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,cd45d56b6624ffac75180ddb82a041a4
78,542,A,2,3,0.0,150.0,240.00,243.00,244.50,AUD, CLAY," GREENISH GRAY,DARK GRAY", MOTTLING, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,6da2665970d2a5d7606e271d18c88a8e
78,542,A,2,4,0.0,150.0,240.00,244.50,246.00,AUD, CLAY," GREENISH GRAY,DARK GRAY"," MOTTLING,BURROWS,ASH LAYERS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,6f5e8239cbfc22b0c3f1fb3a02b6ccbf
78,542,A,2,5,0.0,150.0,240.00,246.00,247.50,AUD, CLAY," GREENISH GRAY,DARK GRAY"," MOTTLING,BURROWS", MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,0a6f721c4239c5925e4342969603f977
78,542,A,2,6,0.0,150.0,240.00,247.50,249.00,AUD, CLAY, GREENISH GRAY," MOTTLING,BURROWS,ASH LAYERS", SLIGHTLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,d5cf25c4d401f111fb764959ec0fbbb8
78,542,A,2,7,0.0,80.0,240.00,249.00,249.80,AUD, CLAY, GREENISH GRAY," MOTTLING,BURROWS", SLIGHTLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,0d72cffce1d40bda1d819d66bd4ef646
78,542,A,2,CC,0.0,25.0,240.00,249.90,250.05,AUD, CLAY, GREENISH GRAY,, SLIGHTLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 31210000,6c2068ce6485eb9246fab9bbf2d5e615
78,542,A,3,1,0.0,150.0,249.50,249.50,251.00,CAR, MUD, GREEN-GRAY, MOTTLING, SLIGHTLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,ae7647fd10f6a6b67b539be7d66f043f
78,542,A,3,2,0.0,150.0,249.50,251.00,252.50,CAR, MUD, GREEN-GRAY, MOTTLING,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,ab3655999c9f32b9aaa89c6be19640c6
78,542,A,3,3,0.0,150.0,249.50,252.50,254.00,CAR, MUD," DARK GRAY,GREEN GRAY"," MOTTLING,BURROWS",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,dad3c873ed04559b3fbde1998111ad7a
78,542,A,3,4,0.0,150.0,249.50,254.00,255.50,CAR, MUD," DARK GRAY,GREEN GRAY", MOTTLING,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,e2bcd80255aac57b34ad12803b4725c4
78,542,A,3,5,0.0,140.0,249.50,255.50,256.90,CAR, MUD," DARK GRAY,GREEN GRAY", MOTTLING,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,56ce7825bd8756e31b1103c041b2003a
78,542,A,3,6,0.0,87.0,249.50,257.00,257.87,CAR, MUD," DARK GRAY,GREEN GRAY"," MOTTLING,ASH LAYERS",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,b1e3519a0dcd0c146cdc15e931f13e71
78,542,A,3,CC,0.0,10.0,249.50,257.97,257.97,CAR, MUD," DARK GRAY,GREEN GRAY",,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,c8a3e5ab35428f8352cb585d6bec1257
78,542,A,4,1,0.0,150.0,259.00,259.00,260.50,DSC, MUD, GRAY," MOTTLING,BURROWS",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,cb9ed58232518bd5d4f8b571652e88ff
78,542,A,4,2,0.0,150.0,259.00,260.50,262.00,DSC, MUD," GRAY,GREENISH GRAY,OLIVE GRAY"," MOTTLING,BURROWS",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000,8e1f41d16b715e1993e969ad64ab2a1b
