Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 646,B,Initial Reports          ,      62.980,    0.730000,Brunhes /Matuyama
,,,,,,
105, 646,B,Initial Reports          ,      77.300,    0.910000,Top Jaramillo
,,,,,,
105, 646,B,Initial Reports          ,      82.450,    0.980000,Bottom Jaramillo
,,,,,,
105, 646,B,Initial Reports          ,     144.950,    1.750000,LO Neogloboquadrina atlantica
,,,,,,
105, 646,B,Initial Reports          ,     207.850,    2.400000,LO Discoaster surculus
,,,,,,
105, 646,B,Initial Reports          ,     271.750,    3.500000,LCO Reticulofenestra pseudoumbilica
,,,,,,
105, 646,B,Initial Reports          ,     349.950,    4.100000,Bottom Nunivak
,,,,,,
105, 646,B,Initial Reports          ,     386.150,    4.400000,FO Globorotalia punticulata
,,,,,,
105, 646,B,Initial Reports          ,     417.150,    4.770000,Bottom Chron C1
,,,,,,
105, 646,B,Initial Reports          ,     502.000,    5.600000,LO Discoaster quinqueramus
,,,,,,
105, 646,B,Initial Reports          ,     521.350,    5.610000,FO Globorotalia margarita
,,,,,,
105, 646,B,Initial Reports          ,     577.390,    6.370000,Chron C6 Top N1
,,,,,,
105, 646,B,Initial Reports          ,     584.950,    6.500000,FO Amaurolithus primus
,,,,,,
105, 646,B,Initial Reports          ,     637.470,    6.850000,Chron C7 Top N1
,,,,,,
105, 646,B,Initial Reports          ,     666.120,    7.280000,Chron C7 Bottom N3
,,,,,,
105, 646,B,Initial Reports          ,     680.190,    7.900000,Chron C9 Top N1
,,,,,,
105, 646,B,Initial Reports          ,     710.520,    8.210000,Chron C9 Bottom N1
,,,,,,
105, 646,B,Initial Reports          ,     718.550,    8.410000,Chron C9 Top N2
,,,,,,
105, 646,B,Initial Reports          ,     733.070,    8.800000,Chron C10 Bottom N1
,,,,,,
105, 646,B,Initial Reports          ,     737.110,    8.920000,Chron C11 Top N1
,,,,,,
