Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 804,A,Initial Reports          ,      10.150,    0.910000,Jaramillo (T)
,,,,,,
130, 804,A,Initial Reports          ,      17.800,    1.880000,Olduvai (O)
,,,,,,
130, 804,A,Initial Reports          ,      42.700,    4.100000,Nunivak (T)
,,,,,,
130, 804,A,Initial Reports          ,      46.550,    5.000000,LO D. quinqueramus (N)
,,,,,,
130, 804,A,Initial Reports          ,      48.700,    5.500000,Terminal depth
,,,,,,
