leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
94,610,C,1,1,0.0,150.0,8.00,8.00,9.50,IP, ASH-BEARING CALCAREOUS MUD," WHITE,GRAYISH BROWN,GREENISH,GRAY"," LAMINAE,MOTTLING",," VOLCANOGENIC DEPOSITS,PEBBLES",,,, SOFT, 00000000,e72f4e2800db39042abbb0a28c7dbd9d,94-610C-1-1
94,610,C,1,2,0.0,41.0,8.00,9.50,9.91,IP, CALCAREOUS MUD," GRAY,GRAYISH BROWN",,,,,,, SOFT, 33213000.1110,d85c037cb17eb71d1042013a13a530f4,94-610C-1-2
94,610,C,1,2,41.0,150.0,8.00,9.91,11.00,IP, MARLY NANNO OOZE," GRAY,GREEN"," LAMINAE,MOTTLING,BURROWS",,, PYRITE,,, SOFT, 12211210,e52b1c8c82f27f4cd74c8cd3b0f86c43,94-610C-1-2
94,610,C,1,3,0.0,110.0,8.00,11.00,12.10,IP, CALCAREOUS MUD," GRAY,GREEN"," LAMINAE,MOTTLING",,, PYRITE,,, FIRM, 00000000,bcdca5d9c9122672dd56385979411d8d,94-610C-1-3
94,610,C,1,CC,0.0,8.0,8.00,12.20,12.18,IP, MARLY NANNO OOZE, GRAY,,,,,,, SOFT, 12211210,b290980df5d77ef8ecdbcdd13588bc8c,94-610C-1-CC
94,610,C,2,1,0.0,23.0,13.00,13.00,13.23,JFD, MARLY NANNO OOZE, GRAY,,,,,,, SOFT, 12211210,49a38063a5cd68e033de106133306e51,94-610C-2-1
94,610,C,2,1,23.0,150.0,13.00,13.23,14.50,JFD, CALCAREOUS MUD," OLIVE,GRAY", MOTTLING,,,,,, SOFT, 00000000,67e01eec0478f552fa9cd639a6512dd0,94-610C-2-1
94,610,C,2,2,0.0,42.0,13.00,14.50,14.92,JFD, CALCAREOUS MUD, OLIVE, MOTTLING,,,,,, SOFT, 00000000,c18ee50859cc9f1e7714a30729413600,94-610C-2-2
94,610,C,2,2,42.0,150.0,13.00,14.92,16.00,JFD, MARLY NANNO OOZE, PALE OLIVE,,,,,,, SOFT, 00000000,6535fba92fae66bd2a23318b56696103,94-610C-2-2
94,610,C,2,3,0.0,54.0,13.00,16.00,16.54,JFD, MARLY NANNO OOZE, PALE OLIVE,,,,,,, SOFT, 00000000,2f12795f8d2a0cbe582efd841d3ddaca,94-610C-2-3
