Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
166,1005,A,Initial Reports          ,      19.260,    0.250000,FO Emiliania huxleyi (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,      69.600,    0.410000,LO Pseudoemiliania  lacunosa (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     126.560,    0.850000,LO Reticulofenestra asanoi (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     172.740,    1.200000,LO Gephyrocapsa spp. (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     182.880,    1.440000,FO Gephyrocapsa spp. (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     182.900,    1.300000,LO Globigerinoides obliquus (Planktonic Foraminife
,,,,,,
166,1005,A,Initial Reports          ,     190.490,    1.720000,FO Gephyrocapsa caribbeanica (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     190.510,    2.000000,FO Globorotalia truncatulinoides (Planktonic Foram
,,,,,,
166,1005,A,Initial Reports          ,     203.450,    2.600000,LO Globorotalia pertenuis (Planktonic Foraminifer)
,,,,,,
166,1005,A,Initial Reports          ,     226.720,    3.120000,LO Sphaeroidinellopsis spp. (Planktonic Foraminife
,,,,,,
166,1005,A,Initial Reports          ,     226.725,    3.090000,LO Dentoglobigerina altispira (Planktonic Foramini
,,,,,,
166,1005,A,Initial Reports          ,     247.450,    3.660000,LO Reticulofenestra pseudoumbilicus (Nannofossil)
,,,,,,
166,1005,A,Initial Reports          ,     260.170,    3.580000,LO Globorotalia margaritae (Planktonic Foraminifer
,,,,,,
166,1005,A,Initial Reports          ,     274.100,    4.180000,LO Globoturborotalita nepenthes (Planktonic Forami
,,,,,,
166,1005,A,Initial Reports          ,     415.980,    6.200000,FO Globigerinoides extremus (Planktonic Foraminife
,,,,,,
166,1005,A,Initial Reports          ,     431.160,    8.700000,FO Discoaster loeblichii (Nannofossil)
,,,,,,
