leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
61,462,A,UPPER MIOCENE,MIDDLE MIOCENE,78.5,88.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
61,462,A,LOWER OLIGOCENE,UPPER EOCENE,249.5,373.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
61,462,A,MIDDLE EOCENE,,373.0,401.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
61,462,A,LOWER EOCENE,,411.0,430.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
61,462,A,MIDDLE MAESTRICHTIAN,,439.5,449.0,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
61,462,A,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,449.0,487.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
61,462,A,UPPER CAMPANIAN,,487.0,500.8,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
61,462,A,LOWER CAMPANIAN,,500.8,525.0,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
61,462,A,UPPER SANTONIAN,,534.5,544.0,,NO AGE GIVEN,,NO AGE GIVEN,   78,   80,   79,DSDP INITIAL REPORTS
61,462,A,CENOMANIAN,UPPER ALBIAN,544.0,563.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  104,   98,DSDP INITIAL REPORTS
61,462,A,UPPER APTIAN,,702.9,711.0,,NO AGE GIVEN,,NO AGE GIVEN,  108,  112,  110,DSDP INITIAL REPORTS
61,462,A,BARREMIAN,HAUTERIVIAN,723.0,998.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  126,120.5,DSDP INITIAL REPORTS
