Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina velascoensis,Subbotina patagonica,Pseudohastigerina wilcoxensis,Morozovella occlusa,Morozovella edgari,Morozovella aequa,Morozovella acuta,Globanomalina pseudoimitata,Chiloguembelina wilcoxensis,Acarinina wilcoxensis,Acarinina soldadoensis,Acarinina coalingensis,Acarinina berggreni,Morozovella subbotinae,Morozovella gracilis,Acarinina pseudotopilensis,Morozovella marginodentata,Morozovella formosa,Acarinina quetra,Paragloborotalia sp.,Globanomalina planoconica,Subbotina utilisindex,Catapsydrax dissimilis ciperoensis,Globigerina euapertura,Catapsydrax dissimilis,Turborotalia ampliapertura,Globoquadrina tripartita,Globoquadrina tapuriensis,Catapsydrax unicavus,Tenuitellinata angustiumbilicata,Tenuitella clemenciae,Paragloborotalia opima opima,Globorotaloides suteri,Globoquadrina sellii,Globoquadrina rohri,Globigerina prasaepis,Globigerina praebulloides,Dentoglobigerina yeguaensis,Dentoglobigerina pseudociperoensis,Dentoglobigerina globularis,Subbotina angiporoides,Paragloborotalia nana,Globorotaloides sp.,Subbotina gortanii,Dentoglobigerina galavisi,Paragloborotalia continuosa,Globigerina ciperoensis,Catapsydrax globiformis,Paragloborotalia mayeri,Dentoglobigerina baroemoenensis,Tenuitella gemma,Globoquadrina venezuelana,Globigerina anguliofficinalis,Cassigerinella chipolensis,Chiloguembelina cubensis,Paragloborotalia acrostoma,Paragloborotalia siakensis,Globigerinoides primordius,Paragloborotalia kugleri,Paragloborotalia pseudokugleri,Globoquadrina praedehiscens,Dentoglobigerina altispira,Globoquadrina dehiscens,Globoquadrina binaiensis,Globigerinoides trilobus,Comment
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 6,  17.00,    108.6700,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,R                           ,F                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H, 7,  12.00,    110.1200,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 12,H,CC,  24.00,    111.0800,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,                      ,R                         ,                        ,                         ,                    ,                                ,                     ,A                           ,A                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,P                 ,R                        ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 13,H, 1,  50.00,    111.0000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,                      ,R                         ,                        ,                         ,                    ,                                ,                     ,F                           ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,R                     ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 13,H, 2,  50.00,    112.5000,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,F                     ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,P                           ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 13,H, 3,  50.00,    113.5600,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,P                     ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,P                           ,F                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,P                     ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 13,H,CC,   7.00,    120.0800,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,R                     ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 14,H, 1,  53.00,    120.5300,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,                        ,                         ,R                   ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,R                     ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 14,H, 2,  53.00,    122.0300,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,R                           ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,P                     ,F                    ,P                  ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 14,H, 7,  53.00,    129.5300,planks   ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,+                                 ,                      ,+                     ,                          ,                        ,+                        ,+                   ,+                               ,+                    ,+                           ,+                     ,+                   ,+                  ,+                    ,+                        ,+                          ,+                                 ,+                          ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 15,H, 3, 100.00,    133.5000,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,P                     ,                          ,                        ,                         ,P                   ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 15,H, 5, 100.00,    136.5000,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,P                     ,                      ,                          ,                        ,                         ,P                   ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 16,H, 3, 100.00,    143.0600,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,P                     ,P                     ,P                         ,P                       ,P                        ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 16,H, 4,   1.00,    143.5700,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,P                     ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 16,H, 5,  92.00,    146.0300,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,P                     ,P                     ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 17,H, 1, 104.00,    149.5400,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 17,H, 2,  50.00,    150.5000,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,P                    ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 26,X, 2,  18.00,    235.7800,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                    ,R                            ,                   ,                  ,                 ,                 ,                           ,R                          ,R                    ,A                     ,A                     ,F                  ,A                     ,F                   ,                          ,                          ,                   ,F               ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 26,X, 2,  46.00,    236.0600,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                      ,                    ,R                            ,                   ,                  ,                 ,                 ,                           ,R                          ,F                    ,F                     ,F                     ,F                  ,F                     ,F                   ,                          ,                          ,                   ,F               ,R                   ,R                        ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 26,X,CC,  21.00,    238.0700,planks   ,Planktonic Foraminifers                      ,A              ,P                 ,                      ,R                   ,R                            ,                   ,                  ,                 ,                 ,                           ,R                          ,                     ,F                     ,F                     ,                   ,F                     ,F                   ,                          ,R                         ,R                  ,F               ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 27,X, 1,  19.00,    243.8900,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,F                     ,R                   ,R                            ,F                  ,                  ,F                ,R                ,P                          ,                           ,P                    ,F                     ,P                     ,R                  ,F                     ,F                   ,R                         ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A, 27,X,CC,   7.00,    244.5900,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,F                     ,R                   ,R                            ,R                  ,F                 ,F                ,R                ,P                          ,P                          ,P                    ,F                     ,F                     ,R                  ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
