Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
124, 767,B,Post Moratorium          ,      18.500,    0.274000,FO E. huxleyi
,,,,,,
124, 767,B,Post Moratorium          ,      28.250,    0.474000,LO P. lacunosa
,,,,,,
124, 767,B,Post Moratorium          ,      48.800,    0.730000,Base of Bruhnes Magnetochron
,,,,,,
124, 767,B,Post Moratorium          ,      60.200,    0.910000,Top of Jaramillo Magnetochron
,,,,,,
124, 767,B,Post Moratorium          ,      66.400,    0.980000,Base of Jaramillo Magnetochron
,,,,,,
124, 767,B,Post Moratorium          ,      74.000,    1.110000,Top of Cobb Mt Magnetochron
,,,,,,
124, 767,B,Post Moratorium          ,      75.000,    1.120000,Base of Cobb Mt Magnetochron
,,,,,,
124, 767,B,Post Moratorium          ,     100.000,    1.270000,LO H. sellii
,,,,,,
124, 767,B,Post Moratorium          ,     119.430,    1.480000,LO C. tropicus
,,,,,,
124, 767,B,Post Moratorium          ,     132.040,    1.590000,FO G. oceanica s.l.
,,,,,,
124, 767,B,Post Moratorium          ,     152.700,    1.880000,LO D. brouweri
,,,,,,
124, 767,B,Post Moratorium          ,     171.490,    2.290000,LO D. pentaradiatus
,,,,,,
124, 767,B,Post Moratorium          ,     187.040,    2.420000,LO D. surculus
,,,,,,
124, 767,B,Post Moratorium          ,     222.900,    3.510000,LO R. pseudoumbilica
,,,,,,
124, 767,B,Post Moratorium          ,     261.680,    4.000000,FO P. lacunosa
,,,,,,
124, 767,B,Post Moratorium          ,     311.780,    5.260000,LO D. quinqueramus
,,,,,,
124, 767,B,Post Moratorium          ,     333.120,    5.800000,LO D. berggrenii
,,,,,,
124, 767,B,Post Moratorium          ,     393.210,    8.200000,FO D. quinqueramus
,,,,,,
124, 767,B,Post Moratorium          ,     433.970,    8.850000,LO D. hamatus
,,,,,,
124, 767,B,Post Moratorium          ,     533.560,   10.000000,FO D. hamatus
,,,,,,
124, 767,B,Post Moratorium          ,     582.510,   10.800000,FO C. coalitus
,,,,,,
