Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Incertae sedis forma A,Bachmayerella tenuis,Comment
  SR,Pleistocene      ,                 ,T.excel-G.car Subz C,              ,160, 965,A,  2,H, 3,  64.00,      4.4400,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz C,              ,160, 965,A,  2,H, 3, 119.00,      4.9900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz C,              ,160, 965,A,  2,H, 4,   9.00,      5.3900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 4,  22.00,      5.5200,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 4,  57.00,      5.8700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 4, 124.00,      6.5400,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 5,  27.00,      7.0700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 5,  60.00,      7.4000,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 5,  81.00,      7.6100,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 5, 139.00,      8.1900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz B,              ,160, 965,A,  2,H, 6,  21.00,      8.5100,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H, 6,  59.00,      8.8900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H, 6, 104.00,      9.3400,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H, 6, 131.00,      9.6100,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H, 7,   2.00,      9.8200,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R/C                   ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H, 7,  32.00,     10.1200,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,VR                  ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,T.excel-G.car Subz A,              ,160, 965,A,  2,H,CC,  20.00,     10.7500,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R/C                   ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 1,  69.00,     10.9900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 2,   7.00,     11.8700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,VR                  ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 2,  67.00,     12.4700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,A                     ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 2, 129.00,     13.0900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R/C                   ,R                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 3,  17.00,     13.4700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C/A                   ,R/C                 ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,160, 965,A,  3,H, 4,  17.00,     14.9700,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,R/C                 ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 4,  32.00,     15.1200,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,VR                  ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 4, 135.00,     16.1500,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,                    ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 5,  29.00,     16.5900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,VR                  ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 5,  35.00,     16.6500,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 6,   9.00,     17.8900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R/C                   ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H, 6, 123.00,     19.0300,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,C/A                   ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Middle Pliocene  ,                 ,                  ,              ,160, 965,A,  3,H,CC,  27.00,     20.2400,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,                  ,              ,160, 965,A,  4,H, 1,  95.00,     20.7500,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,VR                    ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,                  ,              ,160, 965,A,  4,H, 6,  29.00,     27.5900,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,                  ,              ,160, 965,A,  4,H,CC,  32.00,     28.9300,Spezzaferri,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,-                     ,-                   ,from Leg 160SR Ch 10 Table 2
,,,,,,,,,,,,,,,,,,,
