leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,ce5301fded61ce46fe24ef8567c1e902,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0205,Globigerina corpulenta,PRESENT,  ,1,89cbf7f0da5142cdc293e92b3fdb9712,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0315,Globigerina frontosa,PRESENT,  ,1,daa383cfd4bdcd14263213d99f9dde83,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,e6a76d21879b75d8ca5557493a2ffadf,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,PRESENT,  ,1,e10206debf6a47ea5c741529ee416bc3,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOR0210,Globigerinatheka sp.,COMMON,  ,1,67747a0256025f0f50d1d73b7909b8a0,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FHANT0115,Hantkenina sp.,PRESENT,  ,1,4c4eea656c4c9745fd41541029a5efef,47-398D-26-3
47,398,D,26,3,49.0,51.0,651.00,654.50,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,2,b7f3debddf217b8fe73cabce8c00493a,47-398D-26-3
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,PRESENT,  ,1,29f8e5ce506b61b5fda28ac10e9f146b,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0380,Globorotalia pentacamerata,PRESENT,  ,1,ba8dec41afc678b29419e67e056b0a7c,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0508,Globorotalia spinuloinflata,PRESENT,  ,1,2e492d2e3e3fa843966edeb8bc65485d,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,473557c27ad388157207c4f76c2a910f,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0205,Globigerina corpulenta,PRESENT,  ,1,099b95789ebbd381ed4000e3778ade6b,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0315,Globigerina frontosa,PRESENT,  ,1,3acf854efddad064414ddda25ee5f1ca,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,5dca3d34af29db0b0f8f5d24584cbe51,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,PRESENT,  ,1,606cf30c2ffc1cc6673b52575a3f325c,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOR0210,Globigerinatheka sp.,COMMON,  ,1,01c81cb20163438318f22db3b4d2a98d,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FHANT0115,Hantkenina sp.,PRESENT,  ,1,38df0ea5746825632c4bedc31cd61011,47-398D-26-4
47,398,D,26,4,32.0,34.0,651.00,655.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,2,16d3aba6eda221f66c86f6a884449ee3,47-398D-26-4
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,PRESENT,  ,1,5b6fd3b278bbbbb4340af0ca5df68447,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0380,Globorotalia pentacamerata,PRESENT,  ,1,cd6c65f2aa54da9cfa39dae69ff9a024,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0508,Globorotalia spinuloinflata,PRESENT,  ,1,2a9089137c3a0241f96294dc85a69b53,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,45daee8810752d2e927d8c20735a2cb5,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0205,Globigerina corpulenta,PRESENT,  ,1,f996ef0f21a8b3cd547a2c5fb0e03f45,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0315,Globigerina frontosa,PRESENT,  ,1,96e30fba83a3ada5d9e397785bcea3a5,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,8a23670a7042da8837c2aab42518b74f,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,PRESENT,  ,1,848622d4472770f50e0a5e81a657c8b7,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOR0210,Globigerinatheka sp.,COMMON,  ,1,9b4d4d822ba41e6811d9080555f7892e,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FHANT0115,Hantkenina sp.,PRESENT,  ,1,ebce9a145f4438cca9badfde80b12fa7,47-398D-26-5
47,398,D,26,5,48.0,50.0,651.00,657.49,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,2,bd96d1d5fdc1cc5f7965b4619e4ab035,47-398D-26-5
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,PRESENT,  ,1,8df4c65deffb5a330fde8ff5642822bb,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0380,Globorotalia pentacamerata,PRESENT,  ,1,8b08226890c518a1c5caa19e3aa44a19,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0508,Globorotalia spinuloinflata,PRESENT,  ,1,d3349dc1391b0ec8fe77561bdd9f2f44,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,f669803bce4947d8181850810f89e642,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0205,Globigerina corpulenta,PRESENT,  ,1,ce0b7d4378ceb1fefe66b5b2855691ef,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0315,Globigerina frontosa,PRESENT,  ,1,164f3698ffb38b3a7f3065cca4115849,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,0a9cce2a2f0df7eb40bba4f7f1a1b565,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,PRESENT,  ,1,b5f67cd1892ec6d0f9f289a546b62430,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOR0210,Globigerinatheka sp.,COMMON,  ,1,dc7dce1a6fa799b15ae29f7ed8a8e754,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FHANT0115,Hantkenina sp.,PRESENT,  ,1,fecb8c7ac69c82ff32260b9010fe1f07,47-398D-26-6
47,398,D,26,6,32.0,34.0,651.00,658.83,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,2,444453d26f555df87221c88912b3079d,47-398D-26-6
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,PRESENT,  ,1,fe1ab02d6266e433952d33a278baf046,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0380,Globorotalia pentacamerata,PRESENT,  ,1,32dbc9de2f277b2423f1f3111eac7233,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0508,Globorotalia spinuloinflata,PRESENT,  ,1,0ad74facbd2ddaa25a966aac3f9b4616,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0510,Globorotalia spinulosa,PRESENT,  ,1,671ba4342e09cd0e4f3e7436cdb20b9c,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0205,Globigerina corpulenta,PRESENT,  ,1,6ab88a170b5d9ce088b69309d9ca374a,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0315,Globigerina frontosa,PRESENT,  ,1,f0ba16fadbf7d0b879ba52a8a0a061e7,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,85dba49124a1c5c9840640b67651407e,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,PRESENT,  ,1,a00e25cd28f9b549f4dd1f59e63c97b9,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOR0210,Globigerinatheka sp.,COMMON,  ,1,901d80fb0b0d7c16ce2e995604b94ea9,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FHANT0115,Hantkenina sp.,PRESENT,  ,1,8005aad4c724e3b416ff99411d280307,47-398D-26-7
47,398,D,26,7,33.0,35.0,651.00,660.34,11,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FPSEO0030,Pseudohastigerina micra,PRESENT,  ,2,a2485edf359e844e4bea71f2be1704bd,47-398D-26-7
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,96c9f258aeb60e00f66bebe37589fa1e,47-398D-27-1
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,8e290ab88071574e2de3fcac6ef49461,47-398D-27-1
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,85c665914a9eff51b75b3f35cf80e25a,47-398D-27-1
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,342f190067134bcd9bed8d9726a5f7c7,47-398D-27-1
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,c8c549894e822b50947169cb6c1f1e12,47-398D-27-1
47,398,D,27,1,54.0,56.0,660.50,661.05, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,COMMON,  ,1,8d3169f8da5c46d5fe41fc0d2e8c9b9a,47-398D-27-1
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,afb1902641802d917ffc15bdcc3928fc,47-398D-27-2
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,63dc16f9d285c90df7ffb9b13f1598a2,47-398D-27-2
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,a82f2e8bc03d5040f3df6ee174a9c9e9,47-398D-27-2
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,46553b0a359850f98fd876e3183b1a18,47-398D-27-2
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,58889d367b7378a42361b64161253f30,47-398D-27-2
47,398,D,27,2,47.0,49.0,660.50,662.48, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,COMMON,  ,1,5ef446ea7d00f8039cb367c62f482d03,47-398D-27-2
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,565575074f808c1ab2cf1e7408dd25ae,47-398D-27-3
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,2f8a667178111f846af83845d9bbd8f3,47-398D-27-3
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,ff0648c50ce0350d5b2d7d4db0f96d2b,47-398D-27-3
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,943ae466561bde741c8bc32265ef5d6a,47-398D-27-3
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,48059fb006c3f2db52380e6ad0032e0d,47-398D-27-3
47,398,D,27,3,74.0,76.0,660.50,664.25, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,238,FGLOG0715,Globigerina senni,COMMON,  ,1,902e8722e5d9026f1e25b3f1780b281b,47-398D-27-3
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,12679a16bab0f194d0d143aab0aeb708,47-398D-27-4
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,16e0b08f957240c03d1d49b9128f158d,47-398D-27-4
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,c946d2a830436e0f58283fde157f56a6,47-398D-27-4
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,b2a5115a4eba7103c23a41dea49f970c,47-398D-27-4
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,79d330999416ef2e224e682746929e08,47-398D-27-4
47,398,D,27,4,117.0,119.0,660.50,666.18, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0715,Globigerina senni,COMMON,  ,1,7c2dc93492a6e07aace709d3efb375a9,47-398D-27-4
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,13e7470338da539d0663b7db8a35541b,47-398D-27-5
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,95c4c25fb973284331982d014fc2bc91,47-398D-27-5
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,a57a3f30baed75eadd6c6a72db5a8082,47-398D-27-5
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,29df28010596dd81b51120ae90d5607f,47-398D-27-5
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,f5bdd22c768c48b18c89f7f5f37abbeb,47-398D-27-5
47,398,D,27,5,66.0,67.0,660.50,667.17, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0715,Globigerina senni,COMMON,  ,1,e743df71a36afd024d4ae49446d54f67,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0040,Globorotalia aragonensis,PRESENT,  ,1,ab0b1a93a8debc00fbf1e881e14f6cac,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0064,Globorotalia bullbrooki,COMMON,  ,1,4f0a098c25899c0d12ff3635fa38ddff,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOA0132,Globorotalia crassata,PRESENT,  ,1,de9f339d88e0d707c8aa2f1bffbb8933,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0382,Globigerina inaequispira,PRESENT,  ,1,ad4eac28ec4f69f885bdbbbdb203ab15,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0417,Globigerina linaperta s. l.,PRESENT,  ,1,2e4f0107ab5709f150da61d0fd847ca8,47-398D-27-5
47,398,D,27,5,77.0,79.0,660.50,667.28, 6,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,239,FGLOG0715,Globigerina senni,COMMON,  ,1,aa7e3b367ccb754d09a19197960bdc2c,47-398D-27-5
