leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
64,476,,1,1,0.0,150.0,0.00,0.00,1.50,KK," SILTY CLAY,DIATOM MUD (OOZE)"," GREENISH GRAY,GRAYISH OLIVE GREEN",, MODERATELY DISTURBED,  *,,,, SOFT,,69380892c0dc66fd376d1e506c293107,64-476-1-1
64,476,,1,2,0.0,150.0,0.00,1.50,3.00,KK," SILTY CLAY,DIATOM MUD (OOZE)", GRAYISH OLIVE,, GREATLY DISTURBED,  *,, PLANT DEBRIS,, SOFT,,1f2412af1ef9f369704158cf2efcc446,64-476-1-2
64,476,,1,3,0.0,140.0,0.00,3.00,4.40,KK," DIATOM NANNO-OOZE,NANNO-DIATOM OOZE"," OLIVE GRAY,GREENISH GRAY,OLIVE"," BANDING,CONTACTS", GREATLY DISTURBED,  *,,,, SOFT,,c8ef92d0fda558c1c8b7eb52127fbf6a,64-476-1-3
64,476,,1,4,0.0,150.0,0.00,4.50,6.00,KK, DIATOM NANNO MUD, GRAYISH OLIVE TO OLIVE BROWN," MOTTLING,CONTACTS,BANDING", GREATLY DISTURBED*,,,,, SOFT,,fcb010f769d791dd6c78af6528002bc4,64-476-1-4
64,476,,1,5,0.0,150.0,0.00,6.00,7.50,KK, NANNO DIATOM MUD," OLIVE BROWN,OLIVE", BANDING, GREATLY DISTURBED,  *,,,, SOFT,,8d84b1e8302e385a469e30a811f5913c,64-476-1-5
64,476,,1,6,0.0,150.0,0.00,7.50,9.00,KK, DIATOM MUD, GRAY OLIVE,, GREATLY DISTURBED,  *,,,, SOUP,,b4c7659e66549adb88e7a917bed5f397,64-476-1-6
64,476,,1,CC,0.0,20.0,0.00,10.58,10.68,KK, DIATOM MUD, GRAY OLIVE,, GREATLY DISTURBED,  *,,,, SOUP,,7d5c9c6f7ccece2f8ec3db445303a651,64-476-1-CC
64,476,,2,1,0.0,150.0,9.00,9.00,10.50,JWN, SILTY CLAY, DUSKY YELLOW GREEN,, GREATLY DISTURBED,  *,, SPICULES AND SPINES,, SOFT,,a41e7509b1ac3bc02b6627e0a3c9d36e,64-476-2-1
64,476,,2,2,0.0,140.0,9.00,10.50,11.90,JWN, NANNO DIATOM OOZE, DUSKY YELLOW GREEN,,,  *,, PLANT DEBRIS,, SOFT,,a35a7315deff848c53d182a70bdcdf8d,64-476-2-2
64,476,,2,3,0.0,150.0,9.00,12.00,13.50,JWN, NANNO DIATOM OOZE, DUSKY YELLOW GREEN,, GREATLY DISTURBED,  *,, SHELL DEBRIS,, SOFT,,e79065063b0f163f8b32459ebea96bb8,64-476-2-3
