leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,584,B,1,1,0.0,125.0,0.00,0.00,1.25,CAD, MUD,,,,,,,, SOFT, 22232220
87,584,B,1,CC,0.0,38.0,0.00,1.35,1.63,CAD, MUD,,,,,,,, SOFT, 22232220
87,584,B,2,1,0.0,150.0,644.10,644.10,645.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,2,2,0.0,150.0,644.10,645.60,647.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,2,3,0.0,150.0,644.10,647.10,648.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,2,4,0.0,150.0,644.10,648.60,650.10,CAD, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,2,5,0.0,100.0,644.10,650.10,651.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,2,CC,0.0,17.0,644.10,651.20,651.27,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,3,1,0.0,150.0,943.10,943.10,944.60,KF, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,3,2,0.0,140.0,943.10,944.60,946.00,KF, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,3,CC,0.0,15.0,943.10,946.20,946.25,COUL, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,H1,1,0.0,147.0,1.40,1.40,2.87,KF, SAND,,,,,,,, SOFT, 00000000
87,584,B,H1,CC,0.0,15.0,1.40,2.97,3.02,KF, MUDSTONE,,,,,,,, HARD, 22232220
87,584,B,H2,1,0.0,150.0,509.70,509.70,511.20,RM, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,H2,2,0.0,150.0,509.70,511.20,512.70,RM, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,H2,3,0.0,150.0,509.70,512.70,514.20,RM, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,H2,4,0.0,150.0,509.70,514.20,515.70,RM, MUDSTONE,,,,,,,, HARD, 22232220
87,584,B,H2,5,0.0,150.0,509.70,515.70,517.20,RM, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,H2,6,0.0,133.0,509.70,517.20,518.53,RM, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,H2,CC,0.0,35.0,509.70,518.63,518.88,RM, MUDSTONE,,,,,,,, HARD, 33232000
87,584,B,H3,1,0.0,150.0,653.80,653.80,655.30,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,B,H3,2,0.0,150.0,653.80,655.30,656.80,CLS, SILT,,,,,,,, FIRM, 00000000
87,584,B,H3,3,0.0,120.0,653.80,656.80,658.00,CLS, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,H3,CC,0.0,28.0,653.80,658.12,658.30,CLS, MUDSTONE,,,,,,,, FIRM, 33232000
87,584,B,H4,1,0.0,150.0,846.80,846.80,848.30,KF, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,H4,2,0.0,85.0,846.80,848.30,849.15,KF, MUDSTONE,,,,,,,, FIRM, 00000000
87,584,B,H4,CC,0.0,10.0,846.80,849.26,849.26,KF, MUDSTONE,,,,,,,, FIRM, 00000000
