Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra minutula,Reticulofenestra minuta,Reticulofenestra pseudoumbilica(5-7microns),Pseudoemiliania ovata,Pseudoemiliania lacunosa,Helicosphaera carteri var. walichii,Gephyrocapsa spp. (small),Florisphaera profunda,Discoaster spp.,Discoaster brouweri,Coccolithus pelagicus,Calcidiscus leptoporus,Sphenolithus spp.,Calcidiscus macintyrei,Helicosphaera carteri,Gephyrocapsa oceanica,Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Ceratolithus cristatus,Syracosphaera spp.,Coccolithus pelagicus (with bar),Pontosphaera multipora,Gephyrocapsa large,Helicosphaera sellii,Umbilicosphaera sibogae var. sibogae,Umbilicosphaera sibogae var. foliosa,Gephyrocapsa omega,Syracosphaera pulchra,Reticulofenestra spp.,Reticulofenestra pseudoumbilica (>7microns),Cyclolithus annulus,Pontosphaera japonica,Discoaster quinqueramus,Umbellosphaera tenuis,Umbilicosphaera rotula,Rhabdosphaera clavigera,Reticulofenestra asanoi,Pontosphaera discopora,Emiliania huxleyi,Ceratolithus cristatus var. telesmus,Scyphosphaera apsteinii,Rhabdosphaera clavigera var. stylifera,Scapholithus fossilis,Helicosphaera inversa,Umbilicosphaera hulburtiana,Discoaster variabilis,Neosphaera coccolithomorpha,Scyphosphaera spp.,Oolithotus fragilis,Braarudosphaera bigelowii,Comment
  IR,                 ,                 ,                  ,              ,190,1175,A, 30,X, 3,  75.00,    276.5500,Boeckel  ,Nannofossils                                 ,C              ,M                 ,C                        ,                       ,                                           ,F                    ,C                       ,R                                  ,D                        ,                     ,               ,                   ,R                    ,C                     ,                 ,                      ,R                    ,A                    ,A                     ,                         ,R                     ,                  ,R                               ,                      ,                  ,                    ,R                                   ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,F                    ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19          ,190,1175,A, 30,X,CC,  37.00,    280.2900,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,D                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,C                    ,F                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,F                                   ,                  ,                     ,                     ,                                           ,                   ,F                    ,                       ,                     ,F                     ,F                      ,F                      ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 31,X,CC,  32.00,    290.4500,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,C                    ,A                       ,                                   ,                         ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,                     ,F                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,C                 ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 32,X,CC,  32.00,    300.9800,nannos   ,Nannofossils                                 ,               ,                  ,A                        ,C                      ,                                           ,C                    ,A                       ,                                   ,A                        ,A                    ,               ,                   ,F                    ,C                     ,                 ,F                     ,F                    ,                     ,                      ,                         ,R                     ,F                 ,                                ,                      ,                  ,                    ,F                                   ,R                                   ,                  ,                     ,                     ,R                                          ,                   ,F                    ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 33,X, 4,  73.00,    306.8300,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,F                    ,F                       ,F                                  ,D                        ,C                    ,R              ,                   ,                     ,F                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,F                                   ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,F                    ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 33,X,CC,  36.00,    311.4400,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,D                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,                     ,A                    ,C                     ,C                        ,                      ,                  ,                                ,F                     ,C                 ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,F                  ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 34,X,CC,   0.00,    311.2000,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,C                    ,F                       ,                                   ,D                        ,A                    ,               ,                   ,F                    ,C                     ,                 ,                      ,F                    ,A                    ,A                     ,A                        ,R                     ,                  ,                                ,F                     ,                  ,                    ,F                                   ,                                    ,F                 ,                     ,                     ,                                           ,                   ,F                    ,R                      ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 35,X,CC,  11.00,    320.9100,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,C                     ,C                ,                      ,                     ,C                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,C                    ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 36,X,CC,  29.00,    330.6900,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,                     ,                        ,                                   ,A                        ,                     ,               ,                   ,                     ,                      ,                 ,                      ,                     ,A                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,C                 ,                    ,                                    ,                                    ,                  ,                     ,C                    ,C                                          ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 37,X, 3,  64.00,    343.6400,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,F                    ,C                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 37,X,CC,  51.00,    349.2300,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,D                        ,A                    ,               ,                   ,R                    ,C                     ,                 ,                      ,                     ,A                    ,C                     ,A                        ,                      ,C                 ,                                ,R                     ,                  ,R                   ,C                                   ,F                                   ,C                 ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 38,X,CC,  22.00,    355.0800,nannos   ,Nannofossils                                 ,               ,                  ,                         ,C                      ,                                           ,C                    ,C                       ,                                   ,A                        ,C                    ,               ,                   ,                     ,C                     ,                 ,                      ,C                    ,C                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,C                 ,F                   ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 39,X,CC,  17.00,    362.5900,nannos   ,Nannofossils                                 ,               ,                  ,C                        ,C                      ,                                           ,C                    ,                        ,                                   ,A                        ,A                    ,               ,                   ,                     ,F                     ,                 ,                      ,                     ,C                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 40,X,CC,  44.00,    369.2400,nannos   ,Nannofossils                                 ,               ,                  ,                         ,C                      ,                                           ,                     ,C                       ,                                   ,A                        ,C                    ,+              ,                   ,                     ,                      ,                 ,                      ,                     ,A                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,C                 ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 41,X,CC,  41.00,    385.8400,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,                     ,F                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,R                     ,F                ,                      ,F                    ,A                    ,A                     ,A                        ,                      ,                  ,F                               ,F                     ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 42,X, 2,  75.00,    390.2500,Boeckel  ,Nannofossils                                 ,C              ,G                 ,C                        ,                       ,                                           ,F                    ,C                       ,                                   ,A                        ,A                    ,               ,                   ,F                    ,C                     ,                 ,                      ,                     ,A                    ,A                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 42,X,CC,  40.00,    392.7000,Boeckel  ,Nannofossils                                 ,C              ,G                 ,C                        ,                       ,                                           ,A                    ,F                       ,                                   ,A                        ,A                    ,R              ,                   ,                     ,C                     ,                 ,                      ,F                    ,C                    ,C                     ,C                        ,                      ,F                 ,F                               ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 43,X,CC,  39.00,    402.3000,nannos   ,Nannofossils                                 ,               ,                  ,C                        ,                       ,                                           ,A                    ,A                       ,                                   ,                         ,A                    ,+              ,                   ,                     ,C                     ,                 ,C                     ,C                    ,C                    ,A                     ,F                        ,F                     ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 44,X,CC,  36.00,    407.7300,nannos   ,Nannofossils                                 ,               ,                  ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,A                        ,                     ,+              ,C                  ,A                    ,                      ,C                ,A                     ,                     ,                     ,                      ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 46,X,CC,   1.00,    425.8100,nannos   ,Nannofossils                                 ,               ,                  ,A                        ,C                      ,C                                          ,C                    ,C                       ,C                                  ,A                        ,A                    ,+              ,C                  ,F                    ,C                     ,                 ,                      ,                     ,                     ,                      ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 47,X,CC,  29.00,    435.6900,nannos   ,Nannofossils                                 ,               ,                  ,D                        ,A                      ,                                           ,                     ,                        ,                                   ,                         ,                     ,               ,                   ,                     ,                      ,                 ,                      ,                     ,                     ,                      ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
