Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
166,1005,C,Initial Reports          ,     495.270,    9.400000,LO Discoaster hamatus (Nannofossil)
,,,,,,
166,1005,C,Initial Reports          ,     582.360,   10.700000,FO Discoaster hamatus (Nannofossil)
,,,,,,
166,1005,C,Initial Reports          ,     582.365,   10.900000,FO Neogloboquadrina acostaensis  (Planktonic Foram
,,,,,,
166,1005,C,Initial Reports          ,     595.780,   11.300000,FO Catinaster coalitus (Nannofossil)
,,,,,,
166,1005,C,Initial Reports          ,     595.785,   11.400000,LO Neogloboquadrina (Planktonic Foraminifer) (+.00
,,,,,,
166,1005,C,Initial Reports          ,     651.820,   11.800000,FO Globoturborotalita nepenthes (Planktonic Forami
,,,,,,
166,1005,C,Initial Reports          ,     670.900,   11.900000,LO Fohsella spp. (Planktonic Foraminifer)
,,,,,,
