Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Coccolithus eopelagicus,Clausicoccus fenestratus,Discoaster woodringii,Discoaster adamanteus,Sphenolithus dissimilis,Pontosphaera spp.,Helicosphaera spp.,Ilselithina fusa,Zygrhablithus bijugatus,Triquetrorhabdulus milowii,Discoaster aff. druggii,Reticulofenestrid taxa,Discoaster moorei,Discoaster extensus-dilatus group,Sphenolithus delphix,Discoaster formosus,Sphenolithus capricornutus,Triquetrorhabdulus serratus,Discoaster druggii,Thoracosphaera spp.,Sphenolithus dissimilis/belemnos,Triquetrorhabdulus challengeri,Sphenolithus pseudoheteromorphus,Reticulofenestra aff. pseudoumbilicus,Discoaster subsurculus,Discoaster variabilis,Discoaster musicus,Calcidiscus leptoporus,Dictyococcites spp.,Triquetrorhabdulus curvus,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster exilis,Sphenolithus milanettii,Coccolithus radiatus,Discoaster signus-tuberi,Geminilithella rotula,Discoaster brouweri,Calcidiscus premacintyrei,Discoaster intercalaris,Discoaster bollii,Discoaster kugleri,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus rugosus/rioensis,Minylitha convallis,Discoaster triradiatus,Discoaster sp. 1,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster bellus,Catinaster coalitus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Calcidiscus macintyrei,Discoaster surculus,Discoaster quinqueramus/berggrenii,Discoaster asymmetricus,Discoaster pansus,Discoaster sp. 2,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus rugosus,Ceratolithus acutus,Discoaster tamalis,Ceratolithus cristatus,Pseudoemiliania lacunosa,Syracosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Helicosphaera sellii,Gephyrocapsa oceanica s.l.,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 2, 100.00,     62.5000,Rio      ,Nannofossils                                 ,               ,M                 ,C                           ,                      ,                    ,                        ,                                      ,                         ,A                    ,                       ,C                          ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,R                    ,F                    ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,C                                ,                    ,                   ,                          ,                           ,                  ,F                  ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 2, 150.00,     63.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,F                           ,                      ,                    ,                        ,C                                     ,                         ,A                    ,R                      ,A                          ,R                                        ,R                                        ,                      ,F                    ,                        ,                       ,                        ,R                    ,R                    ,                       ,                 ,                  ,                ,                       ,                          ,F                      ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,F                 ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 3,  10.00,     63.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,R                   ,                        ,F                                     ,                         ,A                    ,                       ,A                          ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,R                    ,F                    ,                       ,                 ,                  ,                ,                       ,F                         ,R                      ,                      ,cf               ,F                                ,                    ,                   ,                          ,                           ,F                 ,                   ,                                ,F                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 3,  19.00,     63.1900,Rio      ,Nannofossils                                 ,A              ,M                 ,F                           ,F                     ,F                   ,R                       ,C                                     ,                         ,A                    ,                       ,A                          ,                                         ,R                                        ,                      ,F                    ,                        ,                       ,                        ,R                    ,R                    ,R                      ,                 ,                  ,                ,                       ,F                         ,R                      ,                      ,                 ,F                                ,R                   ,                   ,                          ,F                          ,cf                ,                   ,                                ,R                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 3,  50.00,     63.5000,Rio      ,Nannofossils                                 ,C              ,M                 ,F                           ,                      ,                    ,                        ,F                                     ,                         ,A                    ,                       ,A                          ,                                         ,F                                        ,                      ,                     ,F                       ,                       ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,R                      ,R                         ,R                      ,                      ,                 ,F                                ,                    ,                   ,                          ,                           ,R                 ,                   ,                                ,                              ,                                ,                                     ,R                     ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 3, 100.00,     64.0000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,F                                     ,                         ,A                    ,                       ,A                          ,                                         ,F                                        ,F                     ,R                    ,                        ,                       ,                        ,                     ,C                    ,                       ,                 ,                  ,                ,                       ,F                         ,F                      ,                      ,                 ,                                 ,                    ,                   ,                          ,R                          ,R                 ,                   ,                                ,F                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 4,  30.00,     64.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,                    ,                        ,F                                     ,                         ,A                    ,                       ,A                          ,R                                        ,C                                        ,F                     ,                     ,                        ,                       ,                        ,                     ,R                    ,                       ,                 ,                  ,                ,                       ,R                         ,F                      ,                      ,                 ,F                                ,                    ,                   ,                          ,                           ,F                 ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 4,  80.00,     65.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,                    ,                        ,C                                     ,                         ,A                    ,                       ,A                          ,                                         ,C                                        ,F                     ,C                    ,R                       ,R                      ,                        ,R                    ,R                    ,                       ,                 ,                  ,                ,                       ,F                         ,R                      ,F                     ,cf               ,F                                ,                    ,                   ,                          ,                           ,F                 ,R                  ,                                ,R                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 4, 100.00,     65.5000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,                    ,                        ,C                                     ,                         ,A                    ,R                      ,A                          ,                                         ,C                                        ,F                     ,C                    ,R                       ,R                      ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,                       ,F                         ,R                      ,F                     ,                 ,F                                ,                    ,                   ,                          ,cf                         ,F                 ,F                  ,                                ,R                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 4, 140.00,     65.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,A                           ,                      ,R                   ,R                       ,A                                     ,                         ,A                    ,R                      ,A                          ,R                                        ,C                                        ,R                     ,C                    ,F                       ,F                      ,                        ,                     ,R                    ,R                      ,                 ,                  ,                ,R                      ,                          ,R                      ,R                     ,                 ,F                                ,R                   ,                   ,                          ,                           ,R                 ,F                  ,R                               ,R                             ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Few reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 4, 150.00,     66.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,R                   ,                        ,C                                     ,                         ,A                    ,                       ,A                          ,R                                        ,F                                        ,R                     ,C                    ,C                       ,R                      ,                        ,                     ,R                    ,R                      ,                 ,                  ,                ,R                      ,R                         ,F                      ,R                     ,                 ,F                                ,                    ,                   ,                          ,cf                         ,R                 ,F                  ,C                               ,                              ,R                               ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 5,  80.00,     66.8000,Rio      ,Nannofossils                                 ,A              ,G                 ,C                           ,                      ,R                   ,R                       ,C                                     ,                         ,C                    ,                       ,A                          ,                                         ,C                                        ,C                     ,C                    ,F                       ,R                      ,                        ,                     ,F                    ,R                      ,                 ,                  ,                ,                       ,F                         ,R                      ,                      ,                 ,F                                ,                    ,                   ,                          ,                           ,R                 ,                   ,R                               ,F                             ,R                               ,R                                    ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 5, 150.00,     67.5000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,F                   ,                        ,A                                     ,                         ,A                    ,R                      ,A                          ,                                         ,F                                        ,C                     ,C                    ,C                       ,F                      ,R                       ,R                    ,R                    ,F                      ,                 ,R                 ,                ,                       ,R                         ,F                      ,F                     ,                 ,R                                ,                    ,                   ,                          ,                           ,F                 ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Few reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 6,   9.00,     67.5900,Rio      ,Nannofossils                                 ,A              ,M                 ,A                           ,                      ,                    ,R                       ,C                                     ,                         ,A                    ,                       ,A                          ,                                         ,F                                        ,F                     ,C                    ,F                       ,F                      ,                        ,R                    ,F                    ,R                      ,                 ,                  ,                ,                       ,F                         ,R                      ,F                     ,                 ,                                 ,                    ,                   ,                          ,                           ,R                 ,R                  ,R                               ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 711,B,  8,H, 6,  50.00,     68.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,                    ,                        ,C                                     ,                         ,C                    ,R                      ,A                          ,                                         ,C                                        ,C                     ,C                    ,C                       ,R                      ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,                       ,R                         ,F                      ,F                     ,                 ,                                 ,                    ,                   ,                          ,cf                         ,R                 ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 711,B,  8,H, 6, 150.00,     69.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,                      ,F                   ,                        ,C                                     ,                         ,C                    ,                       ,A                          ,                                         ,F                                        ,R                     ,C                    ,F                       ,R                      ,                        ,R                    ,R                    ,F                      ,                 ,                  ,                ,R                      ,                          ,F                      ,                      ,                 ,                                 ,R                   ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 711,B,  9,H, 1,  50.00,     70.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,A                           ,F                     ,F                   ,                        ,A                                     ,                         ,C                    ,                       ,A                          ,                                         ,F                                        ,R                     ,C                    ,C                       ,                       ,                        ,                     ,R                    ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,A                   ,                   ,F                         ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 711,B,  9,H, 1, 100.00,     70.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,C                           ,R                     ,C                   ,                        ,                                      ,                         ,C                    ,                       ,A                          ,                                         ,F                                        ,F                     ,C                    ,C                       ,                       ,C                       ,R                    ,R                    ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,A                   ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
