Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 662,A,Post Moratorium          ,       4.450,    0.270000,FO Emiliania huxleyi
,,,,,,
108, 662,A,Post Moratorium          ,      21.950,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 662,A,Post Moratorium          ,     107.650,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 662,A,Post Moratorium          ,     122.700,    1.890000,LO Discoaster brouweri
,,,,,,
108, 662,A,Post Moratorium          ,     131.950,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 662,A,Post Moratorium          ,     150.200,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 662,A,Post Moratorium          ,     151.400,    2.450000,LO Discoaster surculus
,,,,,,
108, 662,A,Post Moratorium          ,     160.000,    2.650000,LO Discoaster tamalis
,,,,,,
108, 662,A,Post Moratorium          ,     191.800,    3.450000,LO Sphenolithus spp.
,,,,,,
108, 662,A,Post Moratorium          ,     195.300,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
