Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
117, 730,A,Initial Reports          ,       8.560,    0.190000,FO Emiliania huxleyi
,,,,,,
117, 730,A,Initial Reports          ,      16.580,    1.360000,"FO Gephyrocapsa ""large"""
,,,,,,
117, 730,A,Initial Reports          ,      32.850,    8.850000,LO Discoaster hamatus
,,,,,,
117, 730,A,Initial Reports          ,      75.730,    9.000000,LO Catinaster coalitus
,,,,,,
117, 730,A,Initial Reports          ,      75.740,   10.000000,FO Discoaster hamatus
,,,,,,
117, 730,A,Initial Reports          ,     102.000,   10.400000,LO Globorotalia mayeri
,,,,,,
117, 730,A,Initial Reports          ,     163.280,   11.500000,LO Globorotalia fohsi
,,,,,,
117, 730,A,Initial Reports          ,     228.580,   13.100000,FO Discoaster kugleri
,,,,,,
117, 730,A,Initial Reports          ,     288.430,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
117, 730,A,Initial Reports          ,     294.580,   15.200000,FO Orbulina universa
,,,,,,
