Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 844,B,Post Moratorium          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       0.580,    0.088000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       1.480,    0.127000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       1.630,    0.140000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       2.070,    0.174000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       2.350,    0.184000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       3.270,    0.247000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       4.390,    0.354000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       6.430,    0.479000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       6.780,    0.509000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       7.760,    0.579000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       8.430,    0.614000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       8.500,    0.628000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       8.800,    0.659000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       9.310,    0.717000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,       9.600,    0.737000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      10.090,    0.783000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      11.830,    0.990000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      12.630,    1.070000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      18.100,    1.770000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      19.150,    1.950000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      22.200,    2.600000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      23.750,    3.053000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      23.950,    3.131000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      24.400,    3.224000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
138, 844,B,Post Moratorium          ,      24.500,    3.337000,By site only; depth=mcd; Leg 138 SR p 75
,,,,,,
