leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
101,626,D,001,Rotary,01,MUL,000,,,127,,,medium to coarse sand-sized packstone,white,5y 8/2,,soupy to highly to moderately disturbed,hydrogen sulfide odor,,"forams, pteropods, halimeda, red algae, bryozoans, echinoid spine","forams - planktonic, lithoclasts",unlithified,,R,25.60033,-79.54683,0179.40,17939,18066
101,626,D,001,Rotary,CC,HAR,000,,,012,,,med- to rare crs-grained packstone,white to light gray,2.5y 8/2 to 2.5y 7/2,,drilling breccia,dead oil stains,,skeletal debris,clasts (1-6 cm),lithified,,R,25.60033,-79.54683,0180.68,18067,18079
101,626,D,003,Rotary,01,FUL,000,,,044,,,rudstone to grainstone,light gray,10yr 7/2,,highly disturbed,,,"skeletal frags, shell frags, planktonic & possible benthic forams","organics in one lithoclast, clasts of foram packstone",unlithified,,R,25.60033,-79.54683,0198.60,19860,19904
101,626,D,003,Rotary,CC,FUL,000,,,010,,,rudstone to grainstone,light gray,10yr 7/2,,highly disturbed,,,"skeletal fragments, shell fragments, planktonic forams","organics in one lithocalast, clasts of foram packstone",unlithified,,R,25.60033,-79.54683,0199.05,19905,19915
101,626,D,004,Rotary,01,DRO,000,,,013,,,grainstone,light gray,2.5y 7/2,,highly disturbed,,glauconite infilling forams,"almost 100% planktonic forams, <1% nannos",,unlithified,,R,25.60033,-79.54683,0208.10,20810,20823
101,626,D,004,Rotary,CC,DRO,000,,,011,,,grainstone,light gray,2.5y 7/2,,highly disturbed,,glauconite infilling forams,"almost 100% planktonic forams, <1% nannos",,unlithified,,R,25.60033,-79.54683,0208.23,20822,20833
101,626,D,006,Rotary,CC,FRE,000,,,004,,,packstone (5 fragments),light gray,5y 7/2,,drilling breccia,,1% glauconite,planktonic forams,,lithified,,R,25.60033,-79.54683,0227.30,22730,22734
101,626,D,011,Rotary,01,KUH,000,,,027,,,"packstone (fine, muddy sand)",white,5y 8/2,,soupy,,,"planktonic forams, bioclasts",lithoclasts,unlithified,,R,25.60033,-79.54683,0274.40,27439,27466
101,626,D,011,Rotary,01,KUH,027,,,150,,,void,,,,,,,,,,,R,25.60033,-79.54683,0274.40,27466,27589
101,626,D,011,Rotary,02,MUL,000,,,093,,,med to crs sand-sized packstone,white,5y 8/2,,soupy to highly disturbed to moderately disturbed,,,"planktonic forams, skeletal debris","lithoclasts, intraclasts, grain aggregates?",unlithified,,R,25.60033,-79.54683,0274.68,27467,27560
101,626,D,011,Rotary,CC,HAR,000,,,013,,,grainstone,white,2.5y 8/2,,slightly disturbed,,,"plank forams, skeletal debris, halimeda, and echinoid spines","clasts, forams with overgrowths",unlithified,,R,25.60033,-79.54683,0275.60,27560,27573
101,626,D,013,Rotary,01,KUH,000,,,110,,,med to fine sand-sized packstone,white,2.5y 8/2,,soupy,,,"skeletal debris, planktonic forams, echinoid spines","lithoclasts, spar cement",unlithified,,R,25.60033,-79.54683,0293.20,29320,29430
