Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Circodiscus (Porodiscus) circularis,Cycladophora nakasekoi,Cycladophora sakaii,Lithelius barbatus,Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda,Dictyophimus bullatus,Dictyophimus hirundo,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai,Giraffospyris angulata,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis,Lamprocyclas junonis,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
341-U1418C-12H-CC-PAL-RADS,0,5,87.08,87.13,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,341,U1418,C,12,H,CC,PAL,781844e0c05834c4bdb01edff52437e3
341-U1418C-13H-CC-PAL-RADS,0,5,91.83,91.88,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,13,H,CC,PAL,b2239eeb6b57429b7f616d6d4e8501a9
341-U1418C-14H-CC-PAL-RADS,0,1,96.66,96.67,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,14,H,CC,PAL,3ca700568b3084548535cc7da7ce0899
341-U1418C-15H-CC-PAL-RADS,0,5,101.15,101.2,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,341,U1418,C,15,H,CC,PAL,60c7373980a7ef9ad9fdf3967c314c3a
341-U1418C-16H-CC-PAL-RADS,0,5,105.87,105.92,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,16,H,CC,PAL,2a14e09ee44869c0779372dad1aae25f
341-U1418C-17H-CC-PAL-RADS,0,0,110.55,110.55,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,17,H,CC,PAL,c20614c9f00c938214f9b2ca31f0ba5e
341-U1418C-18H-CC-PAL-RADS,0,0,115.32,115.32,B. aquilonaris,Botyrostrobus aquilonaris,"LO Lychnocanoma nipponica sakaii (Morley et Nigrini, 1995)",M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,18,H,CC,PAL,b6db273e6ceab28f9a499710c7d3cea3
341-U1418C-19H-CC-PAL-RADS,0,0,118.18,118.18,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,19,H,CC,PAL,1a68672468413ee27f3fe99b1a64cfa7
341-U1418C-20H-CC-PAL-RADS,0,0,127.94,127.94,B. aquilonaris,Botyrostrobus aquilonaris,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,20,H,CC,PAL,63eded57541801dd5de90baf0c98a8e4
341-U1418C-21H-7-PAL-RADS,0,5,136.93,136.98,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,21,H,7,PAL,50f24ec1ebe397a855dfa48e8805bfba
341-U1418C-22H-CC-PAL-RADS,0,5,147.03,147.08,B. aquilonaris,Botyrostrobus aquilonaris,,M,A,,,,,,,,R,R,,,,,,,,,C,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,A,,,,,,,F,,F,,,,,,,,,A,F,F,,,,,,,,,,,,,,,,,,,,,341,U1418,C,22,H,CC,PAL,2bf437de21f34a0ccd5be7fd70397064
341-U1418C-23H-CC-PAL-RADS,0,5,155.32,155.37,B. aquilonaris,Botyrostrobus aquilonaris,,G,A,,,,,,,,C,C,,,,,,,,,A,,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,F,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,23,H,CC,PAL,9516d0cbe83f38d0c6398e997329ce38
341-U1418C-24H-CC-PAL-RADS,0,5,165.05,165.1,B. aquilonaris,Botyrostrobus aquilonaris,,G,F,,,,,,,,R,R,,,,,R,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,24,H,CC,PAL,fb24cf0086bbd675304cb0095bb6a26e
341-U1418C-25H-CC-PAL-RADS,0,5,174.02,174.07,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,25,H,CC,PAL,52e6ab5cf2e7a7e9050577aed6bf681f
341-U1418C-26H-CC-PAL-RADS,0,5,183.52,183.57,B. aquilonaris,Botyrostrobus aquilonaris,,G,F,,,,,,,,R,F,,,,,,,,,F,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,R,R,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,26,H,CC,PAL,d754293c180d119c0c03f74cbfaa051c
341-U1418C-27H-CC-PAL-RADS,0,5,191.88,191.93,B. aquilonaris,Botyrostrobus aquilonaris,,G,R,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,27,H,CC,PAL,fd5a3453a60e8dee4ac8b0d0f294a7a3
341-U1418C-28H-CC-PAL-RADS,0,5,201.4,201.45,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,28,H,CC,PAL,5b31d5e96dc70571cab10be58b7c4721
341-U1418C-29H-6-PAL-RADS,0,10,209.59,209.69,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,29,H,6,PAL,d4b56e2635afa06d462ba9f556e6b811
341-U1418C-30H-6-PAL-RADS,0,10,218.06,218.16,B. aquilonaris,Botyrostrobus aquilonaris,,M,R,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,30,H,6,PAL,ee08f9a89de1e8f82ca18b1215b6d015
341-U1418C-31H-5-PAL-RADS,0,10,224.43,224.53,B. aquilonaris,Botyrostrobus aquilonaris,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,31,H,5,PAL,8f11c7192743b4c683e946d2aefbc4b9
341-U1418C-32H-CC-PAL-RADS,0,5,230.71,230.76,B. aquilonaris,Botyrostrobus aquilonaris,,P,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,C,32,H,CC,PAL,638d1276ccdc9f9a59c04962c00ebc26
