Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Globigerina bulloides,Globigerina foliata,Globigerina umbilicata,Globigerinita glutinata,Globigerinita iota,Globigerinita uvula,Globorotalia hirsuta,Globorotalia scitula,Neogloboquadrina humerosa,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina incompta (dextral),Neogloboquadrina incompta (sinsitral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),"Neogloboquadrina pachyderma A (dextral, inflated form)","Neogloboquadrina pachyderma B (sinistral, inflated form)","Neogloboquadrina pachyderma C (sinistral, compressed form)",Orbulina universa,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1420A-2R-CC-PAL,0,5,11.39,11.44,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],P,A,,A,A,,,,,,,,,,A,A,,,,,,,,,341,U1420,A,2,R,CC,PAL
341-U1420A-4R-CC-PAL,0,5,29.75,29.8,,,,,P,D,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,4,R,CC,PAL
341-U1420A-5R-CC-PAL,0,5,39.7,39.75,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,5,R,CC,PAL
341-U1420A-9R-CC-PAL,0,5,73.73,73.78,,,,G [P15],P,D,,,D,,,,,,,,,,,,,,,,,,,,341,U1420,A,9,R,CC,PAL
341-U1420A-16R-1-PAL,0,5,138.1,138.15,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],A,R,,R,R,,,,,,,,,R,D,R,,P,,,,,,,341,U1420,A,16,R,1,PAL
341-U1420A-16R-1-PAL,0,5,138.1,138.15,,,,,B,,,,,,,,,,,,,,,,,R,,,,,,,341,U1420,A,16,R,1,PAL
341-U1420A-16R-1-PAL,0,5,138.1,138.15,,,,,,F,,,,,,,,,,,,,,,R,,,,brwon foram,,,,341,U1420,A,16,R,1,PAL
341-U1420A-18R-1-PAL,0,5,157.54,157.59,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,18,R,1,PAL
341-U1420A-18R-1-PAL,0,5,157.54,157.59,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,18,R,1,PAL
341-U1420A-18R-1-PAL,0,5,157.54,157.59,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,341,U1420,A,18,R,1,PAL
341-U1420A-19R-1-PAL,0,3,167.27,167.3,,,,G [P15],,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,19,R,1,PAL
341-U1420A-19R-1-PAL,0,3,167.27,167.3,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,19,R,1,PAL
341-U1420A-20R-1-PAL,0,3,177.14,177.17,,,,G [P15],,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,20,R,1,PAL
341-U1420A-20R-1-PAL,0,3,177.14,177.17,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,20,R,1,PAL
341-U1420A-29R-1-PAL,0,5,264.51,264.56,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,29,R,1,PAL
341-U1420A-30R-1-PAL,0,5,274.24,274.29,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,30,R,1,PAL
341-U1420A-42R-1-PAL,0,4,390.79,390.83,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,42,R,1,PAL
341-U1420A-42R-1-PAL,0,4,390.79,390.83,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,341,U1420,A,42,R,1,PAL
341-U1420A-44R-1-PAL,0,5,410.05,410.1,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,44,R,1,PAL
341-U1420A-44R-1-PAL,0,5,410.05,410.1,,,,,,,,,,,,,,,,,,,,,,,,,orange /brown foram,,,,341,U1420,A,44,R,1,PAL
341-U1420A-48R-CC-PAL,0,5,450.35,450.4,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,48,R,CC,PAL
341-U1420A-48R-CC-PAL,0,5,450.35,450.4,,,,,,D,,,,,,,,,,,,,D,,,,,,orange/brown foram,,,,341,U1420,A,48,R,CC,PAL
341-U1420A-49R-1-PAL,0,6,458.33,458.39,,,,G [P15],,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,49,R,1,PAL
341-U1420A-49R-1-PAL,0,6,458.33,458.39,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,49,R,1,PAL
341-U1420A-50R-1-PAL,0,5,468.92,468.97,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,50,R,1,PAL
341-U1420A-51R-CC-PAL,0,5,478.68,478.73,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,CC,PAL
341-U1420A-51R-CC-PAL,0,5,478.68,478.73,,,,,,A,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,51,R,CC,PAL
341-U1420A-52R-1-PAL,0,5,487.51,487.56,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,,,F,,R,R,,,,,,,,,P,D,R,,P,,,,,,,341,U1420,A,52,R,1,PAL
341-U1420A-52R-1-PAL,0,5,487.51,487.56,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,52,R,1,PAL
341-U1420A-57R-1-PAL,0,2,536.28,536.3,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,,,A,,A,R,,,,,,,,R,R,D,,,,,,,,,,341,U1420,A,57,R,1,PAL
341-U1420A-57R-1-PAL,0,2,536.28,536.3,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,57,R,1,PAL
341-U1420A-58R-CC-PAL,0,5,549.17,549.22,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,58,R,CC,PAL
341-U1420A-67R-2-PAL,0,5,634.48,634.53,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,67,R,2,PAL
341-U1420A-69R-CC-PAL,0,5,654.31,654.36,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,69,R,CC,PAL
341-U1420A-70R-CC-PAL,0,5,662.03,662.08,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,70,R,CC,PAL
341-U1420A-70R-CC-PAL,0,5,662.03,662.08,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,70,R,CC,PAL
341-U1420A-71R-1-PAL,0,4,672.73,672.77,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,71,R,1,PAL
341-U1420A-73R-CC-PAL,0,5,692.01,692.06,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,73,R,CC,PAL
341-U1420A-74R-1-PAL,0,5,701.49,701.54,,,,G [P15],,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,74,R,1,PAL
341-U1420A-74R-1-PAL,0,5,701.49,701.54,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,74,R,1,PAL
341-U1420A-75R-1-PAL,0,3,710.52,710.55,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,75,R,1,PAL
341-U1420A-80R-CC-PAL,0,5,767.97,768.02,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,G [P15],,P,,R,R,,,,,,,,,P,D,R,,P,,,fainted color light brown foram,,,,341,U1420,A,80,R,CC,PAL
341-U1420A-80R-CC-PAL,0,5,767.97,768.02,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,80,R,CC,PAL
341-U1420A-81R-CC-PAL,0,5,769.73,769.78,,,,M [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,81,R,CC,PAL
341-U1420A-81R-CC-PAL,0,5,769.73,769.78,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,81,R,CC,PAL
341-U1420A-82R-2-PAL,0,3,779.84,779.87,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,82,R,2,PAL
341-U1420A-84R-1-PAL,0,5,798.66,798.71,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,84,R,1,PAL
341-U1420A-86R-CC-PAL,0,5,821.35,821.4,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,86,R,CC,PAL
341-U1420A-88R-CC-PAL,0,5,840.23,840.28,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,88,R,CC,PAL
341-U1420A-88R-CC-PAL,0,5,840.23,840.28,,,,,,A,,A,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,88,R,CC,PAL
341-U1420A-91R-CC-PAL,0,5,867.01,867.06,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,91,R,CC,PAL
341-U1420A-91R-CC-PAL,0,5,867.01,867.06,,,,,,,,D,,,,,,,,,,,,A,,,,,,,,,341,U1420,A,91,R,CC,PAL
341-U1420A-93R-1-PAL,0,3,886.44,886.47,,,,M [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,93,R,1,PAL
341-U1420A-93R-1-PAL,0,3,886.44,886.47,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,93,R,1,PAL
341-U1420A-96R-CC-PAL,0,5,916.28,916.33,CM1,"N. Pachyderma B partial range zone (Kennett et al., 1990)",,,,R,,A,,,,,,,P,,,R,D,R,,R,,,fainted light brown foram,,,,341,U1420,A,96,R,CC,PAL
341-U1420A-96R-CC-PAL,0,5,916.28,916.33,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,96,R,CC,PAL
341-U1420A-98R-CC-PAL,0,5,939.04,939.09,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,98,R,CC,PAL
341-U1420A-98R-CC-PAL,0,5,939.04,939.09,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,341,U1420,A,98,R,CC,PAL
341-U1420A-101R-CC-PAL,0,5,966.08,966.13,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,101,R,CC,PAL
341-U1420A-101R-CC-PAL,0,5,966.08,966.13,,,,,,D,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,101,R,CC,PAL
341-U1420A-103R-CC-PAL,0,5,984.89,984.94,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,103,R,CC,PAL
341-U1420A-103R-CC-PAL,0,5,984.89,984.94,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,103,R,CC,PAL
341-U1420A-104R-1-PAL,0,4,992.0,992.04,,,,G [P15],P,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,104,R,1,PAL
341-U1420A-104R-1-PAL,0,4,992.0,992.04,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,341,U1420,A,104,R,1,PAL
341-U1420A-105R-CC-PAL,0,5,1001.95,1002.0,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,105,R,CC,PAL
341-U1420A-106R-CC-PAL,0,4,1014.54,1014.58,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,106,R,CC,PAL
