Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Marginulina pediformis,Marginulina spp.,Marginulinopsis spp.,Marsipella elongata,Martinotiella bacillaris,Martinottiella communis,Martinottiella spp.,Massilina sp.,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Melonis zaandamae,Miliammina spp.,Miliolid taxa (large),Miliolid taxa,Miliolinella sp.,Miliolinella subrotunda,Myllostomella cf. advena,Myllostomella fijiensis,Myllostomella spp.?,Neoconorbina spp.,Neoeponides spp.?,Neolenticulina variabilis,Neodiscorbinella rarescens,Nodosariidae indet.,Nodogenerina spp.,Nodosaria spp.,Nonion asterizans,Nonion commune,Nonion spp.,Nonionella cf. bradii,Nonionella labradorica,Nonionidae indet.,Nonionella spp.,Nonionella turgida,Nothia latissima,Nummoloculina contraria,Nuttallides sp,Oolina spp.,Operculina sp.,Oridorsalis spp.,Oridorsalis umbonatus,Orthomorphina challengeriana,Orthomorphina cf. jedlitschkai,Orthomorphina spp.,Osangularia sp.,Osangulariella? sp.,Pattelina corrugata,Parafissurina sp.,Parafissurina spp.,Pararotalia spp.,Paratrochamminoides spp.,Placopsilina confusa,Planulina ariminensis,Planulina sp.,Planoglabratella cf. opercularis,Planorbulina mediterranensis,Plectofrondicularia spp.,Pleurostomella alternans,Pleurostomella cf. alternans,Pleurostomellidae indet.,Pleurostomella recens,Pleurostomella spp.,Porosononion sp.,Praebulimina spp.,Praeglobobulimina ovata,Protelphidium sp.,Proxifrons inaequalis,Psammosphaera spp.,Pseudoclavulina spp.,Pseudoglandulina spp.,Pseudoglandulina spp.?,Pullenia bulloides,Pullenia quinqueloba,Pullenia spp.,Pyramidulina sp.,Pyrgo anomala,Pyrgo laevis,Pyrgo lucernula,Pyrgo murrinha,Pyrgo oblonga,Pyrgo spp.,Pyrgoella sphaera,Pyrgoella spp.?,Pyrulina? angusta,Comment,File Data,eodp_id
339-U1390A-1H-CC-PAL-FORAM,339,U1390,A,1,1-CC,H,CC,PAL,FORAM,0,5,3.58,3.63,,,,,,,,,F,R,R,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eae0681586afd0b95ad3888ae271229
339-U1390A-2H-CC-PAL-FORAM,339,U1390,A,2,2-CC,H,CC,PAL,FORAM,0,5,13.4,13.45,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,96365dd8e1d7182f9b77cd4f1b008e57
339-U1390A-3H-CC-PAL-FORAM,339,U1390,A,3,3-CC,H,CC,PAL,FORAM,0,5,22.88,22.93,,,,,,,,,P,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,01d358610e8972c8d70dbb6515f4bda4
339-U1390A-4H-CC-PAL-FORAM,339,U1390,A,4,4-CC,H,CC,PAL,FORAM,0,5,32.25,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1cf059631172f018d975e489de06ccd
339-U1390A-5H-CC-PAL-FORAM,339,U1390,A,5,5-CC,H,CC,PAL,FORAM,0,5,41.09,41.14,,,,,,,,,A,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,7d9ae7d5c2931d3b0245d95a2ec0a90b
339-U1390A-6H-CC-PAL-FORAM,339,U1390,A,6,6-CC,H,CC,PAL,FORAM,0,5,50.95,51,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,2e954e38a9d6d0483c838a3b4c97fa42
339-U1390A-7H-CC-PAL-FORAM,339,U1390,A,7,7-CC,H,CC,PAL,FORAM,0,5,61.22,61.27,,,,,,,,,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,783c4008e801c59b5e8f1c1f8c9777fd
339-U1390A-8H-CC-PAL-FORAM,339,U1390,A,8,8-CC,H,CC,PAL,FORAM,0,5,70.48,70.53,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9994ff66a50096108c229c980e36fb26
339-U1390A-9H-CC-PAL-FORAM,339,U1390,A,9,9-CC,H,CC,PAL,FORAM,0,5,76.65,76.7,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e69ca79c3deb199e55ed9a93474a5232
339-U1390A-10X-CC-PAL-FORAM,339,U1390,A,10,10-CC,X,CC,PAL,FORAM,0,5,84.32,84.37,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,3f5582173c9356934bc5cb8936487073
339-U1390A-11X-CC-PAL-FORAM,339,U1390,A,11,11-CC,X,CC,PAL,FORAM,0,5,92.56,92.61,,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c54fbc7d4111da99ac5aa5821b21223
339-U1390A-12X-CC-PAL-FORAM,339,U1390,A,12,12-CC,X,CC,PAL,FORAM,0,5,101.15,101.2,,,,,,,,,F,R,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,ddf9c1c27f59e9c8935619dbbd17a313
339-U1390A-13X-CC-PAL-FORAM,339,U1390,A,13,13-CC,X,CC,PAL,FORAM,0,5,110.44,110.49,,P,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,c17b932359b7c9d2d82e10d0b968855e
339-U1390A-14X-CC-PAL-FORAM,339,U1390,A,14,14-CC,X,CC,PAL,FORAM,0,5,121.18,121.23,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,4cbd3c496167eca8e7e7896f5126926c
339-U1390A-15X-CC-PAL-FORAM,339,U1390,A,15,15-CC,X,CC,PAL,FORAM,0,5,129.38,129.43,,,,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c40b603b88b7b1e99fcb39b981a404d
339-U1390A-16X-CC-PAL-FORAM,339,U1390,A,16,16-CC,X,CC,PAL,FORAM,0,5,140.05,140.1,,,,,,,,,P,,F,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a63f3fd784f176a77e1d9709e6ac06a
339-U1390A-17X-CC-PAL-FORAM,339,U1390,A,17,17-CC,X,CC,PAL,FORAM,0,5,149.92,149.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,047b8f39ac3b7f6db9e5ad9baf61c181
339-U1390A-18X-CC-PAL-FORAM,339,U1390,A,18,18-CC,X,CC,PAL,FORAM,0,5,159.02,159.07,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,1b89a5f7b82aed2b8ab15debf295a606
339-U1390A-19X-CC-PAL-FORAM,339,U1390,A,19,19-CC,X,CC,PAL,FORAM,0,5,165.76,165.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,8a3867115e368b90da023a8debf99d5c
339-U1390A-20X-CC-PAL-FORAM,339,U1390,A,20,20-CC,X,CC,PAL,FORAM,0,5,178.73,178.78,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,8660ee943e06e2f7e3ffc3acdbc81394
339-U1390A-21X-CC-PAL-FORAM,339,U1390,A,21,21-CC,X,CC,PAL,FORAM,0,5,187.55,187.6,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,e5e3fb6e15253d53067cf502a09a0697
339-U1390A-22X-CC-PAL-FORAM,339,U1390,A,22,22-CC,X,CC,PAL,FORAM,0,5,197.03,197.08,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,fbaa97ca5928a2918e9f5273cf5f3e62
339-U1390A-23X-CC-PAL-FORAM,339,U1390,A,23,23-CC,X,CC,PAL,FORAM,0,5,206.98,207.03,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,03667e592e66e7717d1b179fa61b6590
339-U1390A-24X-CC-PAL-FORAM,339,U1390,A,24,24-CC,X,CC,PAL,FORAM,0,5,217.31,217.36,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,F,,,,,,b9a8131d338d9c3aa5aaa997d88904fc
339-U1390A-25X-CC-PAL-FORAM,339,U1390,A,25,25-CC,X,CC,PAL,FORAM,0,5,224.61,224.66,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,7dd168ed51b6438e8720557b3f0e6d03
339-U1390A-26X-CC-PAL-FORAM,339,U1390,A,26,26-CC,X,CC,PAL,FORAM,0,5,236.23,236.28,,,,,,,,,F,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,cc96b4c5c871e2e0699c9e0a380707ab
339-U1390A-27X-CC-PAL-FORAM,339,U1390,A,27,27-CC,X,CC,PAL,FORAM,0,5,246.21,246.26,,,,,,,P,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,6797379d915e94f5decd635aecfdee82
339-U1390A-28X-CC-PAL-FORAM,339,U1390,A,28,28-CC,X,CC,PAL,FORAM,0,5,256.03,256.08,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,c45fbeec8f30ae9d1166e0a11138ce33
339-U1390A-29X-CC-PAL-FORAM,339,U1390,A,29,29-CC,X,CC,PAL,FORAM,0,5,265.47,265.52,,,,,,,,,R,P,R,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,aef393b77ed1f050172285b09d99a007
339-U1390A-30X-CC-PAL-FORAM,339,U1390,A,30,30-CC,X,CC,PAL,FORAM,0,5,275.32,275.37,,,,,,,,,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,d1174bf40eee165ad82ec7721e4f3035
339-U1390A-31X-CC-PAL-FORAM,339,U1390,A,31,31-CC,X,CC,PAL,FORAM,0,5,284.56,284.61,,,,,,,P,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9da76cd5ef06a022b293a73fe4dc387
339-U1390A-32X-CC-PAL-FORAM,339,U1390,A,32,32-CC,X,CC,PAL,FORAM,0,5,293.63,293.68,,,,,,,P,,P,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,69b80eadbd3e738903e8d0c9eefbff21
339-U1390A-33X-CC-PAL-FORAM,339,U1390,A,33,33-CC,X,CC,PAL,FORAM,0,5,302.6,302.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a17bc57e3275bf21d4b62e3f81dd7a96
339-U1390A-34X-CC-PAL-FORAM,339,U1390,A,34,34-CC,X,CC,PAL,FORAM,0,5,313.11,313.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,262f02a3fe6cf93d71f2d5e00652fdce
339-U1390A-35X-CC-PAL-FORAM,339,U1390,A,35,35-CC,X,CC,PAL,FORAM,0,5,323.17,323.22,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,306fe908fa3ec19564391691277b6c61
339-U1390A-36X-CC-PAL-FORAM,339,U1390,A,36,36-CC,X,CC,PAL,FORAM,0,5,332.58,332.63,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,P,,,,,,96e99d7de9f713e1d87fc3aea628f677
339-U1390A-37X-CC-PAL-FORAM,339,U1390,A,37,37-CC,X,CC,PAL,FORAM,0,5,335.22,335.27,,,,,,,,,P,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,fa88992a0a5ee1465362d58928d824d0
339-U1390A-38X-CC-PAL-FORAM,339,U1390,A,38,38-CC,X,CC,PAL,FORAM,0,5,351.21,351.26,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3aa091efc618aa5945560d326e178c3c
