Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1343B-1H-CC-PAL-FORAM75,323,U1343,B,1,1-CC,H,CC,PAL,FORAM75,0,0,6.72,6.72,Dominant rock fragments,G,A,,,,,,,,,,,,,,,,,A,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,783a353f402397394e36d1647bb475fd
323-U1343B-2H-CC-PAL-FORAM80,323,U1343,B,2,2-CC,H,CC,PAL,FORAM80,0,0,16.77,16.77,"abundant pyrite tubes, mica",G,R,,,,,,,,,,,,,,,,,P,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,84a5ae10f710f318a376d9c7e453fd63
323-U1343B-3H-CC-PAL-FORAM85,323,U1343,B,3,3-CC,H,CC,PAL,FORAM85,0,0,24.98,24.98,"abundant pyrite tubes, mica",G,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,e95d869133409c3be7a425ac5a617406
