Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Group preservation,Group abundance,XBroken,XCorroded,XCrumpled,Unknown taxa,Exotic,Pinus,Cedrus,Abies,Picea,Acer,Alnus,Betula,Carpinus,Castanea,Corylus,Fagus,Fraxinus excelsior type,Fraxinus ornus type,Ilex,Juglans,Platanus,Populus,Pterocarya,Taxus,Tilia,Ulmus,Ulmus Zelkova,Quercus deciduous type,Quercus evergreen type,Quercus suber type,Buxus,Cistus,Coriaria myrtifolia,Daphne,Olea,Phillyrea,Pistacia,Rhamnus type,Rhus type,Ulex type,Cupressaceae,Euonymus,Helianthemum,Halimium_Tuberaria,Hedera helix,Hippophäe,Myrica,Salix,Sambucus,Tamarix,Viburnum,Vitis,Ericaceae,Calluna,Chenopodiaceae,Ephedra distachya type,Ephedra fragilis type,Artemisia,Ambrosia type,Anthemis type,Aster type,Centaurea cyanus type,Centaurea nigra type,Centaurea scabiosa type,Cirsium type,Echinops,Serratula type,Taraxacum,Apiaceae,Brassicaceae,Cannabis_Humulus,Convolvulus,Caryophyllaceae,Corrigiola litoralis,Epilobium,Lamiaceae,Liliaceae,Asphodelus,Mercurialis type,Plantago,Plantago lanceolata type,Plumbaginaceae,Poaceae,Lygeum spartum,Ranunculaceae,Rumex,Sanguisorba minor,Sanguisorba officinalis,Saxifragaceae,Scabiosa,Arceuthobium,Boraginaceae,Bupleurum type,Campanulaceae,Centaurium,Crassulaceae,Cereal type,Cyperaceae,Erodium,Euphorbia,Fabaceae,Filipendula,Galium type,Gentianaceae,Geranium,Herniaria type,Jasione type,Knautia type,Linum,Littorella uniflora,Lythrum,Melampyrum,Mentha type,Papaveraceae,Pedicularis,Polygonum aviculare type,Primulaceae,Resedaceae,Rosaceae,Scrofulariaceae,Sedum type,Solanaceae,Spartium junceum,Spergularia type,Thalictrum,Urtica,Valerianaceae,Veronica type,Vicia type,Viscum,Podocarpus,Stereisporites,Tsuga,Cryptomeria,Zelkova,Carya,Nyssa,Liquidambar,Sciadopitis,Taxodium,Sequoia,Engelhardia,Aesculus,Eleagnus,Palmae,Symplocos,Phellodendron,Eucommia,Ostrya,Alisma type,Lemna,Menyanthes trifoliata,Myriophyllum alterniflorum,Myriophyllum verticillatum,Nuphar,Nymphaea alba type,Polygonum persicaria type,Potamogeton,Typha_Sparganium,Isoetes,Polypodium vulgare type,Monolete psilate,Monolete ornamented,Anogramma leptophylla,Botrychium type,Cryptogramma,Huperzia selago,Lycopodium clavatum type,Ophioglossum lusitanicum,Osmunda,Pilularia globulifera,Pteridium,Selaginella denticulata,Selaginella selaginoides,Sphagnum,Taxodiaceae/Cupressaceae,Trilete ornamented,Trilete psilate,Trilete reworked,Comments,File data,
339-U1387A-1H-CC-PAL-PALY,339,U1387,A,1,1-CC,H,CC,PAL,PALY,0,5,5.02,5.07,G,A,1,4,1,,53,A,C,,,,F,,,,F,,,,,,,,,,,,,C,F,,,F,,F,,,,,,,C,,F,,,,,,,,,,A,,C,,,C,,F,C,,,,,,,C,F,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,,
339-U1387A-10X-CC-PAL-PALY,339,U1387,A,10,10-CC,X,CC,PAL,PALY,0,5,80.48,80.53,G,A,,5,1,,113,A,,,,,F,R,,,,,R,,,,,,,,,,,F,,,,,,,F,,,,,,F,,,,,,,,,,,,C,,C,R,F,F,,,R,,,,,,,C,,R,,,,,,,,,,R,,,F,,,R,,,,,,,,,,R,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,,
339-U1387A-20X-CC-PAL-PALY,339,U1387,A,20,20-CC,X,CC,PAL,PALY,0,5,180.39,180.44,M,A,1,10,1,,97,A,F,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,F,,F,,,,,,,,,,F,F,C,F,,C,,F,F,,,,,,,C,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,,
339-U1387A-29X-CC-PAL-PALY,339,U1387,A,29,29-CC,X,CC,PAL,PALY,0,5,266.81,266.86,M,A,,16,,,153,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,R,R,F,,F,F,,,,,,,C,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Also observed microcharcoal particles and dinocysts,,
339-U1387A-37X-CC-PAL-PALY,339,U1387,A,37,37-CC,X,CC,PAL,PALY,0,5,342.83,342.88,M,A,1,19,,,39,A,,,,,F,,,,,,,,,,,,,,,,F,C,C,,,,,,C,,,,,,,,,,,,,,,,,,C,,C,,,C,,,F,,,,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,C,,,,Also observed microcharcoal particles and dinocysts,,
