Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],BF preservation,BF Group abundance,Agglutinated spp. (indeterminate),Adelosina dubia?,Alabamina spp.,Ammobaculites agglutinans,Ammobaculites spp.,Ammodiscus anguillae,Ammodiscus spp.,Ammodiscus tenuis,Ammolagena clavata,Ammonia beccarii,Ammoscalaria foliacea,Ammoscalaria tenuimargo,Amphicoryna scalaris,Amphicoryna spp.,Amphistegina spp,Angulogerina spp.,Anomalina spp.,Anomalinoides spp.,Articulina cf. tubulosa,Astacolus crepidulus,Astacolus spp.,Asterigerina planorbis,Asterigerinata sp.,Astrononion spp.,Awhea spp.,Bathysiphon filiformis,Bathysiphon spp.,Bigenerina nodosaria,Biloculinella sp.,Bolivina spp.,Bolivina cf. robusta,Bolivinita quadrilatera,Bolivina subaenariensis,Bolivina/Brizalina spp.,Brizalina spp.,Brizalina alata,Brizalina cf. difformis,Brizalina cf. dilatata,Brizalina dilatata,Brizalina earlandi,Brizalina spathulata,Brizalina striatula,Budashevaella multicamerata,Bulimina acanthia,Bulimina aculeata,Bulimina cf. alazanensis,Bulimina elongata,Bulimina gibba,Bulimina marginata,Bulimina spp.,Bulimina striata gr.,Bulimina striata mexicana,Bulimina striata striata,Buliminella elegantissima,BF Comment,File Data,eodp_id
339-U1386C-2R-CC-PAL-FORAM,339,U1386,C,2,2-CC,R,CC,PAL,FORAM,0,5,168.76,168.81,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,A,,,,,,,,,,,P,,,,,,,5aeb2effa8f01ac094a393dd8ce8e875
339-U1386C-4R-CC-PAL-FORAM,339,U1386,C,4,4-CC,R,CC,PAL,FORAM,0,5,213.86,213.91,M,A,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,,,,,92547847b1a76e07fee498cc3aa8f2e8
339-U1386C-5W-CC-PAL-FORAM,339,U1386,C,5,5-CC,W,CC,PAL,FORAM,0,5,218.37,218.42,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,R,,,,P,,,,,,P,,,,,,1e3d1b3806a48728ad02cf35ffa0113d
339-U1386C-6R-CC-PAL-FORAM,339,U1386,C,6,6-CC,R,CC,PAL,FORAM,0,5,406.38,406.43,M,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,P,,,,,,,R,,,P,,,,,,534163f217c7cc8044819f629370362e
339-U1386C-7R-CC-PAL-FORAM,339,U1386,C,7,7-CC,R,CC,PAL,FORAM,0,5,421.7,421.75,M,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,257d820cd6cfdf5d8428c0a90049a5f4
339-U1386C-8R-CC-PAL-FORAM,339,U1386,C,8,8-CC,R,CC,PAL,FORAM,0,5,426.03,426.08,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,F,,,,,,,,P,,,,,,,,,,7ab3c7896a41275efdb4b1a4e6dc4a0e
339-U1386C-9R-CC-PAL-FORAM,339,U1386,C,9,9-CC,R,CC,PAL,FORAM,0,5,438.5,438.55,G,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,P,,,F,,P,,,,,,,R,D,R,,,,,,,bfd12ba73552de1963489d7b2edf747c
339-U1386C-10R-CC-PAL-FORAM,339,U1386,C,10,10-CC,R,CC,PAL,FORAM,0,5,451.59,451.64,M,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,R,,F,R,,,,,,,2aa6326e2c4dd2a9648f3188c435b9d3
339-U1386C-11R-CC-PAL-FORAM,339,U1386,C,11,11-CC,R,CC,PAL,FORAM,0,5,454.03,454.08,M,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,F,,,,,,,,6aa28e4d5a2ec1ecc692c944765ff951
339-U1386C-12R-CC-PAL-FORAM,339,U1386,C,12,12-CC,R,CC,PAL,FORAM,0,5,467.86,467.91,M,D,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,A,,P,,,,,,,,,P,,,,,,,bb7a9c19a48ca27e453ae445c15973a5
339-U1386C-13R-CC-PAL-FORAM,339,U1386,C,13,13-CC,R,CC,PAL,FORAM,0,5,478.02,478.07,P,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,P,,,,,,,,,R,,,,,,,21cfc56299622eb051d53579ecceca6e
339-U1386C-14R-CC-PAL-FORAM,339,U1386,C,14,14-CC,R,CC,PAL,FORAM,0,5,486.54,486.59,P,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,P,,,,,,F,,,,,,8106775a7c37dfaf8bb47252c5c907de
339-U1386C-15R-CC-PAL-FORAM,339,U1386,C,15,15-CC,R,CC,PAL,FORAM,0,5,498.36,498.41,P,F,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,3ac6f1a99ade9b6bb900c046ecbae2b9
339-U1386C-16R-CC-PAL-FORAM,339,U1386,C,16,16-CC,R,CC,PAL,FORAM,0,5,508.23,508.28,P,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,P,,,,,,5d37c4cac1971573c420fc8cf827b545
339-U1386C-17R-CC-PAL-FORAM,339,U1386,C,17,17-CC,R,CC,PAL,FORAM,0,5,517.28,517.33,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,R,,,F,R,,,,,,6af66a0185b7a17cc548350634e16799
339-U1386C-18R-CC-PAL-FORAM,339,U1386,C,18,18-CC,R,CC,PAL,FORAM,0,5,525.14,525.19,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,1387dedc07e5d631725498f10e0525f4
