Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Technitella sp.,Textularia pseudogramen,Textularia spp.,Textulariella spp.?,Tolypammina vagans,Trifarina angulosa,Trifarina bradyi,Trifarina fornasinii,Trifarina spp.,Triloculina sp. 1,Triloculina spp.,Triloculina tricarinata,Triloculinella obliquinodus,Tritaxa spp.,Tritaxis fusca,Trochammina bellingshauseni,Trochammina earlandi,Trochammina globigeriniformis,Trochammina spp.,Trochammina squammata,Trochamminoides spp.,Uvigerina auberiana,Uvigerina cf. auberiana,Uvigerina cf. hispida,Uvigerina cf. mexicana,Uvigerina cf. proboscidea,Uvigerina bradyana,Uvigerina elongatastriata,Uvigerina hispida,Uvigerina mediterranea,Uvigerina peregrina,Uvigerina spp.,Uvigerinidae indet.,Vaginulina spp.,Vaginulinopsis spp.,Vaginulinidae indet.,Vaginulina subelegans,Valvulineria spp.,Verneuinulla spp.?,Virgulinella spp.,Vulvulina pennatula,Comment,File Data,eodp_id
339-U1385A-5H-CC-PAL,339,U1385,A,5,5-CC,H,CC,PAL,0,5,39.92,39.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,R,,,,,,,,,,,,a21d3cbaac2862cf2ab31a12fb0dbabc
339-U1385A-6H-CC-PAL,339,U1385,A,6,6-CC,H,CC,PAL,0,5,49.43,49.48,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,127fa53793188a4e0a4ae09188c904e5
339-U1385A-8H-CC-PAL,339,U1385,A,8,8-CC,H,CC,PAL,0,6,68.58,68.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,a4bf6cf7e7f242cfeb011635faab723e
339-U1385A-9H-CC-PAL,339,U1385,A,9,9-CC,H,CC,PAL,0,5,77.78,77.83,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,dc4679bbd08a789da66b50fbf8d160a1
339-U1385A-10H-CC-PAL,339,U1385,A,10,10-CC,H,CC,PAL,0,5,87.73,87.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,ae3b5d2d31fad0d607c8af1b7ff8bd0d
339-U1385A-11H-CC-PAL,339,U1385,A,11,11-CC,H,CC,PAL,0,5,96.78,96.83,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,668927f6e6eb84728d9f487e631580e9
339-U1385A-12H-CC-PAL,339,U1385,A,12,12-CC,H,CC,PAL,0,5,106.29,106.34,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,A,,,,,,,,,,,,,ea9f8612acaec78c57879307f162d525
339-U1385A-13H-CC-PAL,339,U1385,A,13,13-CC,H,CC,PAL,0,5,116.07,116.12,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,f316e1679d9116b70f60523df6155ce0
339-U1385A-15H-CC-PAL,339,U1385,A,15,15-CC,H,CC,PAL,0,5,133.83,133.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,c9c5b15cefc48bd7fedb671d681498f5
