Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Technitella sp.,Textularia pseudogramen,Textularia spp.,Textulariella spp.?,Tolypammina vagans,Trifarina angulosa,Trifarina bradyi,Trifarina fornasinii,Trifarina spp.,Triloculina sp. 1,Triloculina spp.,Triloculina tricarinata,Triloculinella obliquinodus,Tritaxa spp.,Tritaxis fusca,Trochammina bellingshauseni,Trochammina earlandi,Trochammina globigeriniformis,Trochammina spp.,Trochammina squammata,Trochamminoides spp.,Uvigerina auberiana,Uvigerina cf. auberiana,Uvigerina cf. hispida,Uvigerina cf. mexicana,Uvigerina cf. proboscidea,Uvigerina bradyana,Uvigerina elongatastriata,Uvigerina hispida,Uvigerina mediterranea,Uvigerina peregrina,Uvigerina spp.,Uvigerinidae indet.,Vaginulina spp.,Vaginulinopsis spp.,Vaginulinidae indet.,Vaginulina subelegans,Valvulineria spp.,Verneuinulla spp.?,Virgulinella spp.,Vulvulina pennatula,Comment,File Data,eodp_id
339-U1387A-1H-CC-PAL-FORAM,339,U1387,A,1,1-CC,H,CC,PAL,FORAM,0,5,5.02,5.07,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,P,,F,,,,,,,,,,,,9d89d0069f288ff182bd08c944de9374
339-U1387A-3H-CC-PAL-FORAM,339,U1387,A,3,3-CC,H,CC,PAL,FORAM,0,4,24.27,24.31,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,F,,,,,,,,,,,,06945bce3beb3493d621aa3567d2cf78
339-U1387A-5H-CC-PAL-FORAM,339,U1387,A,5,5-CC,H,CC,PAL,FORAM,0,5,42.64,42.69,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,56e0f05bba0109982cd041e16df49ea9
339-U1387A-7X-CC-PAL-FORAM,339,U1387,A,7,7-CC,X,CC,PAL,FORAM,0,5,52.51,52.56,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,ac6cfb84b19a7d27b9c7bab3d7ef0291
339-U1387A-9X-CC-PAL-FORAM,339,U1387,A,9,9-CC,X,CC,PAL,FORAM,0,4,74.72,74.76,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,R,F,,,,,,,,,,,,0beb588d67dc040b57cec17d8eff51ec
339-U1387A-11X-6-PAL-FORAM,339,U1387,A,11,11-6,X,6,PAL,FORAM,0,5,92.37,92.42,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,5b521272463af060abddf8aa059e3089
339-U1387A-13X-CC-PAL-FORAM,339,U1387,A,13,13-CC,X,CC,PAL,FORAM,0,5,113.34,113.39,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,A,D,,,,,,,,,,,,3b9774ffb3878282f53a3d36be830660
339-U1387A-15X-CC-PAL-FORAM,339,U1387,A,15,15-CC,X,CC,PAL,FORAM,0,5,132.38,132.43,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,d94d35b548d7e8ac65e78268f2445421
339-U1387A-17X-CC-PAL-FORAM,339,U1387,A,17,17-CC,X,CC,PAL,FORAM,0,5,151.28,151.33,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,R,A,,,,,,,,,,,,a95bd7830dfcad9b2a7eb6fb0e8c56ac
339-U1387A-19X-CC-PAL-FORAM,339,U1387,A,19,19-CC,X,CC,PAL,FORAM,0,5,170.6,170.65,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,A,,,,,,,,,,,,8285ec8582b8b70e1915eadf481bb2cc
339-U1387A-21X-CC-PAL-FORAM,339,U1387,A,21,21-CC,X,CC,PAL,FORAM,0,5,189.64,189.69,,,R,,,,,,,,,,,,,,,,,,,P,,,,,,,,,F,R,,,,,,,,,,,,f3b8a41256a602fb7987df87075f466d
339-U1387A-24X-CC-PAL-FORAM,339,U1387,A,24,24-CC,X,CC,PAL,FORAM,0,5,218.66,218.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,7f70f571e7f096861012502386bea35a
339-U1387A-26X-CC-PAL-FORAM,339,U1387,A,26,26-CC,X,CC,PAL,FORAM,0,5,237.78,237.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,bbfb59fc1e8f5d558cfaf5441015d109
339-U1387A-28X-CC-PAL-FORAM,339,U1387,A,28,28-CC,X,CC,PAL,FORAM,0,5,256.69,256.74,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,505adbc1a0f0195658cf148a2d13cedd
339-U1387A-30X-CC-PAL-FORAM,339,U1387,A,30,30-CC,X,CC,PAL,FORAM,0,5,276.24,276.29,,P,R,,,P,,,,R,,,,,,,,,,,,,,,,,,,,R,R,R,,,,,,,,,,,,4647f14c4ea319818e4ab2e0409fb3e3
339-U1387A-32X-CC-PAL-FORAM,339,U1387,A,32,32-CC,X,CC,PAL,FORAM,0,5,295.24,295.29,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,P,R,,,,,,,,,,,,b1356d1d9444184da29395638fbf707d
339-U1387A-34X-CC-PAL-FORAM,339,U1387,A,34,34-CC,X,CC,PAL,FORAM,0,5,314.97,315.02,,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,75ef230ed4f34cc279639c4aaf2665ff
339-U1387A-36X-CC-PAL-FORAM,339,U1387,A,36,36-CC,X,CC,PAL,FORAM,0,6,333.43,333.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,7832ae4c34f50370ec6860b7f6140034
