Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1340D-1H-CC-PAL-RADS45,323,U1340,D,1,1-CC,H,CC,PAL,RADS45,0,0,7.19,7.19,,G [323_Rs],C,F,,,,,F,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,F,C,,,,,,,,75f29dc829a149f43a275400fa37caeb
323-U1340D-2H-CC-PAL-RADS50,323,U1340,D,2,2-CC,H,CC,PAL,RADS50,0,0,17.11,17.11,,G [323_Rs],C,F,,,,,C,,,,C,,,,,,,,,,F,,,,F,,,,,,,F,,,,,F,C,,,,,,,,fa5a92fec9c7c6cfcaeb7da3cf7db4f6
323-U1340D-3H-CC-PAL-RADS55,323,U1340,D,3,3-CC,H,CC,PAL,RADS55,0,0,26.73,26.73,,G [323_Rs],C,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,F,F,,,,,,,,9599d4fa194b4bab33e0837896466ee2
