Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Calcidiscus leptoporus,Calcidiscus leptoporus (small 3-5 um),Calcidiscus macintyrei (>11 um),Calcidiscus premacintyrei (> 9 microns),Catinaster calyculus,Catinaster coalitus,Catinaster spp.,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus braarudii,Coronocyclus nitescens,Cyclicargolithus floridanus,Dictyococcites spp. (small),Dictyococcites spp. (medium),Discoaster berggrenii,Discoaster brouweri,Discoaster deflandrei,Discoaster hamatus,Discoaster kugleri,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster sp.,Emiliania huxleyi,Gephyrocapsa sp. (large),Gephyrocapsa sp. medium,Gephyrocapsa spp. (small),Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera sellii,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra minuta,Reticulofenestra minutula (3-5 microns),Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra pseudoumbilica (>7microns),Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus sp.,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,comments,Unnamed: 65,Unnamed: 66,eodp_id
323-U1340B-1H-CC-PAL76-NANNO5,323,U1340,B,1,1-CC,H,CC,PAL76,NANNO5,0,0,6.29,6.29,G [323_Na],C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,"2 rwk, Paleogene",,,dc954d62ec28962ccd0a7e97ed00d301
323-U1340B-2H-CC-NANNO65,323,U1340,B,2,2-CC,H,CC,NANNO65,,0,0,16.25,16.25,G [323_Na],A,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,504ff859ab3fbb0e636b99bf86c3049c
323-U1340B-3H-CC-NANNO4,323,U1340,B,3,3-CC,H,CC,NANNO4,,0,0,25.69,25.69,M-P [323_Na],R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a3e09503fc7ade3f1cf4156fb13be06
323-U1340B-4H-CC-PAL33-NANNO9,323,U1340,B,4,4-CC,H,CC,PAL33,NANNO9,0,0,35.29,35.29,G [323_Na],A,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,A,D,,,,,,,,,,,,,,,,,,,,fef9c55bc759500d4d76e02bc4ec2ab4
323-U1340B-5H-CC-PAL23-NANNO14,323,U1340,B,5,5-CC,H,CC,PAL23,NANNO14,0,0,44.02,44.02,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7655377e3a504a7cbf619df35488e276
323-U1340B-6H-CC-PAL74-NANNO19,323,U1340,B,6,6-CC,H,CC,PAL74,NANNO19,0,0,54.33,54.33,G [323_Na],A,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,D,A,,,,,,,,,,,,,,,,,medium & small Gephyrocapsids mostly of the G. caribbeanica type,,,d37e80aa428b6fe5410c459f8c76467f
