Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Beella praedigitata,Bolliella adamsi,Bolliella calida,Bolliella praeadamsi,Candeina nitida,Catapsydrax dissimilis,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Clavatorella nicobarensis,Dentoglobigerina galavisi,Dentoglobigerina tripartita,Fohsella birnageae,Fohsella fohsi,Fohsella fohsi robusta,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globigerina aequilateralis,Globigerina angulisuturalis,Globigerina apertura,Globigerina bulloides,Globigerina ciperoensis,Globigerina decoraperta,Globigerina druryi,Globigerina euapertura,Globigerina falconensis,Globigerina foliata,Globigerina incisa,Globigerina labiacrassata,Globigerina nepenthes,Globigerina praebulloides,Globigerina quinqueloba,Globigerina rubescens,Globigerina sellii,Globigerina umbilicata,Globigerina woodi,Globigerinatella insueta,Globigerinatella insueta s. str.,Globigerinella aequilateralis,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella pseudobesa,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita iota,Globigerinita minuta,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides bollii,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides cyclostomus,Globigerinoides diminutus,Globigerinoides elongatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides higginsi,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides primordius,Globigerinoides pyramidalis,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoconella conoidea,Globoconella conomiozea,Globoconella incognita,Globoconella inflata,Globoconella miozea,Globoconella panda,Globoconella sphericomiozea,Globoconella zealandica,Globoconusa daubjergensis,Globoquadrina altispira altispira,Globoquadrina altispira globosa,Globoquadrina baroemoenensis,Globoquadrina binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina globularis,Globoquadrina hexagona,Globoquadrina praedehiscens,Globoquadrina pseudofoliata,Globoquadrina venezuelana,Globorotalia acrostoma,Globorotalia anfracta,Globorotalia archeomenardii,Globorotalia bermudezi,Globorotalia birnageae,Globorotalia cavernula,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia conoidea,Globorotalia continuosa,Globorotalia crassaformis,Globorotalia cultrata,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia hessi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miocenica,Globorotalia miozea,Globorotalia multicamerata,Globorotalia munda,Globorotalia obesa,Globorotalia panda,Globorotalia paralenguaensis,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia ronda,Globorotalia scitula,Globorotalia semivera,Globorotalia theyeri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia ungulata,Globorotalia viola,Globorotaloides carcoselleensis,Globorotaloides suteri,Globotruncana aegyptiaca,Globoturborotalita tenellus,Guembelitria cretacea,Hedbergella amabilis,Neogloboquadrina altispira globosa,Neogloboquadrina asanoi,Neogloboquadrina atlantica,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina eggeri,"Neogloboquadrina humerosa (Takayanagi and Saito, 1962)",Neogloboquadrina incompta,"Neogloboquadrina humerosa (Gervais, 1996)",Neogloboquadrina incompta (dextral),Neogloboquadrina incompta (sinsitral),Neogloboquadrina nympha,Neogloboquadrina pachyderma,Neogloboquadrina pseudopachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Orbulina universa bilobata,Orbulinoides beckmanni,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia nympha,Paragloborotalia opima,Paragloborotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis,Parasubbotina aff. Pseudobulloides,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina glomerosa circularis,Praeorbulina glomerosa curva,Praeorbulina glomerosa glomerosa,Praeorbulina sicana,Praeorbulina transitoria,Pseudoguembelina costellifera,Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina praecursor,Pulleniatina primalis,Pulleniatina spectabilis,Racemiguembelina fructicosa,Sphaeroidinella dehiscens,Sphaeroidinella dehiscens excavata,Sphaeroidinella excavata,Sphaeroidinellopsis disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Subbotina corpulenta,Subbotina eocaena,Subbotina gortanii,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella insolita,Tenuitella iota,Tenuitella minutissima,Tenuitella munda,Tenuitella postcretacea,Tenuitella reissi,Tenuitella selleyi,Tenuitellinata angustiumbilicata,Tenuitellinata iota,Tenuitellinata prestainforthi,Testacarinata inconspicua,Turborotalia increbescens,Turborotalita iota,Turborotalita quinqueloba,Woodringina claytonensis,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1406A-2H-4-W 100/102-PAL,0,2,11.7,11.72,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,C,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,4,W,74412c92a1b6c1af442af49d8a108aff
342-U1406A-2H-4-W 100/102-PAL,0,2,11.7,11.72,,,,G [P15],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,4,W,e027bb09e9f18d2098dfec33389100ac
342-U1406A-2H-5-W 100/102-PAL,0,2,13.2,13.22,,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,C,,C,,,P,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,5,W,c79e1483dc435244ab0389db2d034d4e
342-U1406A-2H-5-W 100/102-PAL,0,2,13.2,13.22,,,,G [P15],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,5,W,5a94f6ceadb2186bc9ead3402de0802c
342-U1406A-2H-CC-PAL,0,5,16.01,16.06,,,,G,A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,C,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,CC,PAL,7cbc7ac6baec043e5c65804049c35187
342-U1406A-2H-CC-PAL,0,5,16.01,16.06,,,,G [P15],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,2,H,CC,PAL,a6f336f1650fa0295d7ec3c823f0b783
342-U1406A-3H-2-W 100/102-PAL,0,2,18.08,18.1,,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,F,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,2,W,825ac959e3c24224036d5a18056ec822
342-U1406A-3H-2-W 100/102-PAL,0,2,18.08,18.1,,,,M [P15],B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,2,W,6e3316c01b414c3b93d5e12ba2ba7fc3
342-U1406A-3H-4-W 100/102-PAL,0,2,21.08,21.1,,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,F,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,4,W,59f8188ff93f230ea3c0aa9d42e1c3da
342-U1406A-3H-4-W 100/102-PAL,0,2,21.08,21.1,,,,G [P15],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,4,W,fe9cde7aa976fe65fb75ef634b88cf66
342-U1406A-3H-6-W 100/102-PAL,0,2,24.08,24.1,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,C,,,,,C,,R,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,6,W,4eec8553f6a7693b6b6597ab37c19239
342-U1406A-3H-6-W 100/102-PAL,0,2,24.08,24.1,,,,G [P15],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,6,W,11f67d295145e4e273d5101fa2c5639d
342-U1406A-3H-CC-PAL,0,5,25.46,25.51,,,,G,A,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,CC,PAL,5688a3360865d2be8e2298085ef91e4f
342-U1406A-3H-CC-PAL,0,5,25.46,25.51,,,,G [P15],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,3,H,CC,PAL,f3e7417bebdfb93a2ee06ad05db99478
342-U1406A-4H-2-W 100/102-PAL,0,2,27.7,27.72,,,,G,C,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,4,H,2,W,20c3e7e9fd3f4cd990723e39382f42c4
342-U1406A-4H-2-W 100/102-PAL,0,2,27.7,27.72,,,,G [P15],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,4,H,2,W,94bcc2ffbf5913c3be1346301eef5beb
342-U1406A-4H-4-W 100/102-PAL,0,2,30.7,30.72,,,,M,F,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,4,H,4,W,731137292344a95d64ca31a4d27f65d2
