Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1339A-1H-CC-PAL20-FORAM40,323,U1339,A,1,1-CC,H,CC,PAL20,FORAM40,0,0,4.82,4.82,abundant IRD,G [323_PF],D [323_PFs],,,,,,R [323_PFs],,,,,,,,,,,D [323_PFs],,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1339A-2H-CC-PAL91-FORAM0,323,U1339,A,2,2-CC,H,CC,PAL91,FORAM0,0,0,14.64,14.64,abundant IRD,G [323_PF],A [323_PFs],,,,,,,,,,,,,,,,,A [323_PFs],,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1339A-3H-CC-PAL87-FORAM89,323,U1339,A,3,3-CC,H,CC,PAL87,FORAM89,0,0,24.23,24.23,few IRD,G [323_PF],P [323_PFs],,,,,,,,,,,,,,,,,P [323_PFs],,,,,,,,,
323-U1339A-4H-CC-PAL37-FORAM51,323,U1339,A,4,4-CC,H,CC,PAL37,FORAM51,0,0,33.96,33.96,dominant IRD,G [323_PF],F [323_PFs],,,,,,,,,,,,,,,,,F [323_PFs],,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,
