Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Group preservation,Group abundance,XBroken,XCorroded,XCrumpled,Unknown taxa,Exotic,Pinus,Cedrus,Abies,Picea,Acer,Alnus,Betula,Carpinus,Castanea,Corylus,Fagus,Fraxinus excelsior type,Fraxinus ornus type,Ilex,Juglans,Platanus,Populus,Pterocarya,Taxus,Tilia,Ulmus,Ulmus Zelkova,Quercus deciduous type,Quercus evergreen type,Quercus suber type,Buxus,Cistus,Coriaria myrtifolia,Daphne,Olea,Phillyrea,Pistacia,Rhamnus type,Rhus type,Ulex type,Cupressaceae,Euonymus,Helianthemum,Halimium_Tuberaria,Hedera helix,Hippophäe,Myrica,Salix,Sambucus,Tamarix,Viburnum,Vitis,Ericaceae,Calluna,Chenopodiaceae,Ephedra distachya type,Ephedra fragilis type,Artemisia,Ambrosia type,Anthemis type,Aster type,Centaurea cyanus type,Centaurea nigra type,Centaurea scabiosa type,Cirsium type,Echinops,Serratula type,Taraxacum,Apiaceae,Brassicaceae,Cannabis_Humulus,Convolvulus,Caryophyllaceae,Corrigiola litoralis,Epilobium,Lamiaceae,Liliaceae,Asphodelus,Mercurialis type,Plantago,Plantago lanceolata type,Plumbaginaceae,Poaceae,Lygeum spartum,Ranunculaceae,Rumex,Sanguisorba minor,Sanguisorba officinalis,Saxifragaceae,Scabiosa,Arceuthobium,Boraginaceae,Bupleurum type,Campanulaceae,Centaurium,Crassulaceae,Cereal type,Cyperaceae,Erodium,Euphorbia,Fabaceae,Filipendula,Galium type,Gentianaceae,Geranium,Herniaria type,Jasione type,Knautia type,Linum,Littorella uniflora,Lythrum,Melampyrum,Mentha type,Papaveraceae,Pedicularis,Polygonum aviculare type,Primulaceae,Resedaceae,Rosaceae,Scrofulariaceae,Sedum type,Solanaceae,Spartium junceum,Spergularia type,Thalictrum,Urtica,Valerianaceae,Veronica type,Vicia type,Viscum,Podocarpus,Stereisporites,Tsuga,Cryptomeria,Zelkova,Carya,Nyssa,Liquidambar,Sciadopitis,Taxodium,Sequoia,Engelhardia,Aesculus,Eleagnus,Palmae,Symplocos,Phellodendron,Eucommia,Ostrya,Alisma type,Lemna,Menyanthes trifoliata,Myriophyllum alterniflorum,Myriophyllum verticillatum,Nuphar,Nymphaea alba type,Polygonum persicaria type,Potamogeton,Typha_Sparganium,Isoetes,Polypodium vulgare type,Monolete psilate,Monolete ornamented,Anogramma leptophylla,Botrychium type,Cryptogramma,Huperzia selago,Lycopodium clavatum type,Ophioglossum lusitanicum,Osmunda,Pilularia globulifera,Pteridium,Selaginella denticulata,Selaginella selaginoides,Sphagnum,Taxodiaceae/Cupressaceae,Trilete ornamented,Trilete psilate,Trilete reworked,Comments,File data,,eodp_id
339-U1390A-1H-CC-PAL-PALY,339,U1390,A,1,1-CC,H,CC,PAL,PALY,0,5,3.58,3.63,G,A,,8,1,1,50,C,F,,,,,,,,,,F,,,,,,,,,,,A,C,C,,,,,F,,,,,,C,,,,,,,,,F,,,,,C,,F,,,F,C,,,,,,,A,,C,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,F,F,,Microcharcoal particles and dinocysts were also observed,,,b2e73bc3678b9e2e879ec74c01ea2b63
339-U1390A-6H-CC-PAL-PALY,339,U1390,A,6,6-CC,H,CC,PAL,PALY,0,5,50.95,51,G,A,1,4,,1,24,A,A,,,,,F,,,,,,,,,,,,,,,,A,F,F,,,,,F,,,,,,F,,,,,,,,,,,,A,,A,,F,A,,F,A,,,,,,,A,F,C,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,Microcharcoal particles and dinocysts were also observed,,,6d01e5cc5bff96af750cb7b8dfde99d3
339-U1390A-12X-CC-PAL-PALY,339,U1390,A,12,12-CC,X,CC,PAL,PALY,0,5,101.15,101.2,G,A,,6,1,,54,C,,,,,,,,,,,,,,,,,,,,F,,C,F,,,,,,F,,,,,,,,,,,,,,,,,,F,,C,,F,C,,,F,,,,,,,A,F,C,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,Microcharcoal particles and dinocysts were also observed,,,2e6d5d952d3158c21f3b2adceb69e11a
339-U1390A-18X-CC-PAL-PALY,339,U1390,A,18,18-CC,X,CC,PAL,PALY,0,5,159.02,159.07,M,A,1,14,,,31,A,C,,,,F,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,F,,,,,,,,,,,,C,,A,,,A,,C,F,,,,,,,A,C,C,,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,Microcharcoal particles and dinocysts were also observed,,,b157347aaea04c9b92a8afe9c22efb19
339-U1390A-24X-CC-PAL-PALY,339,U1390,A,24,24-CC,X,CC,PAL,PALY,0,5,217.31,217.36,P,A,1,12,,,26,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,A,C,F,A,,,C,,,,,,,C,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microcharcoal particles and dinocysts were also observed,,,71b3d651a6654d96c9350221767663f0
339-U1390A-30X-CC-PAL-PALY,339,U1390,A,30,30-CC,X,CC,PAL,PALY,0,5,275.32,275.37,M,A,,5,,3,31,C,F,,,,,,,,,,,,,,,,,,,,,C,C,F,,,,,C,,,,,,,,F,,,,,,,,,,C,,C,,,C,,F,C,,,,,,,A,C,F,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,Microcharcoal particles and dinocysts were also observed,,,f96c0c516d32e1da2c1530bc7c5fdd3e
339-U1390A-36X-CC-PAL-PALY,339,U1390,A,36,36-CC,X,CC,PAL,PALY,0,5,332.58,332.63,M,A,,12,,,104,C,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,F,,,F,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,Microcharcoal particles and dinocysts were also observed,,,d7278042b40cf014f94cc83d785a3355
