Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,eodp_id
342-U1407A-12H-1-W 15/15-NANNO,342,U1407,A,12,12-1,H,1,W,15/15-NANNO,0,0,101.95,101.95,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,R,F,C,,F,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,F,R,,R,,,,,,,C,,R,,,,,F,,,,C,,,7b9bb9f9618771335799935d3dd8a4a6
342-U1407A-12H-CC-PAL,342,U1407,A,12,12-CC,H,CC,PAL,,0,8,102.8,102.88,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,F,F,C,,F,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,F,R,,R,,,,,,,C,,R,,,,,F,,,,C,,,bd98afd878d048019d778b9293340993
342-U1407A-15H-CC-PAL,342,U1407,A,15,15-CC,H,CC,PAL,,0,3,121.8,121.83,NP11,"NP11 - Discoaster binodosus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,F,F,F,,,,,R,,,,C,,,,,P,F,F,RR,,-,,-,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,F,,R,,C,,,5fd8743345f25a794e1403f4e6e5f05d
342-U1407A-16X-1-W 10/10-NANNO,342,U1407,A,16,16-1,X,1,W,10/10-NANNO,0,0,122,122,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M,F,R,,F,,,,,,R,,F,,,C,,R,,,R,F,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f79334db77ea7d87e512aea94282a863
342-U1407A-16X-1-W 16/16-NANNO,342,U1407,A,16,16-1,X,1,W,16/16-NANNO,0,0,122.06,122.06,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M,F,R,,F,,,,,,F,,F,,,C,,R,,,,F,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc79c0edcbf07dd903fe9bfe590474eb
342-U1407A-16X-1-W 30/30-NANNO,342,U1407,A,16,16-1,X,1,W,30/30-NANNO,0,0,122.2,122.2,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,F,C,F,,,C,,R,,,R,C,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8e5abf013638ea48ce547d658d2a24e
342-U1407A-16X-1-W 8/8-NANNO,342,U1407,A,16,16-1,X,1,W,8/8-NANNO,0,0,121.98,121.98,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M,F,R,,F,,,,,,F,,F,,,C,,R,,,1,F,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10ae5c7436da0bf0b4e2826f5ca5d092
342-U1407A-16X-CC-PAL,342,U1407,A,16,16-CC,X,CC,PAL,,0,10,124.56,124.66,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,F,F,F,,,,,R,,,F,C,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,F,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,F,,,,,R,,C,,,1e5db2b7bd94b28fd5f41e03a71ac8d6
342-U1407A-17X-CC-PAL,342,U1407,A,17,17-CC,X,CC,PAL,,0,11,127.51,127.62,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,F,F,F,,,C,,F,,,1?,R,,R,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,R,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,R,,,,R,,R,,,069ba6bfc44ace00191794e19b8d1e46
342-U1407A-18X-1-W 88/88-NANNO,342,U1407,A,18,18-1,X,1,W,88/88-NANNO,0,0,136.78,136.78,NP9,"NP9 - Discoaster multiradiatus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,R,F,F,,,C,,F,,,,,,R,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,R,,,,R,,F,,,e5f18f1fbbcc4a6e69c779077316641b
342-U1407A-18X-2-W 113/113-NANNO,342,U1407,A,18,18-2,X,2,W,113/113-NANNO,0,0,138.53,138.53,NP7-NP8,,,M-G,A,F,,C,,,,,,F,F,F,,,C,F,F,,,,,,F,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,R,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,R,,,,R,,R,,,59bb410574a0778aac50391c85e65583
342-U1407A-18X-CC-PAL,342,U1407,A,18,18-CC,X,CC,PAL,,0,10,142.85,142.95,NP7-NP8,,,G-M,A,F,,C,,,,,,C,C,C,,,C,C,R,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,1?,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,R,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,R,,,,R,,RR,,,d984301694641b55511b7e4cd4df3fd8
342-U1407A-19X-2-W 32/32-NANNO,342,U1407,A,19,19-2,X,2,W,32/32-NANNO,0,0,147.32,147.32,NP7-NP8,,,G-M,A,,,,,,,,,F,C,C,,,F,F,R,F,RR,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07a328677f8c71d1740bfa2024b854a
342-U1407A-19X-CC-PAL,342,U1407,A,19,19-CC,X,CC,PAL,,0,11,149.19,149.3,NP6,"NP6 - Heliolithus kleinpellii (Gradstein et al., 2012)",,G-M,A,F,,C,,,,,,,A,C,,,F,F,-,C,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,F,C,,,,F,,-,,,d361049b0643e441a0f66c076005b9a4
